entryId,名称,模型,名字颜色（1灰 2绿 3蓝 4紫 5金 6红）,类型(-1，分身半透明；-2，头顶；-3不透明),宠物半身像,怪物帮手提示对白,发招对白
306610,业魔,20027,,,20027,,
306709,林妖,100014,,,100014,,
306710,鬼武者,20033,,,20033,,
306809,巫龟,100022,,,100022,,
306810,多闻天王,17006,,,17006,,
306909,山精,100029,,,100029,,
306910,重明鸟,20013,,,20013,,
307009,异面怪,100009,,,100009,,
307010,水龙,20038,,,20038,,
307109,蝶精灵,100010,,,100010,,
307110,黑风小妖,20020,,,20020,,
307209,古树精,100013,,,100013,,
307210,黑风老妖,20034,,,20034,,
307309,蚌精,100005,,,100005,,
307310,圣灵蝶,17004,,,17004,,
307409,山精,100029,,,100029,,
307410,白熊精,20015,,,20015,,
307509,硬壳龟,100027,,,100027,,
307510,熊猫,20021,,,20021,,
307609,灵猴,100023,,,100023,,
307610,剑侠兔,20031,,,20031,,
307709,五毒蝎,100021,,,100021,,
307710,百花仙子,17009,,,17009,,
307809,巫龟,100022,,,100022,,
307810,业魔,20027,,,20027,,
307909,巫龟,100022,,,100022,,
307910,炼丹童子,17002,,,17002,,
308009,蚌精,100005,,,100005,,
308010,剑灵,20006,,,20006,,
308109,石巨人,100024,,,100024,,
308110,小白虎,20011,,,20011,,
308209,魔爪花,100025,,,100025,,
308210,鲨鱼精,20007,,,20007,,
308309,灵猴,100023,,,100023,,
308310,圣灵蝶,17004,,,17004,,
308409,灵猴,100023,,,100023,,
308410,地狱三头犬,20025,,,20025,,
308509,小骷髅,100003,,,100003,,
308510,靡籁,100036,,,100036,,
308609,白熊精,20015,,,20015,,
308610,火灵,20023,,,20023,,
308709,寒霜狼,100011,,,100011,,
308710,冰龙,20030,,,20030,,
308809,石狮,100007,,,100007,,
308810,云中子,100034,,,100034,,
308909,蛮牛,100006,,,100006,,
308910,招财猫,20035,,,20035,,
309009,邪毒蜂,100018,,,100018,,
309010,狐妖,20004,,,20004,,
309109,蛮牛,100006,,,100006,,
309110,招财猫,20035,,,20035,,
309209,灵猴,100023,,,100023,,
309210,魅,100040,,,100040,,
309309,邪毒蜂,100018,,,100018,,
309310,九尾狐,20016,,,20016,,
309409,麟鹿,100015,,,100015,,
309410,宠物剑邪,100030,,,100030,,
309509,林妖,100014,,,100014,,
309510,青龙,20040,,,20040,,
309609,石巨人,100024,,,100024,,
309610,小白虎,20011,,,20011,,
309709,瞌睡蛇,100020,,,100020,,
309710,小白虎,20011,,,20011,,
309809,剑魂,100012,,,100012,,
309810,地狱三头犬,20025,,,20025,,
309909,石巨人,100024,,,100024,,
309910,龙龟,20017,,,20017,,
310009,冰火螳螂,100016,,,100016,,
310010,穷奇,100038,,,100038,,
310109,灵猴,100023,,,100023,,
310110,狐妖,20004,,,20004,,
310209,巫龟,100022,,,100022,,
310210,狐妖,20004,,,20004,,
310309,冰火螳螂,100016,,,100016,,
310310,雷震子,17010,,,17010,,
310409,白熊精,20015,,,20015,,
310410,狐妖,20004,,,20004,,
310509,麟鹿,100015,,,100015,,
310510,剑邪,20012,,,20012,,
310609,木鱼怪,100026,,,100026,,
310610,青龙,20040,,,20040,,
310709,瞌睡蛇,100020,,,100020,,
310710,深渊之龙,100039,,,100039,,
310809,小骷髅,100003,,,100003,,
310810,熊猫,20021,,,20021,,
310909,小乌龟,100001,,,100001,,
310910,青龙,20040,,,20040,,
311009,蝶精灵,100010,,,100010,,
311010,狐妖,20004,,,20004,,
311109,炎魔,100017,,,100017,,
311110,粉红兔,20002,,,20002,,
311209,魔爪花,100025,,,100025,,
311210,鲛人,20003,,,20003,,
311309,巫龟,100022,,,100022,,
311310,黑风老妖,20034,,,20034,,
311409,灵猴,100023,,,100023,,
311410,玄武,20042,,,20042,,
311509,瞌睡蛇,100020,,,100020,,
311510,靡籁,100036,,,100036,,
311609,寒霜狼,100011,,,100011,,
311610,熊精,20009,,,20009,,
311709,石狮,100007,,,100007,,
311710,鱼精,20005,,,20005,,
311809,麟鹿,100015,,,100015,,
311810,冰龙,20030,,,20030,,
311909,木鱼怪,100026,,,100026,,
311910,百花仙子,17009,,,17009,,
312009,强盗,100002,,,100002,,
312010,雷震子,17010,,,17010,,
312109,硬壳龟,100027,,,100027,,
312110,黑水玄蛇,20022,,,20022,,
312209,跳跳鼠,100004,,,100004,,
312210,多闻天王,17006,,,17006,,
312309,跳跳鼠,100004,,,100004,,
312310,玄武,20042,,,20042,,
312409,石巨人,100024,,,100024,,
312410,重明鸟,20013,,,20013,,
312509,木鱼怪,100026,,,100026,,
312510,水龙,20038,,,20038,,
312609,白熊精,20015,,,20015,,
312610,多闻天王,17006,,,17006,,
312709,异面怪,100009,,,100009,,
312710,重明鸟,20013,,,20013,,
312809,剑魂,100012,,,100012,,
312810,虎力大仙,20044,,,20044,,
312909,古树精,100013,,,100013,,
312910,黑风小妖,20020,,,20020,,
313009,蚌精,100005,,,100005,,
313010,棕熊,20008,,,20008,,
313109,林妖,100014,,,100014,,
313110,黑风老妖,20034,,,20034,,
313209,蚌精,100005,,,100005,,
313210,蓝巨人,20045,,,20045,,
313309,蚌精,100005,,,100005,,
313310,熊精,20009,,,20009,,
313409,古树精,100013,,,100013,,
313410,熊猫,20021,,,20021,,
313509,跳跳鼠,100004,,,100004,,
313510,百花仙子,17009,,,17009,,
313609,蛮牛,100006,,,100006,,
313610,重明鸟,20013,,,20013,,
313709,邪毒蜂,100018,,,100018,,
313710,粉红兔,20002,,,20002,,
313809,寒霜狼,100011,,,100011,,
313810,狻猊,20037,,,20037,,
313909,小骷髅,100003,,,100003,,
313910,白象精,20029,,,20029,,
314009,硬壳龟,100027,,,100027,,
314010,地狱三头犬,20025,,,20025,,
314109,五毒蝎,100021,,,100021,,
314110,朱雀,20039,,,20039,,
314209,跳跳鼠,100004,,,100004,,
314210,封蛇,20032,,,20032,,
314309,白熊精,20015,,,20015,,
314310,靡籁,100036,,,100036,,
314409,古树精,100013,,,100013,,
314410,白象精,20029,,,20029,,
314509,寒霜狼,100011,,,100011,,
314510,剑侠兔,20031,,,20031,,
314609,异面怪,100009,,,100009,,
314610,魅,100040,,,100040,,
314709,剑魂,100012,,,100012,,
314710,鬼武者,20033,,,20033,,
314809,炎魔,100017,,,100017,,
314810,逸琼玄女,100032,,,100032,,
314909,巫龟,100022,,,100022,,
314910,白熊精,20015,,,20015,,
315009,巫龟,100022,,,100022,,
315010,上官清,100031,,,100031,,
315109,山精,100029,,,100029,,
315110,麒麟,20019,,,20019,,
315209,林妖,100014,,,100014,,
315210,鬼武者,20033,,,20033,,
315309,古树精,100013,,,100013,,
315310,阎罗王,17008,,,17008,,
315409,蝶精灵,100010,,,100010,,
315410,上官清,100031,,,100031,,
315509,巫龟,100022,,,100022,,
315510,百花仙子,17009,,,17009,,
315609,蛮牛,100006,,,100006,,
315610,剑邪,20012,,,20012,,
315709,石巨人,100024,,,100024,,
315710,鹿力大仙,20047,,,20047,,
315809,巫龟,100022,,,100022,,
315810,靡籁,100036,,,100036,,
315909,小乌龟,100001,,,100001,,
315910,熊精,20009,,,20009,,
316009,剑魂,100012,,,100012,,
316010,鲛人,20003,,,20003,,
316109,蛮牛,100006,,,100006,,
316110,鹿力大仙,20047,,,20047,,
316209,小乌龟,100001,,,100001,,
316210,黑风小妖,20020,,,20020,,
316309,寒霜狼,100011,,,100011,,
316310,鲨鱼精,20007,,,20007,,
316409,瞌睡蛇,100020,,,100020,,
316410,虎力大仙,20044,,,20044,,
316509,瞌睡蛇,100020,,,100020,,
316510,星魔,20026,,,20026,,
316609,林妖,100014,,,100014,,
316610,上官清,100031,,,100031,,
316709,小骷髅,100003,,,100003,,
316710,熊猫,20021,,,20021,,
316809,木鱼怪,100026,,,100026,,
316810,小白虎,20011,,,20011,,
316909,强盗,100002,,,100002,,
316910,火灵,20023,,,20023,,
317009,白熊精,20015,,,20015,,
317010,麒麟,20019,,,20019,,
317109,剑魂,100012,,,100012,,
317110,剑灵,20006,,,20006,,
317209,麟鹿,100015,,,100015,,
317210,星魔,20026,,,20026,,
317309,山精,100029,,,100029,,
317310,鲛人,20003,,,20003,,
317409,邪毒蜂,100018,,,100018,,
317410,深渊之龙,100039,,,100039,,
317509,山精,100029,,,100029,,
317510,猿猴,20024,,,20024,,
317609,炎魔,100017,,,100017,,
317610,麒麟,20019,,,20019,,
317709,硬壳龟,100027,,,100027,,
317710,宠物剑邪,100030,,,100030,,
317809,硬壳龟,100027,,,100027,,
317810,业魔,20027,,,20027,,
317909,冰火螳螂,100016,,,100016,,
317910,魅,100040,,,100040,,
318009,炎魔,100017,,,100017,,
318010,穷奇,100038,,,100038,,
318109,蛮牛,100006,,,100006,,
318110,剑邪,20012,,,20012,,
318209,炎魔,100017,,,100017,,
318210,重明鸟,20013,,,20013,,
318309,小骷髅,100003,,,100003,,
318310,靡籁,100036,,,100036,,
318409,巫龟,100022,,,100022,,
318410,地狱三头犬,20025,,,20025,,
318509,石巨人,100024,,,100024,,
318510,逸琼玄女,100032,,,100032,,
318609,蚌精,100005,,,100005,,
318610,重明鸟,20013,,,20013,,
318709,邪毒蜂,100018,,,100018,,
318710,剑邪,20012,,,20012,,
318809,麟鹿,100015,,,100015,,
318810,忠勇兔,20001,,,20001,,
318909,麟鹿,100015,,,100015,,
318910,重明鸟,20013,,,20013,,
319009,炎魔,100017,,,100017,,
319010,鲨鱼精,20007,,,20007,,
319109,硬壳龟,100027,,,100027,,
319110,狮驼,20046,,,20046,,
319209,利刃猿,100028,,,100028,,
319210,粉红兔,20002,,,20002,,
319309,白熊精,20015,,,20015,,
319310,青龙,20040,,,20040,,
319409,巫龟,100022,,,100022,,
319410,火灵,20023,,,20023,,
319509,蛮牛,100006,,,100006,,
319510,魅,100040,,,100040,,
319609,巫龟,100022,,,100022,,
319610,地狱三头犬,20025,,,20025,,
319709,石狮,100007,,,100007,,
319710,巨灵,20014,,,20014,,
319809,瞌睡蛇,100020,,,100020,,
319810,阎罗王,17008,,,17008,,
319909,蚌精,100005,,,100005,,
319910,月光蝶,17001,,,17001,,
320009,利刃猿,100028,,,100028,,
320010,白熊精,20015,,,20015,,
320109,巫龟,100022,,,100022,,
320110,火灵,20023,,,20023,,
320209,山精,100029,,,100029,,
320210,地狱三头犬,20025,,,20025,,
320309,山精,100029,,,100029,,
320310,冰龙,20030,,,20030,,
320409,蝶精灵,100010,,,100010,,
320410,蟹精,20010,,,20010,,
320509,灵猴,100023,,,100023,,
320510,鬼武者,20033,,,20033,,
320609,剑魂,100012,,,100012,,
320610,忠勇兔,20001,,,20001,,
320709,麟鹿,100015,,,100015,,
320710,招财猫,20035,,,20035,,
320809,巫龟,100022,,,100022,,
320810,鱼精,20005,,,20005,,
320909,炎魔,100017,,,100017,,
320910,黑水玄蛇,20022,,,20022,,
321009,木鱼怪,100026,,,100026,,
321010,圣灵蝶,17004,,,17004,,
321109,跳跳鼠,100004,,,100004,,
321110,魅,100040,,,100040,,
321209,山精,100029,,,100029,,
321210,鱼精,20005,,,20005,,
321309,异面怪,100009,,,100009,,
321310,猿猴,20024,,,20024,,
321409,利刃猿,100028,,,100028,,
321410,业魔,20027,,,20027,,
321509,瞌睡蛇,100020,,,100020,,
321510,黑水玄蛇,20022,,,20022,,
321609,瞌睡蛇,100020,,,100020,,
321610,逸琼玄女,100032,,,100032,,
321709,剑魂,100012,,,100012,,
321710,圣灵蝶,17004,,,17004,,
321809,麟鹿,100015,,,100015,,
321810,白象精,20029,,,20029,,
321909,石巨人,100024,,,100024,,
321910,阎罗王,17008,,,17008,,
322009,小僵尸,100019,,,100019,,
322010,重明鸟,20013,,,20013,,
322109,邪毒蜂,100018,,,100018,,
322110,熊猫,20021,,,20021,,
322209,跳跳鼠,100004,,,100004,,
322210,魅,100040,,,100040,,
322309,巫龟,100022,,,100022,,
322310,桃花仙子,17003,,,17003,,
322409,瞌睡蛇,100020,,,100020,,
322410,九尾狐,20016,,,20016,,
322509,异面怪,100009,,,100009,,
322510,玉冥真人,100033,,,100033,,
322609,魔爪花,100025,,,100025,,
322610,增长天王,17007,,,17007,,
322709,巫龟,100022,,,100022,,
322710,龙象精,20028,,,20028,,
322809,山精,100029,,,100029,,
322810,黑水玄蛇,20022,,,20022,,
322909,冰火螳螂,100016,,,100016,,
322910,酒仙,20036,,,20036,,
323009,冰火螳螂,100016,,,100016,,
323010,白象精,20029,,,20029,,
323109,蛮牛,100006,,,100006,,
323110,朱雀,20039,,,20039,,
323209,强盗,100002,,,100002,,
323210,云中子,100034,,,100034,,
323309,跳跳鼠,100004,,,100004,,
323310,熊猫,20021,,,20021,,
323409,灵猴,100023,,,100023,,
323410,月光蝶,17001,,,17001,,
323509,寒霜狼,100011,,,100011,,
323510,麒麟,20019,,,20019,,
323609,白熊精,20015,,,20015,,
323610,九尾狐,20016,,,20016,,
323709,异面怪,100009,,,100009,,
323710,靡籁,100036,,,100036,,
323809,五毒蝎,100021,,,100021,,
323810,深渊之龙,100039,,,100039,,
323909,小僵尸,100019,,,100019,,
323910,玄武,20042,,,20042,,
324009,异面怪,100009,,,100009,,
324010,蓝巨人,20045,,,20045,,
324109,蛮牛,100006,,,100006,,
324110,晶魂,20018,,,20018,,
324209,蛮牛,100006,,,100006,,
324210,黑风小妖,20020,,,20020,,
324309,异面怪,100009,,,100009,,
324310,熊猫,20021,,,20021,,
324409,剑魂,100012,,,100012,,
324410,桃花仙子,17003,,,17003,,
324509,利刃猿,100028,,,100028,,
324510,蟹精,20010,,,20010,,
324609,利刃猿,100028,,,100028,,
324610,鲨鱼精,20007,,,20007,,
324709,剑魂,100012,,,100012,,
324710,月光蝶,17001,,,17001,,
324809,强盗,100002,,,100002,,
324810,玉冥真人,100033,,,100033,,
324909,跳跳鼠,100004,,,100004,,
324910,熊猫,20021,,,20021,,
325009,小僵尸,100019,,,100019,,
325010,白熊精,20015,,,20015,,
325109,寒霜狼,100011,,,100011,,
325110,白熊精,20015,,,20015,,
325209,魔爪花,100025,,,100025,,
325210,剑侠兔,20031,,,20031,,
325309,异面怪,100009,,,100009,,
325310,剑邪,20012,,,20012,,
325409,瞌睡蛇,100020,,,100020,,
325410,狻猊,20037,,,20037,,
325509,石狮,100007,,,100007,,
325510,增长天王,17007,,,17007,,
325609,灵猴,100023,,,100023,,
325610,穷奇,100038,,,100038,,
325709,炎魔,100017,,,100017,,
325710,鲛人,20003,,,20003,,
325809,石狮,100007,,,100007,,
325810,剑邪,20012,,,20012,,
325909,小僵尸,100019,,,100019,,
325910,冰龙,20030,,,20030,,
326009,蚌精,100005,,,100005,,
326010,星魔,20026,,,20026,,
326109,麟鹿,100015,,,100015,,
326110,业魔,20027,,,20027,,
326209,异面怪,100009,,,100009,,
326210,白象精,20029,,,20029,,
326309,冰火螳螂,100016,,,100016,,
326310,阎罗王,17008,,,17008,,
326409,瞌睡蛇,100020,,,100020,,
326410,玉冥真人,100033,,,100033,,
326509,小乌龟,100001,,,100001,,
326510,百花仙子,17009,,,17009,,
326609,剑魂,100012,,,100012,,
326610,猿猴,20024,,,20024,,
326709,异面怪,100009,,,100009,,
326710,雷震子,17010,,,17010,,
326809,巫龟,100022,,,100022,,
326810,黑风小妖,20020,,,20020,,
326909,瞌睡蛇,100020,,,100020,,
326910,星魔,20026,,,20026,,
327009,蚌精,100005,,,100005,,
327010,棕熊,20008,,,20008,,
327109,邪毒蜂,100018,,,100018,,
327110,黑水玄蛇,20022,,,20022,,
327209,炎魔,100017,,,100017,,
327210,剑灵,20006,,,20006,,
327309,小骷髅,100003,,,100003,,
327310,粉红兔,20002,,,20002,,
327409,邪毒蜂,100018,,,100018,,
327410,黑风老妖,20034,,,20034,,
327509,小僵尸,100019,,,100019,,
327510,星魔,20026,,,20026,,
327609,邪毒蜂,100018,,,100018,,
327610,靡籁,100036,,,100036,,
327709,强盗,100002,,,100002,,
327710,蟹精,20010,,,20010,,
327809,寒霜狼,100011,,,100011,,
327810,狮驼,20046,,,20046,,
327909,硬壳龟,100027,,,100027,,
327910,白熊精,20015,,,20015,,
328009,剑魂,100012,,,100012,,
328010,增长天王,17007,,,17007,,
328109,寒霜狼,100011,,,100011,,
328110,靡籁,100036,,,100036,,
328209,白熊精,20015,,,20015,,
328210,魅,100040,,,100040,,
328309,五毒蝎,100021,,,100021,,
328310,鬼武者,20033,,,20033,,
328409,利刃猿,100028,,,100028,,
328410,流浪剑客,17005,,,17005,,
328509,巫龟,100022,,,100022,,
328510,玉冥真人,100033,,,100033,,
328609,利刃猿,100028,,,100028,,
328610,麒麟,20019,,,20019,,
328709,石巨人,100024,,,100024,,
328710,多闻天王,17006,,,17006,,
328809,炎魔,100017,,,100017,,
328810,增长天王,17007,,,17007,,
328909,硬壳龟,100027,,,100027,,
328910,朱雀,20039,,,20039,,
329009,蝶精灵,100010,,,100010,,
329010,玉冥真人,100033,,,100033,,
329109,强盗,100002,,,100002,,
329110,魑,100041,,,100041,,
329209,小骷髅,100003,,,100003,,
329210,重明鸟,20013,,,20013,,
329309,小骷髅,100003,,,100003,,
329310,酒仙,20036,,,20036,,
329409,林妖,100014,,,100014,,
329410,狮驼,20046,,,20046,,
329509,利刃猿,100028,,,100028,,
329510,剑邪,20012,,,20012,,
329609,强盗,100002,,,100002,,
329610,狐妖,20004,,,20004,,
329709,硬壳龟,100027,,,100027,,
329710,巨灵,20014,,,20014,,
329809,五毒蝎,100021,,,100021,,
329810,玄武,20042,,,20042,,
329909,石巨人,100024,,,100024,,
329910,招财猫,20035,,,20035,,
330009,林妖,100014,,,100014,,
330010,玉冥真人,100033,,,100033,,
330109,蚌精,100005,,,100005,,
330110,业魔,20027,,,20027,,
330209,石狮,100007,,,100007,,
330210,穷奇,100038,,,100038,,
330309,石巨人,100024,,,100024,,
330310,白象精,20029,,,20029,,
330409,蚌精,100005,,,100005,,
330410,剑侠兔,20031,,,20031,,
330509,蛮牛,100006,,,100006,,
330510,白熊精,20015,,,20015,,
330609,石狮,100007,,,100007,,
330610,猿猴,20024,,,20024,,
330709,异面怪,100009,,,100009,,
330710,逸琼玄女,100032,,,100032,,
330809,跳跳鼠,100004,,,100004,,
330810,阎罗王,17008,,,17008,,
330909,蚌精,100005,,,100005,,
330910,白虎,20041,,,20041,,
331009,异面怪,100009,,,100009,,
331010,封蛇,20032,,,20032,,
331109,剑魂,100012,,,100012,,
331110,龙龟,20017,,,20017,,
331209,炎魔,100017,,,100017,,
331210,剑灵,20006,,,20006,,
331309,山精,100029,,,100029,,
331310,宠物剑邪,100030,,,100030,,
331409,魔爪花,100025,,,100025,,
331410,白熊精,20015,,,20015,,
331509,白熊精,20015,,,20015,,
331510,流浪剑客,17005,,,17005,,
331609,硬壳龟,100027,,,100027,,
331610,狮驼,20046,,,20046,,
331709,麟鹿,100015,,,100015,,
331710,重明鸟,20013,,,20013,,
331809,石狮,100007,,,100007,,
331810,黑风老妖,20034,,,20034,,
331909,蛮牛,100006,,,100006,,
331910,蟹精,20010,,,20010,,
332009,小僵尸,100019,,,100019,,
332010,鹿力大仙,20047,,,20047,,
332109,白熊精,20015,,,20015,,
332110,青龙,20040,,,20040,,
332209,五毒蝎,100021,,,100021,,
332210,猿猴,20024,,,20024,,
332309,蝶精灵,100010,,,100010,,
332310,业魔,20027,,,20027,,
332409,石狮,100007,,,100007,,
332410,桃花仙子,17003,,,17003,,
332509,蛮牛,100006,,,100006,,
332510,水龙,20038,,,20038,,
332609,灵猴,100023,,,100023,,
332610,鱼精,20005,,,20005,,
332709,小骷髅,100003,,,100003,,
332710,桃花仙子,17003,,,17003,,
332809,麟鹿,100015,,,100015,,
332810,封蛇,20032,,,20032,,
332909,剑魂,100012,,,100012,,
332910,桃花仙子,17003,,,17003,,
333009,魔爪花,100025,,,100025,,
333010,黑风老妖,20034,,,20034,,
333109,古树精,100013,,,100013,,
333110,白虎,20041,,,20041,,
333209,炎魔,100017,,,100017,,
333210,晶魂,20018,,,20018,,
333309,麟鹿,100015,,,100015,,
333310,火灵,20023,,,20023,,
333409,巫龟,100022,,,100022,,
333410,麒麟,20019,,,20019,,
333509,小乌龟,100001,,,100001,,
333510,穷奇,100038,,,100038,,
333609,剑魂,100012,,,100012,,
333610,猪刚鬣,20043,,,20043,,
333709,小僵尸,100019,,,100019,,
333710,白熊精,20015,,,20015,,
333809,灵猴,100023,,,100023,,
333810,龙龟,20017,,,20017,,
333909,蛮牛,100006,,,100006,,
333910,靡籁,100036,,,100036,,
334009,巫龟,100022,,,100022,,
334010,靡籁,100036,,,100036,,
334109,木鱼怪,100026,,,100026,,
334110,逸琼玄女,100032,,,100032,,
334209,剑魂,100012,,,100012,,
334210,蓝巨人,20045,,,20045,,
334309,跳跳鼠,100004,,,100004,,
334310,星魔,20026,,,20026,,
334409,寒霜狼,100011,,,100011,,
334410,剑侠兔,20031,,,20031,,
334509,寒霜狼,100011,,,100011,,
334510,狐妖,20004,,,20004,,
334609,麟鹿,100015,,,100015,,
334610,招财猫,20035,,,20035,,
334709,蝶精灵,100010,,,100010,,
334710,巨灵,20014,,,20014,,
334809,冰火螳螂,100016,,,100016,,
334810,地狱三头犬,20025,,,20025,,
334909,利刃猿,100028,,,100028,,
334910,靡籁,100036,,,100036,,
335009,巫龟,100022,,,100022,,
335010,狮驼,20046,,,20046,,
335109,冰火螳螂,100016,,,100016,,
335110,星魔,20026,,,20026,,
335209,蚌精,100005,,,100005,,
335210,深渊之龙,100039,,,100039,,
335309,山精,100029,,,100029,,
335310,黑风小妖,20020,,,20020,,
335409,小乌龟,100001,,,100001,,
335410,鹿力大仙,20047,,,20047,,
335509,强盗,100002,,,100002,,
335510,多闻天王,17006,,,17006,,
335609,邪毒蜂,100018,,,100018,,
335610,狐妖,20004,,,20004,,
335709,巫龟,100022,,,100022,,
335710,棕熊,20008,,,20008,,
335809,蝶精灵,100010,,,100010,,
335810,巨灵,20014,,,20014,,
335909,魔爪花,100025,,,100025,,
335910,狮驼,20046,,,20046,,
336009,巫龟,100022,,,100022,,
336010,鱼精,20005,,,20005,,
336109,巫龟,100022,,,100022,,
336110,招财猫,20035,,,20035,,
336209,利刃猿,100028,,,100028,,
336210,月光蝶,17001,,,17001,,
336309,古树精,100013,,,100013,,
336310,流浪剑客,17005,,,17005,,
336409,麟鹿,100015,,,100015,,
336410,多闻天王,17006,,,17006,,
336509,小骷髅,100003,,,100003,,
336510,黑水玄蛇,20022,,,20022,,
336609,寒霜狼,100011,,,100011,,
336610,火灵,20023,,,20023,,
336709,蛮牛,100006,,,100006,,
336710,业魔,20027,,,20027,,
336809,寒霜狼,100011,,,100011,,
336810,冰龙,20030,,,20030,,
336909,跳跳鼠,100004,,,100004,,
336910,黑水玄蛇,20022,,,20022,,
337009,小骷髅,100003,,,100003,,
337010,玄武,20042,,,20042,,
337109,炎魔,100017,,,100017,,
337110,虎力大仙,20044,,,20044,,
337209,跳跳鼠,100004,,,100004,,
337210,星魔,20026,,,20026,,
337309,剑魂,100012,,,100012,,
337310,猪刚鬣,20043,,,20043,,
337409,寒霜狼,100011,,,100011,,
337410,猿猴,20024,,,20024,,
337509,剑魂,100012,,,100012,,
337510,酒仙,20036,,,20036,,
337609,灵猴,100023,,,100023,,
337610,粉红兔,20002,,,20002,,
337709,异面怪,100009,,,100009,,
337710,百花仙子,17009,,,17009,,
337809,蛮牛,100006,,,100006,,
337810,鬼武者,20033,,,20033,,
337909,利刃猿,100028,,,100028,,
337910,鹿力大仙,20047,,,20047,,
338009,剑魂,100012,,,100012,,
338010,粉红兔,20002,,,20002,,
338109,小僵尸,100019,,,100019,,
338110,魅,100040,,,100040,,
338209,麟鹿,100015,,,100015,,
338210,熊精,20009,,,20009,,
338309,山精,100029,,,100029,,
338310,小白虎,20011,,,20011,,
338409,林妖,100014,,,100014,,
338410,星魔,20026,,,20026,,
338509,小乌龟,100001,,,100001,,
338510,炼丹童子,17002,,,17002,,
338609,冰火螳螂,100016,,,100016,,
338610,雷震子,17010,,,17010,,
338709,小僵尸,100019,,,100019,,
338710,朱雀,20039,,,20039,,
338809,小骷髅,100003,,,100003,,
338810,狻猊,20037,,,20037,,
338909,五毒蝎,100021,,,100021,,
338910,招财猫,20035,,,20035,,
339009,利刃猿,100028,,,100028,,
339010,麒麟,20019,,,20019,,
339109,小乌龟,100001,,,100001,,
339110,圣灵蝶,17004,,,17004,,
339209,五毒蝎,100021,,,100021,,
339210,狻猊,20037,,,20037,,
339309,山精,100029,,,100029,,
339310,晶魂,20018,,,20018,,
339409,蝶精灵,100010,,,100010,,
339410,地狱三头犬,20025,,,20025,,
339509,木鱼怪,100026,,,100026,,
339510,朱雀,20039,,,20039,,
339609,剑魂,100012,,,100012,,
339610,黑风小妖,20020,,,20020,,
339709,炎魔,100017,,,100017,,
339710,蓝巨人,20045,,,20045,,
339809,寒霜狼,100011,,,100011,,
339810,靡籁,100036,,,100036,,
339909,利刃猿,100028,,,100028,,
339910,猪刚鬣,20043,,,20043,,
340009,魔爪花,100025,,,100025,,
340010,云中子,100034,,,100034,,
340109,石巨人,100024,,,100024,,
340110,熊猫,20021,,,20021,,
340209,小乌龟,100001,,,100001,,
340210,忠勇兔,20001,,,20001,,
340309,小僵尸,100019,,,100019,,
340310,黑水玄蛇,20022,,,20022,,
340409,木鱼怪,100026,,,100026,,
340410,靡籁,100036,,,100036,,
340509,剑魂,100012,,,100012,,
340510,玉冥真人,100033,,,100033,,
340609,蝶精灵,100010,,,100010,,
340610,狮驼,20046,,,20046,,
340709,冰火螳螂,100016,,,100016,,
340710,九尾狐,20016,,,20016,,
340809,蚌精,100005,,,100005,,
340810,熊猫,20021,,,20021,,
340909,冰火螳螂,100016,,,100016,,
340910,粉红兔,20002,,,20002,,
341009,炎魔,100017,,,100017,,
341010,圣灵蝶,17004,,,17004,,
341109,古树精,100013,,,100013,,
341110,棕熊,20008,,,20008,,
341209,强盗,100002,,,100002,,
341210,靡籁,100036,,,100036,,
341309,石巨人,100024,,,100024,,
341310,猿猴,20024,,,20024,,
341409,石狮,100007,,,100007,,
341410,圣灵蝶,17004,,,17004,,
341509,蛮牛,100006,,,100006,,
341510,月光蝶,17001,,,17001,,
341609,寒霜狼,100011,,,100011,,
341610,虎力大仙,20044,,,20044,,
341709,古树精,100013,,,100013,,
341710,鲛人,20003,,,20003,,
341809,古树精,100013,,,100013,,
341810,鹿力大仙,20047,,,20047,,
341909,石狮,100007,,,100007,,
341910,晶魂,20018,,,20018,,
342009,古树精,100013,,,100013,,
342010,增长天王,17007,,,17007,,
342109,巫龟,100022,,,100022,,
342110,狻猊,20037,,,20037,,
342209,异面怪,100009,,,100009,,
342210,上官清,100031,,,100031,,
342309,邪毒蜂,100018,,,100018,,
342310,封蛇,20032,,,20032,,
342409,蝶精灵,100010,,,100010,,
342410,靡籁,100036,,,100036,,
342509,林妖,100014,,,100014,,
342510,蟹精,20010,,,20010,,
342609,利刃猿,100028,,,100028,,
342610,封蛇,20032,,,20032,,
342709,小乌龟,100001,,,100001,,
342710,地狱三头犬,20025,,,20025,,
342809,蛮牛,100006,,,100006,,
342810,狐妖,20004,,,20004,,
342909,小僵尸,100019,,,100019,,
342910,虎力大仙,20044,,,20044,,
343009,木鱼怪,100026,,,100026,,
343010,鱼精,20005,,,20005,,
343109,小乌龟,100001,,,100001,,
343110,狻猊,20037,,,20037,,
343209,蚌精,100005,,,100005,,
343210,鱼精,20005,,,20005,,
343309,白熊精,20015,,,20015,,
343310,白象精,20029,,,20029,,
343409,灵猴,100023,,,100023,,
343410,深渊之龙,100039,,,100039,,
343509,炎魔,100017,,,100017,,
343510,炼丹童子,17002,,,17002,,
343609,木鱼怪,100026,,,100026,,
343610,青龙,20040,,,20040,,
343709,小乌龟,100001,,,100001,,
343710,冰龙,20030,,,20030,,
343809,利刃猿,100028,,,100028,,
