关卡ID,章节id,名称,怪物库,难度,需要玩家等级,经验奖励,关卡等级,遇多少次怪,掉落装备,,掉落库,三星通关时间,星级奖励,体力消耗,指定部下增加血量或怒气,增加奧義能量,关卡礼包npcEntryId,礼包有效期,容错,掉落神魂(3:level 4:exp)
2818,1182,狮驼岭8-8,"[2]=281809,[3]=281809,[4]=281809,[5]=281809,[6]=281809,[8]=281809,[9]=281809,[10]=281810,[11]=281809,[12]=281809",0,200,47811000,200,3,,,,120,,0,,,,,0,
2819,1182,狮驼岭8-9,"[2]=281909,[3]=281909,[4]=281909,[5]=281909,[6]=281909,[8]=281909,[9]=281909,[10]=281910,[11]=281909,[12]=281909",0,200,47811000,200,3,,,,120,,0,,,,,0,
2820,1182,狮驼岭8-10,"[2]=282009,[3]=282009,[4]=282009,[5]=282009,[6]=282009,[8]=282009,[9]=282009,[10]=282010,[11]=282009,[12]=282009",0,200,47811000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
2821,1183,狮驼岭9-1,"[2]=282109,[3]=282109,[4]=282109,[5]=282109,[6]=282109,[8]=282109,[9]=282109,[10]=282110,[11]=282109,[12]=282109",0,200,47811000,200,3,,,,120,,0,,,,,0,
2822,1183,狮驼岭9-2,"[2]=282209,[3]=282209,[4]=282209,[5]=282209,[6]=282209,[8]=282209,[9]=282209,[10]=282210,[11]=282209,[12]=282209",0,200,47811000,200,3,,,,120,,0,,,,,0,
2823,1183,狮驼岭9-3,"[2]=282309,[3]=282309,[4]=282309,[5]=282309,[6]=282309,[8]=282309,[9]=282309,[10]=282310,[11]=282309,[12]=282309",0,200,47811000,200,3,,,,120,,0,,,,,0,
2824,1183,狮驼岭9-4,"[2]=282409,[3]=282409,[4]=282409,[5]=282409,[6]=282409,[8]=282409,[9]=282409,[10]=282410,[11]=282409,[12]=282409",0,200,47811000,200,3,,,,120,,0,,,,,0,
2825,1183,狮驼岭9-5,"[2]=282509,[3]=282509,[4]=282509,[5]=282509,[6]=282509,[8]=282509,[9]=282509,[10]=282510,[11]=282509,[12]=282509",0,200,47811000,200,3,,,,120,,0,,,,,0,
2826,1183,狮驼岭9-6,"[2]=282609,[3]=282609,[4]=282609,[5]=282609,[6]=282609,[8]=282609,[9]=282609,[10]=282610,[11]=282609,[12]=282609",0,200,47811000,200,3,,,,120,,0,,,,,0,
2827,1183,狮驼岭9-7,"[2]=282709,[3]=282709,[4]=282709,[5]=282709,[6]=282709,[8]=282709,[9]=282709,[10]=282710,[11]=282709,[12]=282709",0,200,47811000,200,3,,,,120,,0,,,,,0,
2828,1183,狮驼岭9-8,"[2]=282809,[3]=282809,[4]=282809,[5]=282809,[6]=282809,[8]=282809,[9]=282809,[10]=282810,[11]=282809,[12]=282809",0,200,47811000,200,3,,,,120,,0,,,,,0,
2829,1183,狮驼岭9-9,"[2]=282909,[3]=282909,[4]=282909,[5]=282909,[6]=282909,[8]=282909,[9]=282909,[10]=282910,[11]=282909,[12]=282909",0,200,47811000,200,3,,,,120,,0,,,,,0,
2830,1183,狮驼岭9-10,"[2]=283009,[3]=283009,[4]=283009,[5]=283009,[6]=283009,[8]=283009,[9]=283009,[10]=283010,[11]=283009,[12]=283009",0,200,47811000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
2831,1184,狮驼岭10-1,"[2]=283109,[3]=283109,[4]=283109,[5]=283109,[6]=283109,[8]=283109,[9]=283109,[10]=283110,[11]=283109,[12]=283109",0,200,47811000,200,3,,,,120,,0,,,,,0,
2832,1184,狮驼岭10-2,"[2]=283209,[3]=283209,[4]=283209,[5]=283209,[6]=283209,[8]=283209,[9]=283209,[10]=283210,[11]=283209,[12]=283209",0,200,47811000,200,3,,,,120,,0,,,,,0,
2833,1184,狮驼岭10-3,"[2]=283309,[3]=283309,[4]=283309,[5]=283309,[6]=283309,[8]=283309,[9]=283309,[10]=283310,[11]=283309,[12]=283309",0,200,47811000,200,3,,,,120,,0,,,,,0,
2834,1184,狮驼岭10-4,"[2]=283409,[3]=283409,[4]=283409,[5]=283409,[6]=283409,[8]=283409,[9]=283409,[10]=283410,[11]=283409,[12]=283409",0,200,47811000,200,3,,,,120,,0,,,,,0,
2835,1184,狮驼岭10-5,"[2]=283509,[3]=283509,[4]=283509,[5]=283509,[6]=283509,[8]=283509,[9]=283509,[10]=283510,[11]=283509,[12]=283509",0,200,47811000,200,3,,,,120,,0,,,,,0,
2836,1184,狮驼岭10-6,"[2]=283609,[3]=283609,[4]=283609,[5]=283609,[6]=283609,[8]=283609,[9]=283609,[10]=283610,[11]=283609,[12]=283609",0,200,47811000,200,3,,,,120,,0,,,,,0,
2837,1184,狮驼岭10-7,"[2]=283709,[3]=283709,[4]=283709,[5]=283709,[6]=283709,[8]=283709,[9]=283709,[10]=283710,[11]=283709,[12]=283709",0,200,47811000,200,3,,,,120,,0,,,,,0,
2838,1184,狮驼岭10-8,"[2]=283809,[3]=283809,[4]=283809,[5]=283809,[6]=283809,[8]=283809,[9]=283809,[10]=283810,[11]=283809,[12]=283809",0,200,47811000,200,3,,,,120,,0,,,,,0,
2839,1184,狮驼岭10-9,"[2]=283909,[3]=283909,[4]=283909,[5]=283909,[6]=283909,[8]=283909,[9]=283909,[10]=283910,[11]=283909,[12]=283909",0,200,47811000,200,3,,,,120,,0,,,,,0,
2840,1184,狮驼岭10-10,"[2]=284009,[3]=284009,[4]=284009,[5]=284009,[6]=284009,[8]=284009,[9]=284009,[10]=284010,[11]=284009,[12]=284009",0,200,47811000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
2841,1185,狮驼岭11-1,"[2]=284109,[3]=284109,[4]=284109,[5]=284109,[6]=284109,[8]=284109,[9]=284109,[10]=284110,[11]=284109,[12]=284109",0,200,47811000,200,3,,,,120,,0,,,,,0,
2842,1185,狮驼岭11-2,"[2]=284209,[3]=284209,[4]=284209,[5]=284209,[6]=284209,[8]=284209,[9]=284209,[10]=284210,[11]=284209,[12]=284209",0,200,47811000,200,3,,,,120,,0,,,,,0,
2843,1185,狮驼岭11-3,"[2]=284309,[3]=284309,[4]=284309,[5]=284309,[6]=284309,[8]=284309,[9]=284309,[10]=284310,[11]=284309,[12]=284309",0,200,47811000,200,3,,,,120,,0,,,,,0,
2844,1185,狮驼岭11-4,"[2]=284409,[3]=284409,[4]=284409,[5]=284409,[6]=284409,[8]=284409,[9]=284409,[10]=284410,[11]=284409,[12]=284409",0,200,47811000,200,3,,,,120,,0,,,,,0,
2845,1185,狮驼岭11-5,"[2]=284509,[3]=284509,[4]=284509,[5]=284509,[6]=284509,[8]=284509,[9]=284509,[10]=284510,[11]=284509,[12]=284509",0,200,47811000,200,3,,,,120,,0,,,,,0,
2846,1185,狮驼岭11-6,"[2]=284609,[3]=284609,[4]=284609,[5]=284609,[6]=284609,[8]=284609,[9]=284609,[10]=284610,[11]=284609,[12]=284609",0,200,47811000,200,3,,,,120,,0,,,,,0,
2847,1185,狮驼岭11-7,"[2]=284709,[3]=284709,[4]=284709,[5]=284709,[6]=284709,[8]=284709,[9]=284709,[10]=284710,[11]=284709,[12]=284709",0,200,47811000,200,3,,,,120,,0,,,,,0,
2848,1185,狮驼岭11-8,"[2]=284809,[3]=284809,[4]=284809,[5]=284809,[6]=284809,[8]=284809,[9]=284809,[10]=284810,[11]=284809,[12]=284809",0,200,47811000,200,3,,,,120,,0,,,,,0,
2849,1185,狮驼岭11-9,"[2]=284909,[3]=284909,[4]=284909,[5]=284909,[6]=284909,[8]=284909,[9]=284909,[10]=284910,[11]=284909,[12]=284909",0,200,47811000,200,3,,,,120,,0,,,,,0,
2850,1185,狮驼岭11-10,"[2]=285009,[3]=285009,[4]=285009,[5]=285009,[6]=285009,[8]=285009,[9]=285009,[10]=285010,[11]=285009,[12]=285009",0,200,47811000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
2851,1186,狮驼岭12-1,"[2]=285109,[3]=285109,[4]=285109,[5]=285109,[6]=285109,[8]=285109,[9]=285109,[10]=285110,[11]=285109,[12]=285109",0,200,47811000,200,3,,,,120,,0,,,,,0,
2852,1186,狮驼岭12-2,"[2]=285209,[3]=285209,[4]=285209,[5]=285209,[6]=285209,[8]=285209,[9]=285209,[10]=285210,[11]=285209,[12]=285209",0,200,47811000,200,3,,,,120,,0,,,,,0,
2853,1186,狮驼岭12-3,"[2]=285309,[3]=285309,[4]=285309,[5]=285309,[6]=285309,[8]=285309,[9]=285309,[10]=285310,[11]=285309,[12]=285309",0,200,47811000,200,3,,,,120,,0,,,,,0,
2854,1186,狮驼岭12-4,"[2]=285409,[3]=285409,[4]=285409,[5]=285409,[6]=285409,[8]=285409,[9]=285409,[10]=285410,[11]=285409,[12]=285409",0,200,47811000,200,3,,,,120,,0,,,,,0,
2855,1186,狮驼岭12-5,"[2]=285509,[3]=285509,[4]=285509,[5]=285509,[6]=285509,[8]=285509,[9]=285509,[10]=285510,[11]=285509,[12]=285509",0,200,47811000,200,3,,,,120,,0,,,,,0,
2856,1186,狮驼岭12-6,"[2]=285609,[3]=285609,[4]=285609,[5]=285609,[6]=285609,[8]=285609,[9]=285609,[10]=285610,[11]=285609,[12]=285609",0,200,47811000,200,3,,,,120,,0,,,,,0,
2857,1186,狮驼岭12-7,"[2]=285709,[3]=285709,[4]=285709,[5]=285709,[6]=285709,[8]=285709,[9]=285709,[10]=285710,[11]=285709,[12]=285709",0,200,47811000,200,3,,,,120,,0,,,,,0,
2858,1186,狮驼岭12-8,"[2]=285809,[3]=285809,[4]=285809,[5]=285809,[6]=285809,[8]=285809,[9]=285809,[10]=285810,[11]=285809,[12]=285809",0,200,47811000,200,3,,,,120,,0,,,,,0,
2859,1186,狮驼岭12-9,"[2]=285909,[3]=285909,[4]=285909,[5]=285909,[6]=285909,[8]=285909,[9]=285909,[10]=285910,[11]=285909,[12]=285909",0,200,47811000,200,3,,,,120,,0,,,,,0,
2860,1186,狮驼岭12-10,"[2]=286009,[3]=286009,[4]=286009,[5]=286009,[6]=286009,[8]=286009,[9]=286009,[10]=286010,[11]=286009,[12]=286009",0,200,47811000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
2861,1187,狮驼岭13-1,"[2]=286109,[3]=286109,[4]=286109,[5]=286109,[6]=286109,[8]=286109,[9]=286109,[10]=286110,[11]=286109,[12]=286109",0,200,47811000,200,3,,,,120,,0,,,,,0,
2862,1187,狮驼岭13-2,"[2]=286209,[3]=286209,[4]=286209,[5]=286209,[6]=286209,[8]=286209,[9]=286209,[10]=286210,[11]=286209,[12]=286209",0,200,47811000,200,3,,,,120,,0,,,,,0,
2863,1187,狮驼岭13-3,"[2]=286309,[3]=286309,[4]=286309,[5]=286309,[6]=286309,[8]=286309,[9]=286309,[10]=286310,[11]=286309,[12]=286309",0,200,47811000,200,3,,,,120,,0,,,,,0,
2864,1187,狮驼岭13-4,"[2]=286409,[3]=286409,[4]=286409,[5]=286409,[6]=286409,[8]=286409,[9]=286409,[10]=286410,[11]=286409,[12]=286409",0,200,47811000,200,3,,,,120,,0,,,,,0,
2865,1187,狮驼岭13-5,"[2]=286509,[3]=286509,[4]=286509,[5]=286509,[6]=286509,[8]=286509,[9]=286509,[10]=286510,[11]=286509,[12]=286509",0,200,47811000,200,3,,,,120,,0,,,,,0,
2866,1187,狮驼岭13-6,"[2]=286609,[3]=286609,[4]=286609,[5]=286609,[6]=286609,[8]=286609,[9]=286609,[10]=286610,[11]=286609,[12]=286609",0,200,47811000,200,3,,,,120,,0,,,,,0,
2867,1187,狮驼岭13-7,"[2]=286709,[3]=286709,[4]=286709,[5]=286709,[6]=286709,[8]=286709,[9]=286709,[10]=286710,[11]=286709,[12]=286709",0,200,47811000,200,3,,,,120,,0,,,,,0,
2868,1187,狮驼岭13-8,"[2]=286809,[3]=286809,[4]=286809,[5]=286809,[6]=286809,[8]=286809,[9]=286809,[10]=286810,[11]=286809,[12]=286809",0,200,47811000,200,3,,,,120,,0,,,,,0,
2869,1187,狮驼岭13-9,"[2]=286909,[3]=286909,[4]=286909,[5]=286909,[6]=286909,[8]=286909,[9]=286909,[10]=286910,[11]=286909,[12]=286909",0,200,47811000,200,3,,,,120,,0,,,,,0,
2870,1187,狮驼岭13-10,"[2]=287009,[3]=287009,[4]=287009,[5]=287009,[6]=287009,[8]=287009,[9]=287009,[10]=287010,[11]=287009,[12]=287009",0,200,47811000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
2871,1188,狮驼岭14-1,"[2]=287109,[3]=287109,[4]=287109,[5]=287109,[6]=287109,[8]=287109,[9]=287109,[10]=287110,[11]=287109,[12]=287109",0,200,47811000,200,3,,,,120,,0,,,,,0,
2872,1188,狮驼岭14-2,"[2]=287209,[3]=287209,[4]=287209,[5]=287209,[6]=287209,[8]=287209,[9]=287209,[10]=287210,[11]=287209,[12]=287209",0,200,47811000,200,3,,,,120,,0,,,,,0,
2873,1188,狮驼岭14-3,"[2]=287309,[3]=287309,[4]=287309,[5]=287309,[6]=287309,[8]=287309,[9]=287309,[10]=287310,[11]=287309,[12]=287309",0,200,47811000,200,3,,,,120,,0,,,,,0,
2874,1188,狮驼岭14-4,"[2]=287409,[3]=287409,[4]=287409,[5]=287409,[6]=287409,[8]=287409,[9]=287409,[10]=287410,[11]=287409,[12]=287409",0,200,47811000,200,3,,,,120,,0,,,,,0,
2875,1188,狮驼岭14-5,"[2]=287509,[3]=287509,[4]=287509,[5]=287509,[6]=287509,[8]=287509,[9]=287509,[10]=287510,[11]=287509,[12]=287509",0,200,47811000,200,3,,,,120,,0,,,,,0,
2876,1188,狮驼岭14-6,"[2]=287609,[3]=287609,[4]=287609,[5]=287609,[6]=287609,[8]=287609,[9]=287609,[10]=287610,[11]=287609,[12]=287609",0,200,47811000,200,3,,,,120,,0,,,,,0,
2877,1188,狮驼岭14-7,"[2]=287709,[3]=287709,[4]=287709,[5]=287709,[6]=287709,[8]=287709,[9]=287709,[10]=287710,[11]=287709,[12]=287709",0,200,47811000,200,3,,,,120,,0,,,,,0,
2878,1188,狮驼岭14-8,"[2]=287809,[3]=287809,[4]=287809,[5]=287809,[6]=287809,[8]=287809,[9]=287809,[10]=287810,[11]=287809,[12]=287809",0,200,47811000,200,3,,,,120,,0,,,,,0,
2879,1188,狮驼岭14-9,"[2]=287909,[3]=287909,[4]=287909,[5]=287909,[6]=287909,[8]=287909,[9]=287909,[10]=287910,[11]=287909,[12]=287909",0,200,47811000,200,3,,,,120,,0,,,,,0,
2880,1188,狮驼岭14-10,"[2]=288009,[3]=288009,[4]=288009,[5]=288009,[6]=288009,[8]=288009,[9]=288009,[10]=288010,[11]=288009,[12]=288009",0,200,47811000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
2881,1189,狮驼岭15-1,"[2]=288109,[3]=288109,[4]=288109,[5]=288109,[6]=288109,[8]=288109,[9]=288109,[10]=288110,[11]=288109,[12]=288109",0,200,47811000,200,3,,,,120,,0,,,,,0,
2882,1189,狮驼岭15-2,"[2]=288209,[3]=288209,[4]=288209,[5]=288209,[6]=288209,[8]=288209,[9]=288209,[10]=288210,[11]=288209,[12]=288209",0,200,47811000,200,3,,,,120,,0,,,,,0,
2883,1189,狮驼岭15-3,"[2]=288309,[3]=288309,[4]=288309,[5]=288309,[6]=288309,[8]=288309,[9]=288309,[10]=288310,[11]=288309,[12]=288309",0,200,47811000,200,3,,,,120,,0,,,,,0,
2884,1189,狮驼岭15-4,"[2]=288409,[3]=288409,[4]=288409,[5]=288409,[6]=288409,[8]=288409,[9]=288409,[10]=288410,[11]=288409,[12]=288409",0,200,47811000,200,3,,,,120,,0,,,,,0,
2885,1189,狮驼岭15-5,"[2]=288509,[3]=288509,[4]=288509,[5]=288509,[6]=288509,[8]=288509,[9]=288509,[10]=288510,[11]=288509,[12]=288509",0,200,47811000,200,3,,,,120,,0,,,,,0,
2886,1189,狮驼岭15-6,"[2]=288609,[3]=288609,[4]=288609,[5]=288609,[6]=288609,[8]=288609,[9]=288609,[10]=288610,[11]=288609,[12]=288609",0,200,47811000,200,3,,,,120,,0,,,,,0,
2887,1189,狮驼岭15-7,"[2]=288709,[3]=288709,[4]=288709,[5]=288709,[6]=288709,[8]=288709,[9]=288709,[10]=288710,[11]=288709,[12]=288709",0,200,47811000,200,3,,,,120,,0,,,,,0,
2888,1189,狮驼岭15-8,"[2]=288809,[3]=288809,[4]=288809,[5]=288809,[6]=288809,[8]=288809,[9]=288809,[10]=288810,[11]=288809,[12]=288809",0,200,47811000,200,3,,,,120,,0,,,,,0,
2889,1189,狮驼岭15-9,"[2]=288909,[3]=288909,[4]=288909,[5]=288909,[6]=288909,[8]=288909,[9]=288909,[10]=288910,[11]=288909,[12]=288909",0,200,47811000,200,3,,,,120,,0,,,,,0,
2890,1189,狮驼岭15-10,"[2]=289009,[3]=289009,[4]=289009,[5]=289009,[6]=289009,[8]=289009,[9]=289009,[10]=289010,[11]=289009,[12]=289009",0,200,47811000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
2891,1190,狮驼岭16-1,"[2]=289109,[3]=289109,[4]=289109,[5]=289109,[6]=289109,[8]=289109,[9]=289109,[10]=289110,[11]=289109,[12]=289109",0,200,47811000,200,3,,,,120,,0,,,,,0,
2892,1190,狮驼岭16-2,"[2]=289209,[3]=289209,[4]=289209,[5]=289209,[6]=289209,[8]=289209,[9]=289209,[10]=289210,[11]=289209,[12]=289209",0,200,47811000,200,3,,,,120,,0,,,,,0,
2893,1190,狮驼岭16-3,"[2]=289309,[3]=289309,[4]=289309,[5]=289309,[6]=289309,[8]=289309,[9]=289309,[10]=289310,[11]=289309,[12]=289309",0,200,47811000,200,3,,,,120,,0,,,,,0,
2894,1190,狮驼岭16-4,"[2]=289409,[3]=289409,[4]=289409,[5]=289409,[6]=289409,[8]=289409,[9]=289409,[10]=289410,[11]=289409,[12]=289409",0,200,47811000,200,3,,,,120,,0,,,,,0,
2895,1190,狮驼岭16-5,"[2]=289509,[3]=289509,[4]=289509,[5]=289509,[6]=289509,[8]=289509,[9]=289509,[10]=289510,[11]=289509,[12]=289509",0,200,47811000,200,3,,,,120,,0,,,,,0,
2896,1190,狮驼岭16-6,"[2]=289609,[3]=289609,[4]=289609,[5]=289609,[6]=289609,[8]=289609,[9]=289609,[10]=289610,[11]=289609,[12]=289609",0,200,47811000,200,3,,,,120,,0,,,,,0,
2897,1190,狮驼岭16-7,"[2]=289709,[3]=289709,[4]=289709,[5]=289709,[6]=289709,[8]=289709,[9]=289709,[10]=289710,[11]=289709,[12]=289709",0,200,47811000,200,3,,,,120,,0,,,,,0,
2898,1190,狮驼岭16-8,"[2]=289809,[3]=289809,[4]=289809,[5]=289809,[6]=289809,[8]=289809,[9]=289809,[10]=289810,[11]=289809,[12]=289809",0,200,47811000,200,3,,,,120,,0,,,,,0,
2899,1190,狮驼岭16-9,"[2]=289909,[3]=289909,[4]=289909,[5]=289909,[6]=289909,[8]=289909,[9]=289909,[10]=289910,[11]=289909,[12]=289909",0,200,47811000,200,3,,,,120,,0,,,,,0,
2900,1190,狮驼岭16-10,"[2]=290009,[3]=290009,[4]=290009,[5]=290009,[6]=290009,[8]=290009,[9]=290009,[10]=290010,[11]=290009,[12]=290009",0,200,47811000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
2901,1191,狮驼岭17-1,"[2]=290109,[3]=290109,[4]=290109,[5]=290109,[6]=290109,[8]=290109,[9]=290109,[10]=290110,[11]=290109,[12]=290109",0,200,47811000,200,3,,,,120,,0,,,,,0,
2902,1191,狮驼岭17-2,"[2]=290209,[3]=290209,[4]=290209,[5]=290209,[6]=290209,[8]=290209,[9]=290209,[10]=290210,[11]=290209,[12]=290209",0,200,47811000,200,3,,,,120,,0,,,,,0,
2903,1191,狮驼岭17-3,"[2]=290309,[3]=290309,[4]=290309,[5]=290309,[6]=290309,[8]=290309,[9]=290309,[10]=290310,[11]=290309,[12]=290309",0,200,47811000,200,3,,,,120,,0,,,,,0,
2904,1191,狮驼岭17-4,"[2]=290409,[3]=290409,[4]=290409,[5]=290409,[6]=290409,[8]=290409,[9]=290409,[10]=290410,[11]=290409,[12]=290409",0,200,47811000,200,3,,,,120,,0,,,,,0,
2905,1191,狮驼岭17-5,"[2]=290509,[3]=290509,[4]=290509,[5]=290509,[6]=290509,[8]=290509,[9]=290509,[10]=290510,[11]=290509,[12]=290509",0,200,47811000,200,3,,,,120,,0,,,,,0,
2906,1191,狮驼岭17-6,"[2]=290609,[3]=290609,[4]=290609,[5]=290609,[6]=290609,[8]=290609,[9]=290609,[10]=290610,[11]=290609,[12]=290609",0,200,47811000,200,3,,,,120,,0,,,,,0,
2907,1191,狮驼岭17-7,"[2]=290709,[3]=290709,[4]=290709,[5]=290709,[6]=290709,[8]=290709,[9]=290709,[10]=290710,[11]=290709,[12]=290709",0,200,47811000,200,3,,,,120,,0,,,,,0,
2908,1191,狮驼岭17-8,"[2]=290809,[3]=290809,[4]=290809,[5]=290809,[6]=290809,[8]=290809,[9]=290809,[10]=290810,[11]=290809,[12]=290809",0,200,47811000,200,3,,,,120,,0,,,,,0,
2909,1191,狮驼岭17-9,"[2]=290909,[3]=290909,[4]=290909,[5]=290909,[6]=290909,[8]=290909,[9]=290909,[10]=290910,[11]=290909,[12]=290909",0,200,47811000,200,3,,,,120,,0,,,,,0,
2910,1191,狮驼岭17-10,"[2]=291009,[3]=291009,[4]=291009,[5]=291009,[6]=291009,[8]=291009,[9]=291009,[10]=291010,[11]=291009,[12]=291009",0,200,47811000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
2911,1192,天竺1-1,"[2]=291109,[3]=291109,[4]=291109,[5]=291109,[6]=291109,[8]=291109,[9]=291109,[10]=291110,[11]=291109,[12]=291109",0,200,60588000,200,3,,,,120,,0,,,,,0,
2912,1192,天竺1-2,"[2]=291209,[3]=291209,[4]=291209,[5]=291209,[6]=291209,[8]=291209,[9]=291209,[10]=291210,[11]=291209,[12]=291209",0,200,60588000,200,3,,,,120,,0,,,,,0,
2913,1192,天竺1-3,"[2]=291309,[3]=291309,[4]=291309,[5]=291309,[6]=291309,[8]=291309,[9]=291309,[10]=291310,[11]=291309,[12]=291309",0,200,60588000,200,3,,,,120,,0,,,,,0,
2914,1192,天竺1-4,"[2]=291409,[3]=291409,[4]=291409,[5]=291409,[6]=291409,[8]=291409,[9]=291409,[10]=291410,[11]=291409,[12]=291409",0,200,60588000,200,3,,,,120,,0,,,,,0,
2915,1192,天竺1-5,"[2]=291509,[3]=291509,[4]=291509,[5]=291509,[6]=291509,[8]=291509,[9]=291509,[10]=291510,[11]=291509,[12]=291509",0,200,60588000,200,3,,,,120,,0,,,,,0,
2916,1192,天竺1-6,"[2]=291609,[3]=291609,[4]=291609,[5]=291609,[6]=291609,[8]=291609,[9]=291609,[10]=291610,[11]=291609,[12]=291609",0,200,60588000,200,3,,,,120,,0,,,,,0,
2917,1192,天竺1-7,"[2]=291709,[3]=291709,[4]=291709,[5]=291709,[6]=291709,[8]=291709,[9]=291709,[10]=291710,[11]=291709,[12]=291709",0,200,60588000,200,3,,,,120,,0,,,,,0,
2918,1192,天竺1-8,"[2]=291809,[3]=291809,[4]=291809,[5]=291809,[6]=291809,[8]=291809,[9]=291809,[10]=291810,[11]=291809,[12]=291809",0,200,60588000,200,3,,,,120,,0,,,,,0,
2919,1192,天竺1-9,"[2]=291909,[3]=291909,[4]=291909,[5]=291909,[6]=291909,[8]=291909,[9]=291909,[10]=291910,[11]=291909,[12]=291909",0,200,60588000,200,3,,,,120,,0,,,,,0,
2920,1192,天竺1-10,"[2]=292009,[3]=292009,[4]=292009,[5]=292009,[6]=292009,[8]=292009,[9]=292009,[10]=292010,[11]=292009,[12]=292009",0,200,60588000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
2921,1193,天竺2-1,"[2]=292109,[3]=292109,[4]=292109,[5]=292109,[6]=292109,[8]=292109,[9]=292109,[10]=292110,[11]=292109,[12]=292109",0,200,60588000,200,3,,,,120,,0,,,,,0,
2922,1193,天竺2-2,"[2]=292209,[3]=292209,[4]=292209,[5]=292209,[6]=292209,[8]=292209,[9]=292209,[10]=292210,[11]=292209,[12]=292209",0,200,60588000,200,3,,,,120,,0,,,,,0,
2923,1193,天竺2-3,"[2]=292309,[3]=292309,[4]=292309,[5]=292309,[6]=292309,[8]=292309,[9]=292309,[10]=292310,[11]=292309,[12]=292309",0,200,60588000,200,3,,,,120,,0,,,,,0,
2924,1193,天竺2-4,"[2]=292409,[3]=292409,[4]=292409,[5]=292409,[6]=292409,[8]=292409,[9]=292409,[10]=292410,[11]=292409,[12]=292409",0,200,60588000,200,3,,,,120,,0,,,,,0,
2925,1193,天竺2-5,"[2]=292509,[3]=292509,[4]=292509,[5]=292509,[6]=292509,[8]=292509,[9]=292509,[10]=292510,[11]=292509,[12]=292509",0,200,60588000,200,3,,,,120,,0,,,,,0,
2926,1193,天竺2-6,"[2]=292609,[3]=292609,[4]=292609,[5]=292609,[6]=292609,[8]=292609,[9]=292609,[10]=292610,[11]=292609,[12]=292609",0,200,60588000,200,3,,,,120,,0,,,,,0,
2927,1193,天竺2-7,"[2]=292709,[3]=292709,[4]=292709,[5]=292709,[6]=292709,[8]=292709,[9]=292709,[10]=292710,[11]=292709,[12]=292709",0,200,60588000,200,3,,,,120,,0,,,,,0,
2928,1193,天竺2-8,"[2]=292809,[3]=292809,[4]=292809,[5]=292809,[6]=292809,[8]=292809,[9]=292809,[10]=292810,[11]=292809,[12]=292809",0,200,60588000,200,3,,,,120,,0,,,,,0,
2929,1193,天竺2-9,"[2]=292909,[3]=292909,[4]=292909,[5]=292909,[6]=292909,[8]=292909,[9]=292909,[10]=292910,[11]=292909,[12]=292909",0,200,60588000,200,3,,,,120,,0,,,,,0,
2930,1193,天竺2-10,"[2]=293009,[3]=293009,[4]=293009,[5]=293009,[6]=293009,[8]=293009,[9]=293009,[10]=293010,[11]=293009,[12]=293009",0,200,60588000,200,3,,,,120,,0,,,"{""item"",60012,15}",,0,
2931,1194,天竺3-1,"[2]=293109,[3]=293109,[4]=293109,[5]=293109,[6]=293109,[8]=293109,[9]=293109,[10]=293110,[11]=293109,[12]=293109",0,200,60588000,200,3,,,,120,,0,,,,,0,
2932,1194,天竺3-2,"[2]=293209,[3]=293209,[4]=293209,[5]=293209,[6]=293209,[8]=293209,[9]=293209,[10]=293210,[11]=293209,[12]=293209",0,200,60588000,200,3,,,,120,,0,,,,,0,
2933,1194,天竺3-3,"[2]=293309,[3]=293309,[4]=293309,[5]=293309,[6]=293309,[8]=293309,[9]=293309,[10]=293310,[11]=293309,[12]=293309",0,200,60588000,200,3,,,,120,,0,,,,,0,
2934,1194,天竺3-4,"[2]=293409,[3]=293409,[4]=293409,[5]=293409,[6]=293409,[8]=293409,[9]=293409,[10]=293410,[11]=293409,[12]=293409",0,200,60588000,200,3,,,,120,,0,,,,,0,
2935,1194,天竺3-5,"[2]=293509,[3]=293509,[4]=293509,[5]=293509,[6]=293509,[8]=293509,[9]=293509,[10]=293510,[11]=293509,[12]=293509",0,200,60588000,200,3,,,,120,,0,,,,,0,
2936,1194,天竺3-6,"[2]=293609,[3]=293609,[4]=293609,[5]=293609,[6]=293609,[8]=293609,[9]=293609,[10]=293610,[11]=293609,[12]=293609",0,200,60588000,200,3,,,,120,,0,,,,,0,
2937,1194,天竺3-7,"[2]=293709,[3]=293709,[4]=293709,[5]=293709,[6]=293709,[8]=293709,[9]=293709,[10]=293710,[11]=293709,[12]=293709",0,200,60588000,200,3,,,,120,,0,,,,,0,
2938,1194,天竺3-8,"[2]=293809,[3]=293809,[4]=293809,[5]=293809,[6]=293809,[8]=293809,[9]=293809,[10]=293810,[11]=293809,[12]=293809",0,200,60588000,200,3,,,,120,,0,,,,,0,
