,名称缩写,技能系,说明,技能类型,技能伤害类型火FIRE 冰ICE 神圣HOLY 黑暗DARKLY 无NONE,吟唱 持续施法效果,目标类型,技能施法效果,表演时间500的倍数,恢复能量,恢复奥义,打断恢复,打断恢复奥义,持续施法恢复,持续施法恢复奥义,释放消耗能量,释放消耗奥义,普攻效果的触发,取消技能标示,技能cd时间,是否不可限制（1不可限制，0限制）,技能固定伤害,技能百分比伤害,单体技能（0是1否）,技能对象类型,flag
60200,法术怒击,,受到群体攻击时有10%概率提升当前技能25%伤害,0,NONE,,{'SELF'},"{'BuffAStart', 'B259'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60201,法术怒击,,受到群体攻击时有10%概率提升当前技能28%伤害,0,NONE,,{'SELF'},"{'BuffAStart', 'B261'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60202,法术怒击,,受到群体攻击时有10%概率提升当前技能31%伤害,0,NONE,,{'SELF'},"{'BuffAStart', 'B263'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60203,法术怒击,,受到群体攻击时有10%概率提升当前技能34%伤害,0,NONE,,{'SELF'},"{'BuffAStart', 'B265'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60204,法术晕厥,,攻击时有3.5%概率触发群体眩晕（持续一回合）,0,NONE,,{'SELF'},"{'BuffAStart', 'B267'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60205,法术晕厥,,攻击时有4%概率触发群体眩晕（持续一回合）,0,NONE,,{'SELF'},"{'BuffAStart', 'B269'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60206,法术晕厥,,攻击时有4.5%概率触发群体眩晕（持续一回合）,0,NONE,,{'SELF'},"{'BuffAStart', 'B271'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60207,法术晕厥,,攻击时有5%概率触发群体眩晕（持续一回合）,0,NONE,,{'SELF'},"{'BuffAStart', 'B273'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60208,法术晕厥,,攻击时有5.5%概率触发群体眩晕（持续一回合）,0,NONE,,{'SELF'},"{'BuffAStart', 'B275'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60209,法术晕厥,,攻击时有6%概率触发群体眩晕（持续一回合）,0,NONE,,{'SELF'},"{'BuffAStart', 'B277'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60210,法术晕厥,,攻击时有6.5%概率触发群体眩晕（持续一回合）,0,NONE,,{'SELF'},"{'BuffAStart', 'B279'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60211,法术反弹,,受到群体攻击时有10%概率反弹伤害的35%给攻击者,0,NONE,,{'SELF'},"{'BuffAStart', 'B281'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60212,法术反弹,,受到群体攻击时有10%概率反弹伤害的40%给攻击者,0,NONE,,{'SELF'},"{'BuffAStart', 'B283'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60213,法术反弹,,受到群体攻击时有10%概率反弹伤害的45%给攻击者,0,NONE,,{'SELF'},"{'BuffAStart', 'B285'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60214,法术反弹,,受到群体攻击时有10%概率反弹伤害的50%给攻击者,0,NONE,,{'SELF'},"{'BuffAStart', 'B287'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60215,法术反弹,,受到群体攻击时有10%概率反弹伤害的55%给攻击者,0,NONE,,{'SELF'},"{'BuffAStart', 'B289'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60216,法术反弹,,受到群体攻击时有10%概率反弹伤害的60%给攻击者,0,NONE,,{'SELF'},"{'BuffAStart', 'B291'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60217,法术反弹,,受到群体攻击时有10%概率反弹伤害的65%给攻击者,0,NONE,,{'SELF'},"{'BuffAStart', 'B293'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60218,法术连击,,攻击时有5%概率出发连击,0,NONE,,{'SELF'},"{'BuffAStart', 'B295'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60219,法术连击,,攻击时有5.5%概率出发连击,0,NONE,,{'SELF'},"{'BuffAStart', 'B297'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60220,法术连击,,攻击时有6%概率出发连击,0,NONE,,{'SELF'},"{'BuffAStart', 'B299'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60221,法术连击,,攻击时有6.5%概率出发连击,0,NONE,,{'SELF'},"{'BuffAStart', 'B301'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60222,法术连击,,攻击时有7%概率出发连击,0,NONE,,{'SELF'},"{'BuffAStart', 'B303'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60223,法术连击,,攻击时有7.5%概率出发连击,0,NONE,,{'SELF'},"{'BuffAStart', 'B305'}",0,0,0,0,,0,,0,,,,,,0,,,,0
60224,法术连击,,攻击时有8%概率出发连击,0,NONE,,{'SELF'},"{'BuffAStart', 'B307'}",0,0,0,0,,0,,0,,,,,,0,,,,0
80001,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80002,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80003,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80004,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80005,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80006,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80007,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80008,普攻,,对随机2个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 2}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80009,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80010,普攻,,对随机2个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 2}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80011,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80012,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80013,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80014,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80015,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80016,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80017,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80018,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80019,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80020,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80021,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80022,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80023,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80024,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80025,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80026,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80027,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80028,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80029,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80030,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80031,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80032,普攻,,对随机2个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 2}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80033,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80034,普攻,,对随机2个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 2}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80035,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80036,普攻,,对随机2个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 2}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80037,普攻,,对随机2个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 2}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80038,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80039,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80040,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80041,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80042,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80043,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80044,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80045,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80046,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80047,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80048,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80049,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80050,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80051,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80052,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80053,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80054,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80055,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80056,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80057,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80058,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80059,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80060,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80061,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80062,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80063,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80064,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80065,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80066,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80067,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80068,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80069,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80070,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80071,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80072,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80073,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80074,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80075,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80076,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80077,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80078,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80079,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80080,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80081,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80082,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80083,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80084,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80085,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80086,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80087,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80088,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80089,普攻,,对随机2个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 2}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80090,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80091,普攻,,对随机2个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 2}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80092,普攻,,对随机2个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 2}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80093,普攻,,对随机2个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 2}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80094,普攻,,对随机2个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 2}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80095,普攻,,对随机2个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 2}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80096,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80097,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80098,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,1,,0
80099,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80100,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80101,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80102,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80103,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80104,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80105,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80106,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80107,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80108,连击被动,,100%触发技能连击,0,NONE,,{'SELF'},"{'BuffAStart', 'D33'}",0,0,0,0,,0,,0,,,,,,0,,,,0
80109,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80110,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80111,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80112,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80113,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80114,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80115,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80116,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80117,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80118,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80119,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80120,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80121,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80122,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80123,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80124,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80125,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80126,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80127,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80128,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80129,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80130,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80131,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80132,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80133,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80134,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80135,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80136,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80137,普攻,,对随机3个目标造成100%的伤害,AT,NONE,,"{'RANDOM', 3}","{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
80138,普攻,,对随机1个目标造成100%的伤害,AT,NONE,,{'NORMAL'},"{'Damage',Rate=1}",0,0,0,0,,0,,0,,,,,,0,,0,,0
