名称,名称,ID,状态类型Buff DeBuff Null,技能伤害类型火FIRE 冰ICE 神圣HOLY 黑暗DARKLY 无NONE,状态系列,状态效果,持续时间(毫秒),替换规则,状态最大叠加数,是否发送到客户端,基础概率,成长参数,flag
B344,增加100命中,20344,Buff,NONE,,"{'ChaLA', 'hitrate', 100, Time='Apply'}",0,Replace,1,1,,,0
B345,增加140命中,20345,Buff,NONE,,"{'ChaLA', 'hitrate', 140, Time='Apply'}",0,Replace,1,1,,,0
B346,增加200命中,20346,Buff,NONE,,"{'ChaLA', 'hitrate', 200, Time='Apply'}",0,Replace,1,1,,,0
B347,增加300命中,20347,Buff,NONE,,"{'ChaLA', 'hitrate', 300, Time='Apply'}",0,Replace,1,1,,,0
B348,增加480命中,20348,Buff,NONE,,"{'ChaLA', 'hitrate', 480, Time='Apply'}",0,Replace,1,1,,,0
B349,增加730命中,20349,Buff,NONE,,"{'ChaLA', 'hitrate', 730, Time='Apply'}",0,Replace,1,1,,,0
B350,增加1160命中,20350,Buff,NONE,,"{'ChaLA', 'hitrate', 1160, Time='Apply'}",0,Replace,1,1,,,0
B351,增加100暴击,20351,Buff,NONE,,"{'ChaLA', 'critrate', 100, Time='Apply'}",0,Replace,1,1,,,0
B352,增加140暴击,20352,Buff,NONE,,"{'ChaLA', 'critrate', 140, Time='Apply'}",0,Replace,1,1,,,0
B353,增加200暴击,20353,Buff,NONE,,"{'ChaLA', 'critrate', 200, Time='Apply'}",0,Replace,1,1,,,0
B354,增加300暴击,20354,Buff,NONE,,"{'ChaLA', 'critrate', 300, Time='Apply'}",0,Replace,1,1,,,0
B355,增加480暴击,20355,Buff,NONE,,"{'ChaLA', 'critrate', 480, Time='Apply'}",0,Replace,1,1,,,0
B356,增加730暴击,20356,Buff,NONE,,"{'ChaLA', 'critrate', 730, Time='Apply'}",0,Replace,1,1,,,0
B357,增加1160暴击,20357,Buff,NONE,,"{'ChaLA', 'critrate', 1160, Time='Apply'}",0,Replace,1,1,,,0
B358,增加100抗暴,20358,Buff,NONE,,"{'ChaLA', 'critratedec', 100, Time='Apply'}",0,Replace,1,1,,,0
B359,增加140抗暴,20359,Buff,NONE,,"{'ChaLA', 'critratedec', 140, Time='Apply'}",0,Replace,1,1,,,0
B360,增加200抗暴,20360,Buff,NONE,,"{'ChaLA', 'critratedec', 200, Time='Apply'}",0,Replace,1,1,,,0
B361,增加300抗暴,20361,Buff,NONE,,"{'ChaLA', 'critratedec', 300, Time='Apply'}",0,Replace,1,1,,,0
B362,增加480抗暴,20362,Buff,NONE,,"{'ChaLA', 'critratedec', 480, Time='Apply'}",0,Replace,1,1,,,0
B363,增加730抗暴,20363,Buff,NONE,,"{'ChaLA', 'critratedec', 730, Time='Apply'}",0,Replace,1,1,,,0
B364,增加1160抗暴,20364,Buff,NONE,,"{'ChaLA', 'critratedec', 1160, Time='Apply'}",0,Replace,1,1,,,0
B365,增加47无视防御,20365,Buff,NONE,,"{'ChaLA', 'chuanjia', 47, Time='Apply'}",0,Replace,1,1,,,0
B366,增加65无视防御,20366,Buff,NONE,,"{'ChaLA', 'chuanjia', 65, Time='Apply'}",0,Replace,1,1,,,0
B367,增加94无视防御,20367,Buff,NONE,,"{'ChaLA', 'chuanjia', 94, Time='Apply'}",0,Replace,1,1,,,0
B368,增加141无视防御,20368,Buff,NONE,,"{'ChaLA', 'chuanjia', 141, Time='Apply'}",0,Replace,1,1,,,0
B369,增加225无视防御,20369,Buff,NONE,,"{'ChaLA', 'chuanjia', 225, Time='Apply'}",0,Replace,1,1,,,0
B370,增加342无视防御,20370,Buff,NONE,,"{'ChaLA', 'chuanjia', 342, Time='Apply'}",0,Replace,1,1,,,0
B371,增加580无视防御,20371,Buff,NONE,,"{'ChaLA', 'chuanjia', 580, Time='Apply'}",0,Replace,1,1,,,0
B372,增加47减免无视,20372,Buff,NONE,,"{'ChaLA', 'chuanjiadec', 47, Time='Apply'}",0,Replace,1,1,,,0
B373,增加65减免无视,20373,Buff,NONE,,"{'ChaLA', 'chuanjiadec', 65, Time='Apply'}",0,Replace,1,1,,,0
B374,增加94减免无视,20374,Buff,NONE,,"{'ChaLA', 'chuanjiadec', 94, Time='Apply'}",0,Replace,1,1,,,0
B375,增加141减免无视,20375,Buff,NONE,,"{'ChaLA', 'chuanjiadec', 141, Time='Apply'}",0,Replace,1,1,,,0
B376,增加225减免无视,20376,Buff,NONE,,"{'ChaLA', 'chuanjiadec', 225, Time='Apply'}",0,Replace,1,1,,,0
B377,增加342减免无视,20377,Buff,NONE,,"{'ChaLA', 'chuanjiadec', 342, Time='Apply'}",0,Replace,1,1,,,0
B378,增加580减免无视,20378,Buff,NONE,,"{'ChaLA', 'chuanjiadec', 580, Time='Apply'}",0,Replace,1,1,,,0
C1,增加800点无视防御,20379,Buff,NONE,,"{'ChaLA', 'chuanjia', 800, Time='Apply'}",30,Replace,1,1,,,0
C2,增加900点无视防御,20380,Buff,NONE,,"{'ChaLA', 'chuanjia', 900, Time='Apply'}",30,Replace,1,1,,,0
C3,增加1000点无视防御,20381,Buff,NONE,,"{'ChaLA', 'chuanjia', 1000, Time='Apply'}",30,Replace,1,1,,,0
C4,增加1100点无视防御,20382,Buff,NONE,,"{'ChaLA', 'chuanjia', 1100, Time='Apply'}",30,Replace,1,1,,,0
C5,增加1200点无视防御,20383,Buff,NONE,,"{'ChaLA', 'chuanjia', 1200, Time='Apply'}",30,Replace,1,1,,,0
C6,增加800点减免无视,20384,Buff,NONE,,"{'ChaLA', 'chuanjiadec', 800, Time='Apply'}",30,Replace,1,1,,,0
C7,增加900点减免无视,20385,Buff,NONE,,"{'ChaLA', 'chuanjiadec', 900, Time='Apply'}",30,Replace,1,1,,,0
C8,增加1000点减免无视,20386,Buff,NONE,,"{'ChaLA', 'chuanjiadec', 1000, Time='Apply'}",30,Replace,1,1,,,0
C9,增加1100点减免无视,20387,Buff,NONE,,"{'ChaLA', 'chuanjiadec', 1100, Time='Apply'}",30,Replace,1,1,,,0
C10,增加1200点减免无视,20388,Buff,NONE,,"{'ChaLA', 'chuanjiadec', 1200, Time='Apply'}",30,Replace,1,1,,,0
C11,增加2%pvp伤加,20389,Buff,NONE,,"{'ChaLAPercent', 'pvpattinc',0.02, PVP=1}",30,Replace,1,1,,,0
C12,增加2.5%pvp伤加,20390,Buff,NONE,,"{'ChaLAPercent', 'pvpattinc',0.025, PVP=1}",30,Replace,1,1,,,0
C13,增加3%pvp伤加,20391,Buff,NONE,,"{'ChaLAPercent', 'pvpattinc',0.03, PVP=1}",30,Replace,1,1,,,0
C14,增加3.5%pvp伤加,20392,Buff,NONE,,"{'ChaLAPercent', 'pvpattinc',0.035, PVP=1}",30,Replace,1,1,,,0
C15,增加4%pvp伤加,20393,Buff,NONE,,"{'ChaLAPercent', 'pvpattinc',0.04, PVP=1}",30,Replace,1,1,,,0
C16,增减2%pvp伤减,20394,Buff,NONE,,"{'ChaLAPercent', 'pvpattdec',0.02, PVP=1}",30,Replace,1,1,,,0
C17,增减2.5%pvp伤减,20395,Buff,NONE,,"{'ChaLAPercent', 'pvpattdec',0.025, PVP=1}",30,Replace,1,1,,,0
C18,增减3%pvp伤减,20396,Buff,NONE,,"{'ChaLAPercent', 'pvpattdec',0.03, PVP=1}",30,Replace,1,1,,,0
C19,增减3.5%pvp伤减,20397,Buff,NONE,,"{'ChaLAPercent', 'pvpattdec',0.035, PVP=1}",30,Replace,1,1,,,0
C20,增减4%pvp伤减,20398,Buff,NONE,,"{'ChaLAPercent', 'pvpattdec',0.04, PVP=1}",30,Replace,1,1,,,0
C21,攻击时有10%概率全队减伤12%两回合,20399,Null,NONE,,"{'ProcBuff', {{'C22', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C22,伤害减免,20400,Buff,NONE,,"{'AcceptDAdd', -12}",2,Unique,1,1,,,0
C23,攻击时有10%概率全队减伤14%两回合,20401,Null,NONE,,"{'ProcBuff', {{'C24', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C24,伤害减免,20402,Buff,NONE,,"{'AcceptDAdd', -14}",2,Unique,1,1,,,0
C25,攻击时有10%概率全队减伤16%两回合,20403,Null,NONE,,"{'ProcBuff', {{'C26', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C26,伤害减免,20404,Buff,NONE,,"{'AcceptDAdd', -16}",2,Unique,1,1,,,0
C27,攻击时有10%概率全队减伤18%两回合,20405,Null,NONE,,"{'ProcBuff', {{'C28', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C28,伤害减免,20406,Buff,NONE,,"{'AcceptDAdd', -18}",2,Unique,1,1,,,0
C29,攻击时有10%概率全队减伤20%两回合,20407,Null,NONE,,"{'ProcBuff', {{'C30', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C30,伤害减免,20408,Buff,NONE,,"{'AcceptDAdd', -20}",2,Unique,1,1,,,0
C31,攻击时有4%概率所有目标眩晕一回合,20409,Null,NONE,,"{'ProcBuff', {{'C32', 10}, {'Nothing', 960}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C32,眩晕,20410,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Unique,1,1,,,0
C33,攻击时有4.2%概率所有目标眩晕一回合,20411,Null,NONE,,"{'ProcBuff', {{'C34', 10}, {'Nothing', 958}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C34,眩晕,20412,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Unique,1,1,,,0
C35,攻击时有4.4%概率所有目标眩晕一回合,20413,Null,NONE,,"{'ProcBuff', {{'C36', 10}, {'Nothing', 956}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C36,眩晕,20414,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Unique,1,1,,,0
C37,攻击时有4.7%概率所有目标眩晕一回合,20415,Null,NONE,,"{'ProcBuff', {{'C38', 10}, {'Nothing', 953}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C38,眩晕,20416,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Unique,1,1,,,0
C39,攻击时有5%概率所有目标眩晕一回合,20417,Null,NONE,,"{'ProcBuff', {{'C40', 10}, {'Nothing', 950}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C40,眩晕,20418,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Unique,1,1,,,0
C41,攻击时有10%概率给予所有敌人%d+%d点伤害,20419,Null,NONE,,"{'ProcBuff', {{'C42', 10}, {'Nothing', 90}}, Time='AllCast', Tag='TargetList'},{'ProcBuff', {{'C43', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C42,所有敌人%d+%d点伤害,20420,Buff,NONE,,"{'Damage', Param='demage', FixValue=3500, Rate=0.17, Time='Apply'}",1,Replace,1,1,,,0
C43,无视40%防御两回合,20421,Buff,NONE,,"{'ChaLAPercent', 'chuanjia', 0.4}",2,Unique,1,1,,,0
C44,攻击时有10%概率给予所有敌人%d+%d点伤害,20422,Null,NONE,,"{'ProcBuff', {{'C45', 10}, {'Nothing', 90}}, Time='AllCast', Tag='TargetList'},{'ProcBuff', {{'C43', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C45,所有敌人%d+%d点伤害,20423,Buff,NONE,,"{'Damage', Param='demage', FixValue=4000, Rate=0.19, Time='Apply'}",1,Replace,1,1,,,0
C46,攻击时有10%概率给予所有敌人%d+%d点伤害,20424,Null,NONE,,"{'ProcBuff', {{'C47', 10}, {'Nothing', 90}}, Time='AllCast', Tag='TargetList'},{'ProcBuff', {{'C43', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C47,所有敌人%d+%d点伤害,20425,Buff,NONE,,"{'Damage', Param='demage', FixValue=4500, Rate=0.21, Time='Apply'}",1,Replace,1,1,,,0
C48,攻击时有10%概率给予所有敌人%d+%d点伤害,20426,Null,NONE,,"{'ProcBuff', {{'C49', 10}, {'Nothing', 90}}, Time='AllCast', Tag='TargetList'},{'ProcBuff', {{'C43', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C49,所有敌人%d+%d点伤害,20427,Buff,NONE,,"{'Damage', Param='demage', FixValue=5000, Rate=0.23, Time='Apply'}",1,Replace,1,1,,,0
C50,攻击时有10%概率给予所有敌人%d+%d点伤害,20428,Null,NONE,,"{'ProcBuff', {{'C51', 10}, {'Nothing', 90}}, Time='AllCast', Tag='TargetList'},{'ProcBuff', {{'C43', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C51,所有敌人%d+%d点伤害,20429,Buff,NONE,,"{'Damage', Param='demage', FixValue=5500, Rate=0.25, Time='Apply'}",1,Replace,1,1,,,0
C52,攻击时有10%概率给予所有敌人%d+%d点伤害,20430,Null,NONE,,"{'ProcBuff', {{'C53', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C53,两连击，每次造成%d+%d点伤害,20431,Buff,NONE,,"{'Damage', Param='demage', FixValue=4000, Rate=0.27, Time='Apply'}",1,Replace,1,1,,,0
C54,攻击时有10%概率给予所有敌人%d+%d点伤害,20432,Null,NONE,,"{'ProcBuff', {{'C55', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C55,两连击，每次造成%d+%d点伤害,20433,Buff,NONE,,"{'Damage', Param='demage', FixValue=5000, Rate=0.29, Time='Apply'}",1,Replace,1,1,,,0
C56,攻击时有10%概率给予所有敌人%d+%d点伤害,20434,Null,NONE,,"{'ProcBuff', {{'C57', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C57,两连击，每次造成%d+%d点伤害,20435,Buff,NONE,,"{'Damage', Param='demage', FixValue=6000, Rate=0.31, Time='Apply'}",1,Replace,1,1,,,0
C58,攻击时有10%概率给予所有敌人%d+%d点伤害,20436,Null,NONE,,"{'ProcBuff', {{'C59', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C59,两连击，每次造成%d+%d点伤害,20437,Buff,NONE,,"{'Damage', Param='demage', FixValue=7000, Rate=0.33, Time='Apply'}",1,Replace,1,1,,,0
C60,攻击时有10%概率给予所有敌人%d+%d点伤害,20438,Null,NONE,,"{'ProcBuff', {{'C61', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C61,两连击，每次造成%d+%d点伤害,20439,Buff,NONE,,"{'Damage', Param='demage', FixValue=8000, Rate=0.35, Time='Apply'}",1,Replace,1,1,,,0
C62,增加2%PVE伤加,20440,Buff,NONE,,"{'ChaLAPercent', 'pveattinc',0.02, PVE=1}",30,Replace,1,1,,,0
C63,增加2.5%PVE伤加,20441,Buff,NONE,,"{'ChaLAPercent', 'pveattinc',0.025, PVE=1}",30,Replace,1,1,,,0
C64,增加3%PVE伤加,20442,Buff,NONE,,"{'ChaLAPercent', 'pveattinc',0.03, PVE=1}",30,Replace,1,1,,,0
C65,增加3.5%PVE伤加,20443,Buff,NONE,,"{'ChaLAPercent', 'pveattinc',0.035, PVE=1}",30,Replace,1,1,,,0
C66,增加4%PVE伤加,20444,Buff,NONE,,"{'ChaLAPercent', 'pveattinc',0.04, PVE=1}",30,Replace,1,1,,,0
C67,增减2%PVE伤减,20445,Buff,NONE,,"{'ChaLAPercent', 'pveattdec',0.02, PVE=1}",30,Replace,1,1,,,0
C68,增减2.5%PVE伤减,20446,Buff,NONE,,"{'ChaLAPercent', 'pveattdec',0.025, PVE=1}",30,Replace,1,1,,,0
C69,增减3%PVE伤减,20447,Buff,NONE,,"{'ChaLAPercent', 'pveattdec',0.03, PVE=1}",30,Replace,1,1,,,0
C70,增减3.5%PVE伤减,20448,Buff,NONE,,"{'ChaLAPercent', 'pveattdec',0.035, PVE=1}",30,Replace,1,1,,,0
C71,增减4%PVE伤减,20449,Buff,NONE,,"{'ChaLAPercent', 'pveattdec',0.04, PVE=1}",30,Replace,1,1,,,0
C72,增加%d暴伤加成,20450,Buff,NONE,,"{'ChaLAPercent', 'critdamage',0.02, PVE=1}",30,Replace,1,1,,,0
C73,增加%d暴伤加成,20451,Buff,NONE,,"{'ChaLAPercent', 'critdamage',0.025, PVE=1}",30,Replace,1,1,,,0
C74,增加%d暴伤加成,20452,Buff,NONE,,"{'ChaLAPercent', 'critdamage',0.03, PVE=1}",30,Replace,1,1,,,0
C75,增加%d暴伤加成,20453,Buff,NONE,,"{'ChaLAPercent', 'critdamage',0.035, PVE=1}",30,Replace,1,1,,,0
C76,增加%d暴伤加成,20454,Buff,NONE,,"{'ChaLAPercent', 'critdamage',0.04, PVE=1}",30,Replace,1,1,,,0
C77,增加%d暴伤减免,20455,Buff,NONE,,"{'ChaLAPercent', 'critdadec',0.02, PVE=1}",30,Replace,1,1,,,0
C78,增加%d暴伤减免,20456,Buff,NONE,,"{'ChaLAPercent', 'critdadec',0.025, PVE=1}",30,Replace,1,1,,,0
C79,增加%d暴伤减免,20457,Buff,NONE,,"{'ChaLAPercent', 'critdadec',0.03, PVE=1}",30,Replace,1,1,,,0
C80,增加%d暴伤减免,20458,Buff,NONE,,"{'ChaLAPercent', 'critdadec',0.035, PVE=1}",30,Replace,1,1,,,0
C81,增加%d暴伤减免,20459,Buff,NONE,,"{'ChaLAPercent', 'critdadec',0.04, PVE=1}",30,Replace,1,1,,,0
C82,攻击时有10%概率全队减伤12%两回合,20460,Null,NONE,,"{'ProcBuff', {{'C83', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C83,伤害减免,20461,Buff,NONE,,"{'AcceptDAdd', -12}",2,Unique,1,1,,,0
C84,攻击时有10%概率全队减伤14%两回合,20462,Null,NONE,,"{'ProcBuff', {{'C85', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C85,伤害减免,20463,Buff,NONE,,"{'AcceptDAdd', -14}",2,Unique,1,1,,,0
C86,攻击时有10%概率全队减伤16%两回合,20464,Null,NONE,,"{'ProcBuff', {{'C87', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C87,伤害减免,20465,Buff,NONE,,"{'AcceptDAdd', -16}",2,Unique,1,1,,,0
C88,攻击时有10%概率全队减伤18%两回合,20466,Null,NONE,,"{'ProcBuff', {{'C89', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C89,伤害减免,20467,Buff,NONE,,"{'AcceptDAdd', -18}",2,Unique,1,1,,,0
C90,攻击时有10%概率全队减伤20%两回合,20468,Null,NONE,,"{'ProcBuff', {{'C91', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C91,伤害减免,20469,Buff,NONE,,"{'AcceptDAdd', -20}",2,Unique,1,1,,,0
C92,攻击时有4%概率所有目标眩晕一回合,20470,Null,NONE,,"{'ProcBuff', {{'C93', 60}, {'Nothing', 940}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C93,眩晕,20471,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Unique,1,1,,,0
C94,攻击时有4.2%概率所有目标眩晕一回合,20472,Null,NONE,,"{'ProcBuff', {{'C95', 62}, {'Nothing', 938}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C95,眩晕,20473,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Unique,1,1,,,0
C96,攻击时有4.4%概率所有目标眩晕一回合,20474,Null,NONE,,"{'ProcBuff', {{'C97', 64}, {'Nothing', 936}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C97,眩晕,20475,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Unique,1,1,,,0
C98,攻击时有4.7%概率所有目标眩晕一回合,20476,Null,NONE,,"{'ProcBuff', {{'C99', 67}, {'Nothing', 933}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C99,眩晕,20477,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Unique,1,1,,,0
C100,攻击时有5%概率所有目标眩晕一回合,20478,Null,NONE,,"{'ProcBuff', {{'C101', 70}, {'Nothing', 930}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C101,眩晕,20479,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Unique,1,1,,,0
C102,攻击时有10%概率给予所有敌人%d+%d点伤害,20480,Null,NONE,,"{'ProcBuff', {{'C103', 10}, {'Nothing', 90}}, Time='AllCast', Tag='TargetList'},{'ProcBuff', {{'C104', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C103,所有敌人%d+%d点伤害,20481,Buff,NONE,,"{'Damage', Param='demage', FixValue=4000, Rate=0.22, Time='Apply'}",1,Replace,1,1,,,0
C104,无视40%防御两回合,20482,Buff,NONE,,"{'ChaLAPercent', 'chuanjia', 0.4}",2,Unique,1,1,,,0
C105,攻击时有10%概率给予所有敌人%d+%d点伤害,20483,Null,NONE,,"{'ProcBuff', {{'C106', 10}, {'Nothing', 90}}, Time='AllCast', Tag='TargetList'},{'ProcBuff', {{'C104', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C106,所有敌人%d+%d点伤害,20484,Buff,NONE,,"{'Damage', Param='demage', FixValue=4500, Rate=0.24, Time='Apply'}",1,Replace,1,1,,,0
C107,攻击时有10%概率给予所有敌人%d+%d点伤害,20485,Null,NONE,,"{'ProcBuff', {{'C108', 10}, {'Nothing', 90}}, Time='AllCast', Tag='TargetList'},{'ProcBuff', {{'C104', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C108,所有敌人%d+%d点伤害,20486,Buff,NONE,,"{'Damage', Param='demage', FixValue=5000, Rate=0.26, Time='Apply'}",1,Replace,1,1,,,0
C109,攻击时有10%概率给予所有敌人%d+%d点伤害,20487,Null,NONE,,"{'ProcBuff', {{'C110', 10}, {'Nothing', 90}}, Time='AllCast', Tag='TargetList'},{'ProcBuff', {{'C104', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C110,所有敌人%d+%d点伤害,20488,Buff,NONE,,"{'Damage', Param='demage', FixValue=5500, Rate=0.28, Time='Apply'}",1,Replace,1,1,,,0
C111,攻击时有10%概率给予所有敌人%d+%d点伤害,20489,Null,NONE,,"{'ProcBuff', {{'C112', 10}, {'Nothing', 90}}, Time='AllCast', Tag='TargetList'},{'ProcBuff', {{'C104', 10}, {'Nothing', 90}}, Time='AllCast', Tag='CastList'}",0,Unique,1,1,,,0
C112,所有敌人%d+%d点伤害,20490,Buff,NONE,,"{'Damage', Param='demage', FixValue=6000, Rate=0.3, Time='Apply'}",1,Replace,1,1,,,0
C113,攻击时有10%概率给予所有敌人%d+%d点伤害,20491,Null,NONE,,"{'ProcBuff', {{'C114', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C114,两连击，每次造成%d+%d点伤害,20492,Buff,NONE,,"{'Damage', Param='demage', FixValue=6000, Rate=0.32, Time='Apply'}",1,Replace,1,1,,,0
C115,攻击时有10%概率给予所有敌人%d+%d点伤害,20493,Null,NONE,,"{'ProcBuff', {{'C116', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C116,两连击，每次造成%d+%d点伤害,20494,Buff,NONE,,"{'Damage', Param='demage', FixValue=7000, Rate=0.34, Time='Apply'}",1,Replace,1,1,,,0
C117,攻击时有10%概率给予所有敌人%d+%d点伤害,20495,Null,NONE,,"{'ProcBuff', {{'C118', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C118,两连击，每次造成%d+%d点伤害,20496,Buff,NONE,,"{'Damage', Param='demage', FixValue=8000, Rate=0.36, Time='Apply'}",1,Replace,1,1,,,0
C119,攻击时有10%概率给予所有敌人%d+%d点伤害,20497,Null,NONE,,"{'ProcBuff', {{'C120', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C120,两连击，每次造成%d+%d点伤害,20498,Buff,NONE,,"{'Damage', Param='demage', FixValue=9000, Rate=0.38, Time='Apply'}",1,Replace,1,1,,,0
C121,攻击时有10%概率给予所有敌人%d+%d点伤害,20499,Null,NONE,,"{'ProcBuff', {{'C122', 10}, {'Nothing', 90}}, Time='AllCast', Tag='Target'}",0,Unique,1,1,,,0
C122,两连击，每次造成%d+%d点伤害,20500,Buff,NONE,,"{'Damage', Param='demage', FixValue=10000, Rate=0.4, Time='Apply'}",1,Replace,1,1,,,0
D1,触发眩晕,20501,Null,NONE,,"{'ProcBuff', {{'D2', 12},{'Nothing', 88}}, Time='Apply'}",0,Replace,1,1,,,0
D2,眩晕,20502,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
D3,受伤减免,20503,Buff,NONE,,"{'AcceptDAdd', -25}",2,Replace,1,1,,,0
D4,受伤减免,20504,Buff,NONE,,"{'AcceptDAdd', -27}",2,Replace,1,1,,,0
D5,受伤减免,20505,Buff,NONE,,"{'AcceptDAdd', -29}",2,Replace,1,1,,,0
D6,受伤减免,20506,Buff,NONE,,"{'AcceptDAdd', -31}",2,Replace,1,1,,,0
D7,受伤减免,20507,Buff,NONE,,"{'AcceptDAdd', -33}",2,Replace,1,1,,,0
D8,受伤减免,20508,Buff,NONE,,"{'AcceptDAdd', -35}",2,Replace,1,1,,,0
D9,受伤减免,20509,Buff,NONE,,"{'AcceptDAdd', -37}",2,Replace,1,1,,,0
D10,受伤减免,20510,Buff,NONE,,"{'AcceptDAdd', -39}",2,Replace,1,1,,,0
D11,受伤减免,20511,Buff,NONE,,"{'AcceptDAdd', -41}",2,Replace,1,1,,,0
D12,受伤减免,20512,Buff,NONE,,"{'AcceptDAdd', -43}",2,Replace,1,1,,,0
D13,受伤减免,20513,Buff,NONE,,"{'AcceptDAdd', -45}",2,Replace,1,1,,,0
D14,受伤减免,20514,Buff,NONE,,"{'AcceptDAdd', -47}",2,Replace,1,1,,,0
D15,受伤减免,20515,Buff,NONE,,"{'AcceptDAdd', -49}",2,Replace,1,1,,,0
D16,受伤减免,20516,Buff,NONE,,"{'AcceptDAdd', -51}",2,Replace,1,1,,,0
D17,受伤减免,20517,Buff,NONE,,"{'AcceptDAdd', -53}",2,Replace,1,1,,,0
D18,连击伤害,20518,Buff,NONE,,"{'ChaLAPercent', 'attinc', 215, 0,Time='Apply'}",0,Replace,1,1,,,0
D19,连击伤害,20519,Buff,NONE,,"{'ChaLAPercent', 'attinc', 330, 0,Time='Apply'}",0,Replace,1,1,,,0
D20,连击伤害,20520,Buff,NONE,,"{'ChaLAPercent', 'attinc', 330, 0,Time='Apply'}",0,Replace,1,1,,,0
D21,连击伤害,20521,Buff,NONE,,"{'ChaLAPercent', 'attinc', 450, 0,Time='Apply'}",0,Replace,1,1,,,0
D22,连击伤害,20522,Buff,NONE,,"{'ChaLAPercent', 'attinc', 450, 0,Time='Apply'}",0,Replace,1,1,,,0
