索引,名称,详细描述,摘要 简单描述,物品图示,物品小图标,堆栈数量,物品等级,使用等级,物品品质框,类型,子类型,商店,能否出售0否1真,能否丢弃0否1真,使用时机（0内外皆可1战斗内2战斗外3擂台）,使用对象（仅表示在战斗中的使用对象；1表示可以对自己使用；2表示对自己和己方单位使用；3表示对敌方使用；0表示不能在战斗中使用）,"货币单位(0现银、储备金,1现银,2储备金,100灵石)",购买价格（现银）,出售价格（现银）,分解获得资源点,摆摊价格上限,背包可以使用就填1,使用,使用描述,效用,初始化,是否批量使用,素材质量(1到5，灰色到金色),是否废弃(1是废弃不能生成),提示使用数量,提示使用间隔（秒）,红点使用行为,掉落模型ID,掉落光效（1是有光效）,flag
60116,幻心草,可以进行幻境考验，从而磨练本心,可以进行幻境考验，从而磨练本心,60116,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60117,踏云步,经常练习可以获得飞行的秘诀,经常练习可以获得飞行的秘诀,60117,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60118,天神凭证,每个天界成员的基础身份证明,每个天界成员的基础身份证明,60118,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60119,魔气,魔界和魔族特有的产物,魔界和魔族特有的产物,60119,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60120,神鸟羽毛,开启神力的鸟类，遗落的鸟类,开启神力的鸟类，遗落的鸟类,60120,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60121,天地冠,一件上古配饰，只有有身份的人才能佩戴,一件上古配饰，只有有身份的人才能佩戴,60121,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60122,分水珠,持有可以操作水流,持有可以操作水流,60122,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60123,虎符,征调各类兵士的凭证,征调各类兵士的凭证,60123,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60124,腐骨灵花,使用魔气培育而成的花朵,使用魔气培育而成的花朵,60124,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60125,掌天镜,掌控天地的宝镜,掌控天地的宝镜,60125,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60126,心之泪,从心底深处流出的泪水,从心底深处流出的泪水,60126,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60127,灵气果,一种美味的水果,一种美味的水果,60127,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60128,天地元晶,吸收天地灵气形成的晶石,吸收天地灵气形成的晶石,60128,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60129,玄冰魄,海底深处特有的石头,海底深处特有的石头,60129,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60130,七彩流光,绚丽多彩的光彩,绚丽多彩的光彩,60130,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60131,王者勋章,某一方面成为王者的凭证,某一方面成为王者的凭证,60131,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60132,幽冥泉水,流淌在地狱深处的泉水，具有洗涤心灵的奇效,流淌在地狱深处的泉水，具有洗涤心灵的奇效,60132,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60133,骨灵蓝火,在骸骨遍地之处，吸收亡灵怨气诞生的火焰,在骸骨遍地之处，吸收亡灵怨气诞生的火焰,60133,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60134,风破珠,具有镇压风眼睛的奇特效果,具有镇压风眼睛的奇特效果,60134,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60135,古老阵盘,很古老的阵法，仔细研究可以窥探其中强大的能力,很古老的阵法，仔细研究可以窥探其中强大的能力,60135,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60136,破损宝箱,宝箱的外表发生破损伤害,宝箱的外表发生破损伤害,60136,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60137,神圣宝石,一种美丽的装饰品，佩戴散发神圣光芒,一种美丽的装饰品，佩戴散发神圣光芒,60137,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60138,恶魔宝石,一种奇幻的装饰品，佩戴散发魔性光芒,一种奇幻的装饰品，佩戴散发魔性光芒,60138,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60139,炼丹宝典,记载着大量丹方的书籍，炼丹界的无上宝典,记载着大量丹方的书籍，炼丹界的无上宝典,60139,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60140,令旗,可以指挥和调度的旗帜,可以指挥和调度的旗帜,60140,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60141,魔兽骸骨,陨落的魔兽，腐烂后留下的骨头，蕴藏着生命的奥义,陨落的魔兽，腐烂后留下的骨头，蕴藏着生命的奥义,60141,,99999,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60142,1号材料箱,使用后可以随机获得：洗心藤、心之泪、幻心草,使用后可以随机获得：使用后可以随机获得：洗心藤、心之泪、幻心草,60142,,99999,,,2,1,1,,,,,,,,,,,1,randItem,,"{1,61,100}",,,,,,,,,,
60143,2号材料箱,使用后可以随机获得：神圣宝石、灵气果、天地元晶,使用后可以随机获得：使用后可以随机获得：神圣宝石、灵气果、天地元晶,60143,,99999,,,2,1,1,,,,,,,,,,,1,randItem,,"{1,62,100}",,,,,,,,,,
60144,3号材料箱,使用后可以随机获得：炼丹宝典、幽冥泉水、天神凭证,使用后可以随机获得：使用后可以随机获得：炼丹宝典、幽冥泉水、天神凭证,60144,,99999,,,2,1,1,,,,,,,,,,,1,randItem,,"{1,63,100}",,,,,,,,,,
60145,4号材料箱,使用后可以随机获得：七彩流光、元素精华、腐骨灵花,使用后可以随机获得：使用后可以随机获得：七彩流光、元素精华、腐骨灵花,60145,,99999,,,2,1,1,,,,,,,,,,,1,randItem,,"{1,64,100}",,,,,,,,,,
60146,5号材料箱,使用后可以随机获得：踏云步、风破珠、金花膏,使用后可以随机获得：使用后可以随机获得：踏云步、风破珠、金花膏,60146,,99999,,,2,1,1,,,,,,,,,,,1,randItem,,"{1,65,100}",,,,,,,,,,
60147,6号材料箱,使用后可以随机获得：分水珠、腾空飞行、破损宝箱,使用后可以随机获得：使用后可以随机获得：分水珠、腾空飞行、破损宝箱,60147,,99999,,,2,1,1,,,,,,,,,,,1,randItem,,"{1,66,100}",,,,,,,,,,
60148,7号材料箱,使用后可以随机获得：王者勋章、神鸟羽毛、古老阵盘,使用后可以随机获得：使用后可以随机获得：王者勋章、神鸟羽毛、古老阵盘,60148,,99999,,,2,1,1,,,,,,,,,,,1,randItem,,"{1,67,100}",,,,,,,,,,
60149,8号材料箱,使用后可以随机获得：虎符、令旗、骨灵蓝火,使用后可以随机获得：使用后可以随机获得：虎符、令旗、骨灵蓝火,60149,,99999,,,2,1,1,,,,,,,,,,,1,randItem,,"{1,68,100}",,,,,,,,,,
60150,9号材料箱,使用后可以随机获得：掌天镜、天地冠、玄冰魄,使用后可以随机获得：使用后可以随机获得：掌天镜、天地冠、玄冰魄,60150,,99999,,,2,1,1,,,,,,,,,,,1,randItem,,"{1,69,100}",,,,,,,,,,
60151,10号材料箱,使用后可以随机获得：魔气、魔兽骸骨、恶魔宝石,使用后可以随机获得：使用后可以随机获得：魔气、魔兽骸骨、恶魔宝石,60151,,99999,,,2,1,1,,,,,,,,,,,1,randItem,,"{1,70,100}",,,,,,,,,,
60152,元素精华碎片,可以从中参悟五行的奥义#br集齐50个可以合成元素精华碎片,集齐50个可以合成元素精华,60152,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60112,50",,,,,,,,,,
60153,金花膏碎片,对于治疗火系伤害有很好的疗效#br集齐50个可以合成金花膏碎片,集齐50个可以合成金花膏,60153,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60113,50",,,,,,,,,,
60154,洗心藤碎片,洗涤心灵深处，从获得新生#br集齐50个可以合成洗心藤碎片,集齐50个可以合成洗心藤,60154,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60114,50",,,,,,,,,,
60155,腾空飞行碎片,一种飞行秘术#br集齐50个可以合成腾空飞行碎片,集齐50个可以合成腾空飞行,60155,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60115,50",,,,,,,,,,
60156,幻心草碎片,可以进行幻境考验，从而磨练本心#br集齐50个可以合成幻心草碎片,集齐50个可以合成幻心草,60156,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60116,50",,,,,,,,,,
60157,踏云步碎片,经常练习可以获得飞行的秘诀#br集齐50个可以合成踏云步碎片,集齐50个可以合成踏云步,60157,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60117,50",,,,,,,,,,
60158,天神凭证碎片,每个天界成员的基础身份证明#br集齐50个可以合成天神凭证碎片,集齐50个可以合成天神凭证,60158,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60118,50",,,,,,,,,,
60159,魔气碎片,魔界和魔族特有的产物#br集齐50个可以合成魔气碎片,集齐50个可以合成魔气,60159,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60119,50",,,,,,,,,,
60160,神鸟羽毛碎片,开启神力的鸟类，遗落的鸟类#br集齐50个可以合成神鸟羽毛碎片,集齐50个可以合成神鸟羽毛,60160,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60120,50",,,,,,,,,,
60161,天地冠碎片,一件上古配饰，只有有身份的人才能佩戴#br集齐50个可以合成天地冠碎片,集齐50个可以合成天地冠,60161,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60121,50",,,,,,,,,,
60162,分水珠碎片,持有可以操作水流#br集齐50个可以合成分水珠碎片,集齐50个可以合成分水珠,60162,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60122,50",,,,,,,,,,
60163,虎符碎片,征调各类兵士的凭证#br集齐50个可以合成虎符碎片,集齐50个可以合成虎符,60163,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60123,50",,,,,,,,,,
60164,腐骨灵花碎片,使用魔气培育而成的花朵#br集齐50个可以合成腐骨灵花碎片,集齐50个可以合成腐骨灵花,60164,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60124,50",,,,,,,,,,
60165,掌天镜碎片,掌控天地的宝镜#br集齐50个可以合成掌天镜碎片,集齐50个可以合成掌天镜,60165,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60125,50",,,,,,,,,,
60166,心之泪碎片,从心底深处流出的泪水#br集齐50个可以合成心之泪碎片,集齐50个可以合成心之泪,60166,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60126,50",,,,,,,,,,
60167,灵气果碎片,一种美味的水果#br集齐50个可以合成灵气果碎片,集齐50个可以合成灵气果,60167,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60127,50",,,,,,,,,,
60168,天地元晶碎片,吸收天地灵气形成的晶石#br集齐50个可以合成天地元晶碎片,集齐50个可以合成天地元晶,60168,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60128,50",,,,,,,,,,
60169,玄冰魄碎片,海底深处特有的石头#br集齐50个可以合成玄冰魄碎片,集齐50个可以合成玄冰魄,60169,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60129,50",,,,,,,,,,
60170,七彩流光碎片,绚丽多彩的光彩#br集齐50个可以合成七彩流光碎片,集齐50个可以合成七彩流光,60170,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60130,50",,,,,,,,,,
60171,王者勋章碎片,某一方面成为王者的凭证#br集齐50个可以合成王者勋章碎片,集齐50个可以合成王者勋章,60171,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60131,50",,,,,,,,,,
60172,幽冥泉水碎片,流淌在地狱深处的泉水，具有洗涤心灵的奇效#br集齐50个可以合成幽冥泉水碎片,集齐50个可以合成幽冥泉水,60172,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60132,50",,,,,,,,,,
60173,骨灵蓝火碎片,在骸骨遍地之处，吸收亡灵怨气诞生的火焰#br集齐50个可以合成骨灵蓝火碎片,集齐50个可以合成骨灵蓝火,60173,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60133,50",,,,,,,,,,
60174,风破珠碎片,具有镇压风眼睛的奇特效果#br集齐50个可以合成风破珠碎片,集齐50个可以合成风破珠,60174,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60134,50",,,,,,,,,,
60175,古老阵盘碎片,很古老的阵法，仔细研究可以窥探其中强大的能力#br集齐50个可以合成古老阵盘碎片,集齐50个可以合成古老阵盘,60175,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60135,50",,,,,,,,,,
60176,破损宝箱碎片,宝箱的外表发生破损伤害#br集齐50个可以合成破损宝箱碎片,集齐50个可以合成破损宝箱,60176,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60136,50",,,,,,,,,,
60177,神圣宝石碎片,一种美丽的装饰品，佩戴散发神圣光芒#br集齐50个可以合成神圣宝石碎片,集齐50个可以合成神圣宝石,60177,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60137,50",,,,,,,,,,
60178,恶魔宝石碎片,一种奇幻的装饰品，佩戴散发魔性光芒#br集齐50个可以合成恶魔宝石碎片,集齐50个可以合成恶魔宝石,60178,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60138,50",,,,,,,,,,
60179,炼丹宝典碎片,记载着大量丹方的书籍，炼丹界的无上宝典#br集齐50个可以合成炼丹宝典碎片,集齐50个可以合成炼丹宝典,60179,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60139,50",,,,,,,,,,
60180,令旗碎片,可以指挥和调度的旗帜#br集齐50个可以合成令旗碎片,集齐50个可以合成令旗,60180,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60140,50",,,,,,,,,,
60181,魔兽骸骨碎片,陨落的魔兽，腐烂后留下的骨头，蕴藏着生命的奥义#br集齐50个可以合成魔兽骸骨碎片,集齐50个可以合成魔兽骸骨,60181,,99999,,,2,1,1,,,,,,,,,,,50,exchangeItem,合成,"60141,50",,,,,,,,,,
60182,神宠宝箱,使用后，有几率获得金色宠物变异冰龙、宠物进阶丹,,60182,,100,,,5,1,1,,,,,,,,,,,1,randItem,,"{1,74,100}",,,,,,,,,,
60183,花辇宝箱,使用后，有几率获得花辇技能书、女王进阶丹、仙位进阶丹、花辇进阶丹、灵气进阶丹,,60183,,100,,,5,1,1,,,,,,,,,,,1,randItem,,"{1,75,100}",,,,,,,,,,
60184,万能材料宝箱,使用后，有几率获得万能材料、洗心藤、幻心草、心之泪#br万能材料可用于所有宠物合成材料，且必然正确,,60184,,100,,,5,1,1,,,,,,,,,,,1,randItem,,"{1,76,100}",,,,,,,,,,
60185,神宠宝箱碎片,有几率获得金色宠物变异冰龙#br集齐10个可合成神宠宝箱,集齐10个可合成神宠宝箱,60185,,99999,,,5,1,1,,,,,,,,,,,10,exchangeItem,合成,"60182,10",,,,,,,,,,
60186,花辇宝箱碎片,有几率获得花辇技能书#br集齐10个可合成花辇宝箱,集齐10个可合成花辇宝箱,60186,,99999,,,5,1,1,,,,,,,,,,,10,exchangeItem,合成,"60183,10",,,,,,,,,,
60187,万能碎片,有几率获得万能材料#br集齐10个可合成万能材料宝箱,集齐10个可合成万能材料宝箱,60187,,99999,,,5,1,1,,,,,,,,,,,10,exchangeItem,合成,"60184,10",,,,,,,,,,
60188,万能材料,可用于所有宠物合成材料，且必然正确,,60188,,99999,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60189,金色宠物宝箱,可获得金色宠物：青龙卡（战力+62000）、鲲鹏卡（战力+65000）,,60189,,99999,,,5,1,100,,,,,,,,,,,,,,,,,,,,,,,,
60190,蓝色宠物宝箱,可获得随机蓝色宠物卡：狐妖卡、巡海夜叉卡、持国天王卡、河神卡、棕熊卡、黑熊精卡、人鱼公主卡、猛虎卡、广目天王卡、重明鸟卡、巨灵神卡、趴趴熊卡,,60189,,99999,,,3,1,100,,,,,,,,,,,,,,,,,,,,,,,,
60191,紫色宠物宝箱,可获得随机紫色宠物：九尾狐卡、武士卡、黑风小妖卡、熊猫卡、黑水麒麟卡、火德真君卡、六耳猕猴卡、夜游神卡、莲花仙子卡、强盗卡,,60189,,99999,,,4,1,100,,,,,,,,,,,1,randItem,,"{1,78,100}",,,,,,,,,,
60192,飞升丹,用于飞升宠物,,60192,,9999,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60193,金色资质卡,用于提升部分金色宠物资质,,60193,,9999,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60194,金色神宠资质卡,用于提升部分金色宠物资质,,60194,,9999,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60195,飞升卡,用于飞升部分宠物,,60195,,9999,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
60196,魂币,可用于钟馗猎魂,,60196,,99999,,,5,1,100,,,,,,,,,,,,,,,,,,,,,,,,
63001,为人师表,用于激活称号：为人师表#br战斗力增加5500,,63001,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63002,初出茅庐,用于激活称号：初出茅庐#br战斗力增加600,,63002,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63003,小有成就,用于激活称号：小有成就#br战斗力增加2700,,63003,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63004,宝藏守卫,用于激活称号：宝藏守卫#br战斗力增加8000,,63004,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63005,寻宝王者,用于激活称号：寻宝王者#br战斗力增加5500,,63005,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63006,材料商人,用于激活称号：材料商人#br战斗力增加2700,,63006,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63007,深藏不露,用于激活称号：深藏不露#br战斗力增加20000,,63007,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63008,独霸一方,用于激活称号：独霸一方#br战斗力增加2700,,63008,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63009,三界试炼,用于激活称号：三界试炼#br战斗力增加2700,,63009,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63010,兄弟同心,用于激活称号：兄弟同心#br战斗力增加8500,,63010,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63011,才高八斗,用于激活称号：才高八斗#br战斗力增加2700,,63011,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63012,学富五车,用于激活称号：学富五车#br战斗力增加5500,,63012,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63013,百科全书,用于激活称号：百科全书#br战斗力增加1200,,63013,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63014,羽化登仙,用于激活称号：羽化登仙#br战斗力增加10500,,63014,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63015,我是土豪,用于激活称号：我是土豪#br战斗力增加15500,,63015,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63016,锋芒毕露,用于激活称号：锋芒毕露#br战斗力增加8000,,63016,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63017,勇者无畏,用于激活称号：勇者无畏#br战斗力增加10500,,63017,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63018,心有所属,用于激活称号：心有所属#br战斗力增加5500,,63018,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63019,情同手足,用于激活称号：情同手足#br战斗力增加28500,,63019,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63020,志同道合,用于激活称号：志同道合#br战斗力增加2700,,63020,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63021,情深似海,用于激活称号：情深似海#br战斗力增加10500,,63021,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63022,九天雷神,用于激活称号：九天雷神#br战斗力增加15500,,63022,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63023,跳出三界,用于激活称号：跳出三界#br战斗力增加20500,,63023,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63024,读万卷书,用于激活称号：读万卷书#br战斗力增加8000,,63024,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63025,金榜题名,用于激活称号：金榜题名#br战斗力增加10500,,63025,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63026,状元郎,用于激活称号：状元郎#br战斗力增加20500,,63026,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63027,义结金兰,用于激活称号：义结金兰#br战斗力增加38500,,63027,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63028,谁与争锋,用于激活称号：谁与争锋#br战斗力增加5500,,63028,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63029,超脱轮回,用于激活称号：超脱轮回#br战斗力增加22500,,63029,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63030,循循善诱,用于激活称号：循循善诱#br战斗力增加11500,,63030,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63031,诲人不倦,用于激活称号：诲人不倦#br战斗力增加48500,,63031,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63032,厚德树人,用于激活称号：厚得树人#br战斗力增加108500,,63032,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63033,桃李天下,用于激活称号：桃李天下#br战斗力增加188500,,63033,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63034,东海湾征服者,用于激活称号：东海湾征服者#br战斗力增加2750,,63034,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63035,凌霄宝殿征服者,用于激活称号：凌霄宝殿征服者#br战斗力增加9900,,63035,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63036,大雁塔征服者,用于激活称号：大雁塔征服者#br战斗力增加5500,,63036,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63037,长安城征服者,用于激活称号：长安城征服者#br战斗力增加6600,,63037,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63038,长寿村征服者,用于激活称号：长寿村征服者#br战斗力增加6875,,63038,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63039,高老庄征服者,用于激活称号：高老庄征服者#br战斗力增加7150,,63039,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63040,黄风岭征服者,用于激活称号：黄风岭征服者#br战斗力增加7425,,63040,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63041,流沙河征服者,用于激活称号：流沙河征服者#br战斗力增加7700,,63041,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63042,五庄观征服者,用于激活称号：五庄观征服者#br战斗力增加8250,,63042,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63043,花果山征服者,用于激活称号：花果山征服者#br战斗力增加11000,,63043,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63044,武林盟主,,,63044,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63045,贵气逼人,用于激活称号：贵气逼人#br战斗力增加30750,,63045,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63046,一夫当关,用于激活称号：一夫当关#br战斗力增加25000,,63046,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63047,快人一等,用于激活称号：快人一等#br战斗力增加15000,,63047,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63048,器宇轩昂,用于激活称号：器宇轩昂#br战斗力增加15000,,63048,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63049,神·深藏不露,用于激活称号：神·深藏不露#br战斗力增加30000,,63007,,1,,,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,
63050,神·一夫当关,用于激活称号：神·一夫当关#br战斗力增加37500,,63046,,1,,,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,
64001,神秘羊驼,用于激活坐骑皮肤：神秘羊驼#br战斗力增加28800,,64001,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
64002,牛魔王,用于激活坐骑皮肤：牛魔王#br战斗力增加32000,,64003,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
64003,寒霜巨龙,用于激活坐骑皮肤：寒霜巨龙#br战斗力增加56300,,64002,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
64004,破风羽毛,用于激活坐骑皮肤：破风羽毛#br战斗力增加24120,,64004,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
64005,灵活小猫,用于激活坐骑皮肤：灵活小猫#br战斗力增加18300,,64005,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
64006,翻海金鱼,用于激活坐骑皮肤：翻海金鱼#br战斗力增加28000,,64006,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
64007,古老龙舟,用于激活坐骑皮肤：古老龙舟#br战斗力增加7500,,64007,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
64008,六彩神鹿,用于激活坐骑皮肤：六彩神鹿#br战斗力增加10000,,64008,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
64009,神·六彩神鹿,用于激活坐骑皮肤：神·六彩神鹿#br战斗力增加15000,,64008,,1,,,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,
65001,新婚时装,用于激活时装：新婚时装#br战斗力增加20850,,65001,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
65002,白雪纯情,用于激活时装：白雪纯情#br战斗力增加1200,,65002,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
65003,蓝缕精灵,用于激活时装：蓝缕精灵#br战斗力增加15000,,65003,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
65004,太虚道袍,用于激活时装：太虚道袍#br战斗力增加14220,,65004,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
65005,万物珍裳,用于激活时装：万物珍裳#br战斗力增加18000,,65005,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
65006,穿花蝴蝶,用于激活时装：穿花蝴蝶#br战斗力增加35500,,65006,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
65007,幻影羽衣,用于激活时装：幻影羽衣#br战斗力增加5000,,65007,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
65008,白日飞升,用于激活时装：白日飞升#br战斗力增加5000,,65008,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
65009,白画时装,用于激活：白画时装#br战斗力增加10000,,65009,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
66001,彩虹羽翼,用于激活翅膀皮肤：彩虹羽翼#br战斗力增加24120,,66001,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
66002,冥火之翼,用于激活翅膀皮肤：冥火之翼#br战斗力增加31500,,66002,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
66003,破灭之翼,用于激活翅膀皮肤：破灭之翼#br战斗力增加13000,,66003,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
