商店类型id,索引,客户端位置索引,商店名称,物品Entry,物品名称,商城名称拼音,商城显示消耗小图标（界面右上角）,皮肤的位置,对应的仙君id,道具数量,获取途径,获取途径名字,循环天数,哪一天,哪个套装,打几折,物品品质,"钱货币id(1，银两,3，元宝,2，绑定元宝）就这三个","消耗的物品（1幻兽令，2,仙吕令,3.........还有很多)",消耗物品数量或者钱,每日限购次数,每周限购次数,终身限购,等级条件,皇城天塔通关条件,帮会等级条件,竞技场排名条件,押镖条件,答题次数条件,个人BOSS胜利次数,全民BOSS胜利次数,生死劫条件,材料副本条件
29,1,1,全民商店,60019,金装碎片,quanmin,2,,,10,,,,,,1,,2,,500,0,0,1,,,,,,,,2,,
29,2,2,全民商店,30001,坐骑技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,17,,
29,3,3,全民商店,60019,金装碎片,quanmin,2,,,30,,,,,,1,,3,,300,0,0,1,,,,,,,,32,,
29,4,4,全民商店,30007,天仙技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,47,,
29,5,5,全民商店,63008,独霸一方,quanmin,2,"1,8",,1,,,,,,1,,2,,2000,0,0,1,,,,,,,,57,,
29,6,6,全民商店,30008,神兵技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,62,,
29,7,7,全民商店,30002,翅膀技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,77,,
29,8,8,全民商店,60019,金装碎片,quanmin,2,,,50,,,,,,1,,2,,1000,0,0,1,,,,,,,,92,,
29,9,9,全民商店,30003,法阵技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,100,,
29,10,10,全民商店,30004,神位技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,115,,
29,11,11,全民商店,30005,通灵技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,130,,
29,12,12,全民商店,60019,金装碎片,quanmin,2,,,70,,,,,,1,,3,,600,0,0,1,,,,,,,,120,,
29,13,13,全民商店,30006,元神技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,150,,
29,14,14,全民商店,60019,金装碎片,quanmin,2,,,90,,,,,,1,,2,,2000,0,0,1,,,,,,,,170,,
29,15,15,全民商店,30001,坐骑技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,190,,
29,16,16,全民商店,30007,天仙技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,210,,
29,17,17,全民商店,30008,神兵技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,230,,
29,18,18,全民商店,60019,金装碎片,quanmin,2,,,120,,,,,,1,,3,,1000,0,0,1,,,,,,,,240,,
29,19,19,全民商店,30002,翅膀技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,250,,
29,20,20,全民商店,60019,金装碎片,quanmin,2,,,150,,,,,,1,,2,,2400,0,0,1,,,,,,,,270,,
29,21,21,全民商店,30003,法阵技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,290,,
29,22,22,全民商店,30004,神位技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,310,,
29,23,23,全民商店,30005,通灵技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,330,,
29,24,24,全民商店,60019,金装碎片,quanmin,2,,,200,,,,,,1,,3,,1600,0,0,1,,,,,,,,340,,
29,25,25,全民商店,30006,元神技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,350,,
29,26,26,全民商店,60019,金装碎片,quanmin,2,,,250,,,,,,1,,2,,2400,0,0,1,,,,,,,,370,,
29,27,27,全民商店,30001,坐骑技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,390,,
29,28,28,全民商店,30007,天仙技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,410,,
29,29,29,全民商店,30008,神兵技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,430,,
29,30,30,全民商店,30002,翅膀技能书,quanmin,2,,,2,,,,,,1,,2,,2000,0,0,1,,,,,,,,450,,
30,1,1,生死劫商店,20009,女王进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,1,
30,2,2,生死劫商店,20009,女王进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,2,
30,3,3,生死劫商店,30009,女王技能书,shengsijie,2,,,2,,,,,,1,,3,,880,0,0,1,,,,,,,,,3,
30,4,4,生死劫商店,20010,仙位进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,4,
30,5,5,生死劫商店,20010,仙位进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,5,
30,6,6,生死劫商店,19001,橙·金刚啄,shengsijie,2,,,1,,,,,,1,5,2,,2880,0,0,1,,,,,,,,,6,
30,7,7,生死劫商店,20011,花辇进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,7,
30,8,8,生死劫商店,20011,花辇进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,8,
30,9,9,生死劫商店,30011,花辇技能书,shengsijie,2,,,2,,,,,,1,,3,,880,0,0,1,,,,,,,,,9,
30,10,10,生死劫商店,20012,灵气进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,10,
30,11,11,生死劫商店,20012,灵气进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,11,
30,12,12,生死劫商店,30012,灵气技能书,shengsijie,2,,,2,,,,,,1,,3,,880,0,0,1,,,,,,,,,12,
30,13,13,生死劫商店,40031,剑侠兔卡,shengsijie,2,,,1,,,,,,1,,2,,3880,0,0,1,,,,,,,,,12,
30,14,14,生死劫商店,20009,女王进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,13,
30,15,15,生死劫商店,20009,女王进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,14,
30,16,16,生死劫商店,40031,剑侠兔卡,shengsijie,2,,,1,,,,,,1,,2,,3880,0,0,1,,,,,,,,,15,
30,17,17,生死劫商店,20010,仙位进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,16,
30,18,18,生死劫商店,20010,仙位进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,17,
30,19,19,生死劫商店,40034,圣灵蝶卡,shengsijie,2,,,1,,,,,,1,,2,,5880,0,0,1,,,,,,,,,18,
30,20,20,生死劫商店,30010,仙位技能书,shengsijie,2,,,2,,,,,,1,,3,,880,0,0,1,,,,,,,,,18,
30,21,21,生死劫商店,20011,花辇进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,19,
30,22,22,生死劫商店,20011,花辇进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,20,
30,23,23,生死劫商店,40034,圣灵蝶卡,shengsijie,2,,,1,,,,,,1,,2,,3880,0,0,1,,,,,,,,,21,
30,24,24,生死劫商店,30011,花辇技能书,shengsijie,2,,,2,,,,,,1,,3,,880,0,0,1,,,,,,,,,21,
30,25,25,生死劫商店,20012,灵气进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,22,
30,26,26,生死劫商店,20012,灵气进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,23,
30,27,27,生死劫商店,40037,青狮怪卡,shengsijie,2,,,1,,,,,,1,,2,,6880,0,0,1,,,,,,,,,24,
30,28,28,生死劫商店,30012,灵气技能书,shengsijie,2,,,2,,,,,,1,,3,,880,0,0,1,,,,,,,,,24,
30,29,29,生死劫商店,20009,女王进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,25,
30,30,30,生死劫商店,20009,女王进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,26,
30,31,31,生死劫商店,40037,青狮怪卡,shengsijie,2,,,1,,,,,,1,,2,,3880,0,0,1,,,,,,,,,27,
30,32,32,生死劫商店,30009,女王技能书,shengsijie,2,,,2,,,,,,1,,3,,880,0,0,1,,,,,,,,,27,
30,33,33,生死劫商店,20010,仙位进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,28,
30,34,34,生死劫商店,20010,仙位进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,29,
30,35,35,生死劫商店,40043,猪八戒卡,shengsijie,2,,,1,,,,,,1,,2,,6880,0,0,1,,,,,,,,,30,
30,36,36,生死劫商店,30010,仙位技能书,shengsijie,2,,,2,,,,,,1,,3,,880,0,0,1,,,,,,,,,30,
30,37,37,生死劫商店,20011,花辇进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,31,
30,38,38,生死劫商店,20011,花辇进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,32,
30,39,39,生死劫商店,40043,猪八戒卡,shengsijie,2,,,1,,,,,,1,,2,,6880,0,0,1,,,,,,,,,33,
30,40,40,生死劫商店,30011,花辇技能书,shengsijie,2,,,2,,,,,,1,,3,,880,0,0,1,,,,,,,,,33,
30,41,41,生死劫商店,20012,灵气进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,34,
30,42,42,生死劫商店,20012,灵气进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,35,
30,43,43,生死劫商店,40034,圣灵蝶卡,shengsijie,2,,,1,,,,,,1,,2,,3880,0,0,1,,,,,,,,,36,
30,44,44,生死劫商店,20009,女王进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,37,
30,45,45,生死劫商店,20009,女王进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,38,
30,46,46,生死劫商店,30009,女王技能书,shengsijie,2,,,2,,,,,,1,,2,,880,0,0,1,,,,,,,,,39,
30,47,47,生死劫商店,20010,仙位进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,40,
30,48,48,生死劫商店,20010,仙位进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,41,
30,49,49,生死劫商店,30010,仙位技能书,shengsijie,2,,,2,,,,,,1,,3,,880,0,0,1,,,,,,,,,42,
30,50,50,生死劫商店,20011,花辇进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,43,
30,51,51,生死劫商店,20011,花辇进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,44,
30,52,52,生死劫商店,30011,花辇技能书,shengsijie,2,,,2,,,,,,1,,3,,880,0,0,1,,,,,,,,,45,
30,53,53,生死劫商店,20012,灵气进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,46,
30,54,54,生死劫商店,20012,灵气进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,47,
30,55,55,生死劫商店,30012,灵气技能书,shengsijie,2,,,2,,,,,,1,,3,,880,0,0,1,,,,,,,,,48,
30,56,56,生死劫商店,20009,女王进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,49,
30,57,57,生死劫商店,20009,女王进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,50,
30,58,58,生死劫商店,30009,女王技能书,shengsijie,2,,,2,,,,,,1,,3,,880,0,0,1,,,,,,,,,51,
30,59,59,生死劫商店,20010,仙位进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,52,
30,60,60,生死劫商店,20010,仙位进阶丹,shengsijie,2,,,50,,,,,,1,,2,,1580,0,0,1,,,,,,,,,53,
30,61,61,生死劫商店,40037,青狮怪卡,shengsijie,2,,,1,,,,,,1,,2,,3880,0,0,1,,,,,,,,,54,
31,1,1,材料商店,20013,宠物进阶丹,cailiao,2,,,20,,,,,,1,,2,,1360,0,0,1,,,,,,,,,,6
31,2,2,材料商店,20001,坐骑进阶丹,cailiao,2,,,20,,,,,,1,,2,,1360,0,0,1,,,,,,,,,,9
31,3,3,材料商店,20001,坐骑进阶丹,cailiao,2,,,20,,,,,,1,,3,,280,0,0,1,,,,,,,,,,12
31,4,4,材料商店,20014,仙君进阶丹,cailiao,2,,,20,,,,,,1,,2,,1360,0,0,1,,,,,,,,,,15
31,5,5,材料商店,20002,天仙进阶丹,cailiao,2,,,20,,,,,,1,,2,,1360,0,0,1,,,,,,,,,,20
31,6,6,材料商店,20003,神兵进阶丹,cailiao,2,,,20,,,,,,1,,2,,1360,0,0,1,,,,,,,,,,25
31,7,7,材料商店,20002,天仙进阶丹,cailiao,2,,,20,,,,,,1,,3,,820,0,0,1,,,,,,,,,,30
31,8,8,材料商店,20004,翅膀进阶丹,cailiao,2,,,20,,,,,,1,,2,,1360,0,0,1,,,,,,,,,,40
31,9,9,材料商店,63006,材料商人,cailiao,2,"1,6",,1,,,,,,1,,2,,2200,0,0,1,,,,,,,,,,50
31,10,10,材料商店,20005,法阵进阶丹,cailiao,2,,,20,,,,,,1,,2,,1360,0,0,1,,,,,,,,,,60
31,11,11,材料商店,20006,神位进阶丹,cailiao,2,,,20,,,,,,1,,2,,1360,0,0,1,,,,,,,,,,70
31,12,12,材料商店,20003,神兵进阶丹,cailiao,2,,,20,,,,,,1,,3,,820,0,0,1,,,,,,,,,,90
31,13,13,材料商店,20007,通灵进阶丹,cailiao,2,,,25,,,,,,1,,2,,1760,0,0,1,,,,,,,,,,100
31,14,14,材料商店,20008,元神进阶丹,cailiao,2,,,25,,,,,,1,,2,,1760,0,0,1,,,,,,,,,,120
31,15,15,材料商店,20013,宠物进阶丹,cailiao,2,,,25,,,,,,1,,2,,1760,0,0,1,,,,,,,,,,140
31,16,16,材料商店,20004,翅膀进阶丹,cailiao,2,,,25,,,,,,1,,3,,820,0,0,1,,,,,,,,,,150
31,17,17,材料商店,20001,坐骑进阶丹,cailiao,2,,,25,,,,,,1,,2,,1760,0,0,1,,,,,,,,,,170
31,18,18,材料商店,20014,仙君进阶丹,cailiao,2,,,25,,,,,,1,,2,,1760,0,0,1,,,,,,,,,,210
31,19,19,材料商店,20005,法阵进阶丹,cailiao,2,,,25,,,,,,1,,3,,820,0,0,1,,,,,,,,,,220
31,20,20,材料商店,20002,天仙进阶丹,cailiao,2,,,25,,,,,,1,,2,,1760,0,0,1,,,,,,,,,,240
31,21,21,材料商店,20006,神位进阶丹,cailiao,2,,,25,,,,,,1,,3,,820,0,0,1,,,,,,,,,,270
31,22,22,材料商店,20003,神兵进阶丹,cailiao,2,,,30,,,,,,1,,2,,2160,0,0,1,,,,,,,,,,290
31,23,23,材料商店,20004,翅膀进阶丹,cailiao,2,,,30,,,,,,1,,2,,2160,0,0,1,,,,,,,,,,340
31,24,24,材料商店,20007,通灵进阶丹,cailiao,2,,,30,,,,,,1,,3,,820,0,0,1,,,,,,,,,,360
31,25,25,材料商店,20005,法阵进阶丹,cailiao,2,,,30,,,,,,1,,2,,2160,0,0,1,,,,,,,,,,390
31,26,26,材料商店,20006,神位进阶丹,cailiao,2,,,30,,,,,,1,,2,,2160,0,0,1,,,,,,,,,,445
31,27,27,材料商店,20008,元神进阶丹,cailiao,2,,,30,,,,,,1,,3,,820,0,0,1,,,,,,,,,,470
31,28,28,材料商店,20007,通灵进阶丹,cailiao,2,,,30,,,,,,1,,2,,2160,0,0,1,,,,,,,,,,500
31,29,29,材料商店,20008,元神进阶丹,cailiao,2,,,30,,,,,,1,,2,,2160,0,0,1,,,,,,,,,,555
31,30,30,材料商店,20013,宠物进阶丹,cailiao,2,,,30,,,,,,1,,2,,2160,0,0,1,,,,,,,,,,610
31,31,31,材料商店,20001,坐骑进阶丹,cailiao,2,,,30,,,,,,1,,2,,2160,0,0,1,,,,,,,,,,670
31,32,32,材料商店,20014,仙君进阶丹,cailiao,2,,,30,,,,,,1,,2,,2160,0,0,1,,,,,,,,,,730
31,33,33,材料商店,20002,天仙进阶丹,cailiao,2,,,30,,,,,,1,,2,,2160,0,0,1,,,,,,,,,,790
31,34,34,材料商店,20003,神兵进阶丹,cailiao,2,,,50,,,,,,1,,2,,3560,0,0,1,,,,,,,,,,850
31,35,35,材料商店,20004,翅膀进阶丹,cailiao,2,,,50,,,,,,1,,2,,3560,0,0,1,,,,,,,,,,910
31,36,36,材料商店,20005,法阵进阶丹,cailiao,2,,,50,,,,,,1,,2,,3560,0,0,1,,,,,,,,,,975
31,37,37,材料商店,20006,神位进阶丹,cailiao,2,,,50,,,,,,1,,2,,3560,0,0,1,,,,,,,,,,1040
31,38,38,材料商店,20007,通灵进阶丹,cailiao,2,,,50,,,,,,1,,2,,3560,0,0,1,,,,,,,,,,1105
31,39,39,材料商店,20008,元神进阶丹,cailiao,2,,,50,,,,,,1,,2,,3560,0,0,1,,,,,,,,,,1170
31,40,40,材料商店,20013,宠物进阶丹,cailiao,2,,,50,,,,,,1,,2,,3560,0,0,1,,,,,,,,,,1240
31,41,41,材料商店,20001,坐骑进阶丹,cailiao,2,,,50,,,,,,1,,2,,3560,0,0,1,,,,,,,,,,1310
31,42,42,材料商店,20014,仙君进阶丹,cailiao,2,,,50,,,,,,1,,2,,3560,0,0,1,,,,,,,,,,1380
31,43,43,材料商店,20002,天仙进阶丹,cailiao,2,,,50,,,,,,1,,2,,3560,0,0,1,,,,,,,,,,1450
32,1,1,第一商店,60100,7阶红色装备,diyi,15,,,1,,,,,,1,,15,,280,0,20,0,,,,,,,,,,
32,2,2,第一商店,60101,8阶红色装备,diyi,15,,,1,,,,,,1,,15,,520,0,20,0,,,,,,,,,,
32,3,3,第一商店,60102,9阶红色装备,diyi,15,,,1,,,,,,1,,15,,860,0,20,0,,,,,,,,,,
32,4,4,第一商店,60103,10阶红色装备,diyi,15,,,1,,,,,,1,,15,,1560,0,20,0,,,,,,,,,,
33,1,1,炼妖壶商店,50100,美猴王卡,shenchong,60046,,17011,1,,,16,"{1,8}",,1,,,60046,300,0,0,1,,,,,,,,,,
33,2,2,炼妖壶商店,40050,天神卡,shenchong,60046,,,1,,,16,"{9,16}",,1,,,60046,2000,0,0,0,,,,,,,,,,
33,3,3,炼妖壶商店,20013,宠物进阶丹,shenchong,60046,,,3,,,,,,1,,,60046,1,0,0,0,,,,,,,,,,
33,4,4,炼妖壶商店,20014,仙君进阶丹,shenchong,60046,,,3,,,,,,1,,,60046,1,0,0,0,,,,,,,,,,
33,5,5,炼妖壶商店,60012,仙君令,shenchong,60046,,,1,,,,,,1,,,60046,1,0,0,0,,,,,,,,,,
33,6,6,炼妖壶商店,60005,宠物技能石,shenchong,60046,,,1,,,,,,1,,,60046,1,0,0,0,,,,,,,,,,
33,7,7,炼妖壶商店,60006,特级技能石,shenchong,60046,,,1,,,,,,1,,,60046,4,0,0,0,,,,,,,,,,
33,8,8,炼妖壶商店,60193,金色资质卡,shenchong,60046,,,1,,,,,,1,,,60046,300,0,0,0,,,,,,,,,,
