,名称,模型,难度系数,等级,生命上限,面板物理攻击,防御,出手速度,暴击值,抗暴值,爆伤加成,闪避值,命中值,无视防御,减免无视,暴伤减免,伤害增加,伤害减少,PVP伤加,PVP伤减,PVE伤加,PVE伤减,技能列表,技能队列,头目,普通技能ID
263209,强盗,100002,0,190,783110,624665,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
263210,龙象精,20028,0,190,14238359,800852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80069,"0,0,0,0",1,80069
263309,异面怪,100009,0,190,784238,625055,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
263310,鲨鱼精,20007,0,190,14258869,801352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80048,"0,0,0,0",1,80048
263409,瞌睡蛇,100020,0,190,785366,625445,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80020,"0,0,0,0",0,80020
263410,逸琼玄女,100032,0,190,14279380,801852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80032,"0,0,0,0",1,80032
263509,白熊精,20015,0,190,786494,625835,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
263510,白熊精,20015,0,190,14299890,802352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",1,80008
263609,白熊精,20015,0,190,787622,626225,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
263610,穷奇,100038,0,190,14320400,802852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80038,"0,0,0,0",1,80038
263709,利刃猿,100028,0,190,788750,626615,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
263710,水龙,20038,0,190,14340911,803352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80079,"0,0,0,0",1,80079
263809,石巨人,100024,0,190,789878,627005,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80024,"0,0,0,0",0,80024
263810,麒麟,20019,0,190,14361421,803852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80060,"0,0,0,0",1,80060
263909,山精,100029,0,190,791006,627395,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80029,"0,0,0,0",0,80029
263910,狻猊,20037,0,190,14381931,804352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80078,"0,0,0,0",1,80078
264009,山精,100029,0,190,792134,627785,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80029,"0,0,0,0",0,80029
264010,虎力大仙,20044,0,190,14402442,804852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80085,"0,0,0,0",1,80085
264109,麟鹿,100015,0,190,793262,628175,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
264110,魅,100040,0,190,14422952,805352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80040,"0,0,0,0",1,80040
264209,魔爪花,100025,0,190,794390,628565,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
264210,水龙,20038,0,190,14443463,805852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80079,"0,0,0,0",1,80079
264309,蚌精,100005,0,190,795519,628955,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
264310,穷奇,100038,0,190,14463973,806352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80038,"0,0,0,0",1,80038
264409,木鱼怪,100026,0,190,796647,629345,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
264410,青龙,20040,0,190,14484483,806852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80081,"0,0,0,0",1,80081
264509,蚌精,100005,0,190,797775,629735,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
264510,深渊之龙,100039,0,190,14504994,807352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80039,"0,0,0,0",1,80039
264609,蛮牛,100006,0,190,798903,630125,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
264610,黑风小妖,20020,0,190,14525504,807852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80061,"0,0,0,0",1,80061
264709,麟鹿,100015,0,190,800031,630515,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
264710,业魔,20027,0,190,14546014,808352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80068,"0,0,0,0",1,80068
264809,麟鹿,100015,0,190,801159,630905,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
264810,宠物剑邪,100030,0,190,14566525,808852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80030,"0,0,0,0",1,80030
264909,蝶精灵,100010,0,190,802287,631295,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
264910,深渊之龙,100039,0,190,14587035,809352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80039,"0,0,0,0",1,80039
265009,五毒蝎,100021,0,190,803415,631685,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
265010,剑侠兔,20031,0,190,14607545,809852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80072,"0,0,0,0",1,80072
265109,蛮牛,100006,0,190,804543,632075,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
265110,重明鸟,20013,0,190,14628056,810352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80054,"0,0,0,0",1,80054
265209,林妖,100014,0,190,805671,632465,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
265210,黑风老妖,20034,0,190,14648566,810852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80075,"0,0,0,0",1,80075
265309,瞌睡蛇,100020,0,190,806799,632855,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80020,"0,0,0,0",0,80020
265310,熊精,20009,0,190,14669077,811352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80050,"0,0,0,0",1,80050
265409,林妖,100014,0,190,807927,633245,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
265410,鲛人,20003,0,190,14689587,811852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80044,"0,0,0,0",1,80044
265509,强盗,100002,0,190,809055,633635,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
265510,冰龙,20030,0,190,14710097,812352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80071,"0,0,0,0",1,80071
265609,蝶精灵,100010,0,190,810183,634025,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
265610,流浪剑客,17005,0,190,14730608,812852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80093,"0,0,0,0",1,80093
265709,蛮牛,100006,0,190,811311,634415,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
265710,猪刚鬣,20043,0,190,14751118,813352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80084,"0,0,0,0",1,80084
265809,瞌睡蛇,100020,0,190,812440,634805,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80020,"0,0,0,0",0,80020
265810,魑,100041,0,190,14771628,813852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80041,"0,0,0,0",1,80041
265909,石巨人,100024,0,190,813568,635195,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80024,"0,0,0,0",0,80024
265910,穷奇,100038,0,190,14792139,814352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80038,"0,0,0,0",1,80038
266009,蛮牛,100006,0,190,814696,635585,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
266010,阎罗王,17008,0,190,14812649,814852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80096,"0,0,0,0",1,80096
266109,邪毒蜂,100018,0,190,815824,635975,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
266110,上官清,100031,0,190,14833160,815352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80031,"0,0,0,0",1,80031
266209,古树精,100013,0,190,816952,636365,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
266210,忠勇兔,20001,0,190,14853670,815852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80042,"0,0,0,0",1,80042
266309,小骷髅,100003,0,190,818080,636755,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
266310,忠勇兔,20001,0,190,14874180,816352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80042,"0,0,0,0",1,80042
266409,蝶精灵,100010,0,190,819208,637145,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
266410,鹿力大仙,20047,0,190,14894691,816852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80088,"0,0,0,0",1,80088
266509,剑魂,100012,0,190,820336,637535,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
266510,黑水玄蛇,20022,0,190,14915201,817352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80063,"0,0,0,0",1,80063
266609,灵猴,100023,0,190,821464,637925,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
266610,朱雀,20039,0,190,14935711,817852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80080,"0,0,0,0",1,80080
266709,白熊精,20015,0,190,822592,638315,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
266710,穷奇,100038,0,190,14956222,818352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80038,"0,0,0,0",1,80038
266809,强盗,100002,0,190,823720,638705,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
266810,多闻天王,17006,0,190,14976732,818852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80094,"0,0,0,0",1,80094
266909,冰火螳螂,100016,0,190,824848,639095,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
266910,忠勇兔,20001,0,190,14997243,819352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80042,"0,0,0,0",1,80042
267009,林妖,100014,0,190,825976,639485,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
267010,酒仙,20036,0,190,15017753,819852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80077,"0,0,0,0",1,80077
267109,蝶精灵,100010,0,190,827104,639875,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
267110,龙象精,20028,0,190,15038263,820352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80069,"0,0,0,0",1,80069
267209,小乌龟,100001,0,190,828233,640265,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
267210,鬼武者,20033,0,190,15058774,820852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80074,"0,0,0,0",1,80074
267309,利刃猿,100028,0,190,829361,640655,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
267310,熊精,20009,0,190,15079284,821352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80050,"0,0,0,0",1,80050
267409,林妖,100014,0,190,830489,641045,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
267410,地狱三头犬,20025,0,190,15099794,821852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80035,"0,0,0,0",1,80035
267509,巫龟,100022,0,190,831617,641435,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80022,"0,0,0,0",0,80022
267510,地狱三头犬,20025,0,190,15120305,822352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80035,"0,0,0,0",1,80035
267609,异面怪,100009,0,190,832745,641825,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
267610,玉冥真人,100033,0,190,15140815,822852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80033,"0,0,0,0",1,80033
267709,冰火螳螂,100016,0,190,833873,642215,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
267710,龙象精,20028,0,190,15161326,823352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80069,"0,0,0,0",1,80069
267809,冰火螳螂,100016,0,190,835001,642605,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
267810,狐妖,20004,0,190,15181836,823852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80045,"0,0,0,0",1,80045
267909,五毒蝎,100021,0,190,836129,642995,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
267910,朱雀,20039,0,190,15202346,824352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80080,"0,0,0,0",1,80080
268009,剑魂,100012,0,190,837257,643385,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
268010,上官清,100031,0,190,15222857,824852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80031,"0,0,0,0",1,80031
268109,魔爪花,100025,0,190,838385,643775,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
268110,桃花仙子,17003,0,190,15243367,825352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80091,"0,0,0,0",1,80091
268209,山精,100029,0,190,839513,644165,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80029,"0,0,0,0",0,80029
268210,宠物剑邪,100030,0,190,15263877,825852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80030,"0,0,0,0",1,80030
268309,灵猴,100023,0,190,840641,644555,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
268310,阎罗王,17008,0,190,15284388,826352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80096,"0,0,0,0",1,80096
268409,小乌龟,100001,0,190,841769,644945,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
268410,黑风老妖,20034,0,190,15304898,826852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80075,"0,0,0,0",1,80075
268509,蝶精灵,100010,0,190,842897,645335,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
268510,鹿力大仙,20047,0,190,15325408,827352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80088,"0,0,0,0",1,80088
268609,石狮,100007,0,190,844026,645725,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
268610,桃花仙子,17003,0,190,15345919,827852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80091,"0,0,0,0",1,80091
268709,蚌精,100005,0,190,845154,646115,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
268710,鲨鱼精,20007,0,190,15366429,828352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80048,"0,0,0,0",1,80048
268809,石巨人,100024,0,190,846282,646505,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80024,"0,0,0,0",0,80024
268810,玉冥真人,100033,0,190,15386940,828852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80033,"0,0,0,0",1,80033
268909,异面怪,100009,0,190,847410,646895,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
268910,玉冥真人,100033,0,190,15407450,829352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80033,"0,0,0,0",1,80033
269009,巫龟,100022,0,190,848538,647285,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80022,"0,0,0,0",0,80022
269010,虎力大仙,20044,0,190,15427960,829852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80085,"0,0,0,0",1,80085
269109,强盗,100002,0,190,849666,647675,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
269110,晶魂,20018,0,190,15448471,830352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80059,"0,0,0,0",1,80059
269209,石狮,100007,0,190,850794,648065,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
269210,蓝巨人,20045,0,190,15468981,830852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80086,"0,0,0,0",1,80086
269309,冰火螳螂,100016,0,190,851922,648455,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
269310,小白虎,20011,0,190,15489491,831352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80052,"0,0,0,0",1,80052
269409,硬壳龟,100027,0,190,853050,648845,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
269410,多闻天王,17006,0,190,15510002,831852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80094,"0,0,0,0",1,80094
269509,邪毒蜂,100018,0,190,854178,649235,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
269510,小白虎,20011,0,190,15530512,832352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80052,"0,0,0,0",1,80052
269609,蚌精,100005,0,190,855306,649625,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
269610,地狱三头犬,20025,0,190,15551023,832852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80035,"0,0,0,0",1,80035
269709,白熊精,20015,0,190,856434,650015,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
269710,鬼武者,20033,0,190,15571533,833352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80074,"0,0,0,0",1,80074
269809,小乌龟,100001,0,190,857562,650405,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
269810,猿猴,20024,0,190,15592043,833852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80065,"0,0,0,0",1,80065
269909,冰火螳螂,100016,0,190,858690,650795,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
269910,魅,100040,0,190,15612554,834352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80040,"0,0,0,0",1,80040
270009,蚌精,100005,0,190,859819,651185,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
270010,魅,100040,0,190,15633064,834852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80040,"0,0,0,0",1,80040
270109,寒霜狼,100011,0,190,860947,651575,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
270110,剑灵,20006,0,190,15653574,835352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80047,"0,0,0,0",1,80047
270209,白熊精,20015,0,190,862075,651965,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
270210,晶魂,20018,0,190,15674085,835852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80059,"0,0,0,0",1,80059
270309,剑魂,100012,0,190,863203,652355,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
270310,桃花仙子,17003,0,190,15694595,836352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80091,"0,0,0,0",1,80091
270409,古树精,100013,0,190,864331,652745,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
270410,剑侠兔,20031,0,190,15715106,836852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80072,"0,0,0,0",1,80072
270509,剑魂,100012,0,190,865459,653135,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
270510,鹿力大仙,20047,0,190,15735616,837352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80088,"0,0,0,0",1,80088
270609,魔爪花,100025,0,190,866587,653525,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
270610,九尾狐,20016,0,190,15756126,837852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80057,"0,0,0,0",1,80057
270709,剑魂,100012,0,190,867715,653915,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
270710,棕熊,20008,0,190,15776637,838352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80049,"0,0,0,0",1,80049
270809,山精,100029,0,190,868843,654305,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80029,"0,0,0,0",0,80029
270810,冰龙,20030,0,190,15797147,838852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80071,"0,0,0,0",1,80071
270909,炎魔,100017,0,190,869971,654695,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80017,"0,0,0,0",0,80017
270910,冰龙,20030,0,190,15817657,839352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80071,"0,0,0,0",1,80071
271009,冰火螳螂,100016,0,190,871099,655085,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
271010,业魔,20027,0,190,15838168,839852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80068,"0,0,0,0",1,80068
271109,炎魔,100017,0,190,872227,655475,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80017,"0,0,0,0",0,80017
271110,深渊之龙,100039,0,190,15858678,840352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80039,"0,0,0,0",1,80039
271209,古树精,100013,0,190,873355,655865,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
271210,龙龟,20017,0,190,15879188,840852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80058,"0,0,0,0",1,80058
271309,白熊精,20015,0,190,874483,656255,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
271310,粉红兔,20002,0,190,15899699,841352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80043,"0,0,0,0",1,80043
271409,蚌精,100005,0,190,875612,656645,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
271410,巨灵,20014,0,190,15920209,841852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80055,"0,0,0,0",1,80055
271509,古树精,100013,0,190,876740,657035,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
271510,小白虎,20011,0,190,15940720,842352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80052,"0,0,0,0",1,80052
271609,木鱼怪,100026,0,190,877868,657425,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
271610,剑侠兔,20031,0,190,15961230,842852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80072,"0,0,0,0",1,80072
271709,强盗,100002,0,190,878996,657815,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
271710,剑侠兔,20031,0,190,15981740,843352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80072,"0,0,0,0",1,80072
271809,魔爪花,100025,0,190,880124,658205,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
271810,黑风老妖,20034,0,190,16002251,843852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80075,"0,0,0,0",1,80075
271909,小僵尸,100019,0,190,881252,658595,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80019,"0,0,0,0",0,80019
271910,虎力大仙,20044,0,190,16022761,844352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80085,"0,0,0,0",1,80085
272009,邪毒蜂,100018,0,190,882380,658985,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
272010,圣灵蝶,17004,0,190,16043271,844852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80092,"0,0,0,0",1,80092
272109,蝶精灵,100010,0,190,883508,659375,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
272110,鹿力大仙,20047,0,190,16063782,845352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80088,"0,0,0,0",1,80088
272209,蚌精,100005,0,190,884636,659765,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
272210,宠物剑邪,100030,0,190,16084292,845852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80030,"0,0,0,0",1,80030
272309,蚌精,100005,0,190,885764,660155,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
272310,雷震子,17010,0,190,16104803,846352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80098,"0,0,0,0",1,80098
