ID,帮贡消耗,技能1,技能2,技能3,技能4,技能5,技能6,技能7,技能8
199,500,"{'maxhp',68456},{'hujia',1990}","{'demage',10547}","{'demage',597},{'hujia',9950}","{'demage',9950},{'critrate',398}","{'demage',9950},{'critratedec',398}","{'demage',9950},{'hitrate',398}","{'demage',9950},{'dodge',398}","{'maxhp',44576},{'speed',199}"
200,600,"{'maxhp',68800},{'hujia',2000}","{'demage',10600}","{'demage',600},{'hujia',10000}","{'demage',10000},{'critrate',400}","{'demage',10000},{'critratedec',400}","{'demage',10000},{'hitrate',400}","{'demage',10000},{'dodge',400}","{'maxhp',44800},{'speed',200}"
201,600,"{'maxhp',69144},{'hujia',2010}","{'demage',10653}","{'demage',603},{'hujia',10050}","{'demage',10050},{'critrate',402}","{'demage',10050},{'critratedec',402}","{'demage',10050},{'hitrate',402}","{'demage',10050},{'dodge',402}","{'maxhp',45024},{'speed',201}"
202,600,"{'maxhp',69488},{'hujia',2020}","{'demage',10706}","{'demage',606},{'hujia',10100}","{'demage',10100},{'critrate',404}","{'demage',10100},{'critratedec',404}","{'demage',10100},{'hitrate',404}","{'demage',10100},{'dodge',404}","{'maxhp',45248},{'speed',202}"
203,600,"{'maxhp',69832},{'hujia',2030}","{'demage',10759}","{'demage',609},{'hujia',10150}","{'demage',10150},{'critrate',406}","{'demage',10150},{'critratedec',406}","{'demage',10150},{'hitrate',406}","{'demage',10150},{'dodge',406}","{'maxhp',45472},{'speed',203}"
204,600,"{'maxhp',70176},{'hujia',2040}","{'demage',10812}","{'demage',612},{'hujia',10200}","{'demage',10200},{'critrate',408}","{'demage',10200},{'critratedec',408}","{'demage',10200},{'hitrate',408}","{'demage',10200},{'dodge',408}","{'maxhp',45696},{'speed',204}"
205,600,"{'maxhp',70520},{'hujia',2050}","{'demage',10865}","{'demage',615},{'hujia',10250}","{'demage',10250},{'critrate',410}","{'demage',10250},{'critratedec',410}","{'demage',10250},{'hitrate',410}","{'demage',10250},{'dodge',410}","{'maxhp',45920},{'speed',205}"
206,600,"{'maxhp',70864},{'hujia',2060}","{'demage',10918}","{'demage',618},{'hujia',10300}","{'demage',10300},{'critrate',412}","{'demage',10300},{'critratedec',412}","{'demage',10300},{'hitrate',412}","{'demage',10300},{'dodge',412}","{'maxhp',46144},{'speed',206}"
207,600,"{'maxhp',71208},{'hujia',2070}","{'demage',10971}","{'demage',621},{'hujia',10350}","{'demage',10350},{'critrate',414}","{'demage',10350},{'critratedec',414}","{'demage',10350},{'hitrate',414}","{'demage',10350},{'dodge',414}","{'maxhp',46368},{'speed',207}"
208,600,"{'maxhp',71552},{'hujia',2080}","{'demage',11024}","{'demage',624},{'hujia',10400}","{'demage',10400},{'critrate',416}","{'demage',10400},{'critratedec',416}","{'demage',10400},{'hitrate',416}","{'demage',10400},{'dodge',416}","{'maxhp',46592},{'speed',208}"
209,600,"{'maxhp',71896},{'hujia',2090}","{'demage',11077}","{'demage',627},{'hujia',10450}","{'demage',10450},{'critrate',418}","{'demage',10450},{'critratedec',418}","{'demage',10450},{'hitrate',418}","{'demage',10450},{'dodge',418}","{'maxhp',46816},{'speed',209}"
210,600,"{'maxhp',72240},{'hujia',2100}","{'demage',11130}","{'demage',630},{'hujia',10500}","{'demage',10500},{'critrate',420}","{'demage',10500},{'critratedec',420}","{'demage',10500},{'hitrate',420}","{'demage',10500},{'dodge',420}","{'maxhp',47040},{'speed',210}"
211,600,"{'maxhp',72584},{'hujia',2110}","{'demage',11183}","{'demage',633},{'hujia',10550}","{'demage',10550},{'critrate',422}","{'demage',10550},{'critratedec',422}","{'demage',10550},{'hitrate',422}","{'demage',10550},{'dodge',422}","{'maxhp',47264},{'speed',211}"
212,600,"{'maxhp',72928},{'hujia',2120}","{'demage',11236}","{'demage',636},{'hujia',10600}","{'demage',10600},{'critrate',424}","{'demage',10600},{'critratedec',424}","{'demage',10600},{'hitrate',424}","{'demage',10600},{'dodge',424}","{'maxhp',47488},{'speed',212}"
213,600,"{'maxhp',73272},{'hujia',2130}","{'demage',11289}","{'demage',639},{'hujia',10650}","{'demage',10650},{'critrate',426}","{'demage',10650},{'critratedec',426}","{'demage',10650},{'hitrate',426}","{'demage',10650},{'dodge',426}","{'maxhp',47712},{'speed',213}"
214,600,"{'maxhp',73616},{'hujia',2140}","{'demage',11342}","{'demage',642},{'hujia',10700}","{'demage',10700},{'critrate',428}","{'demage',10700},{'critratedec',428}","{'demage',10700},{'hitrate',428}","{'demage',10700},{'dodge',428}","{'maxhp',47936},{'speed',214}"
215,600,"{'maxhp',73960},{'hujia',2150}","{'demage',11395}","{'demage',645},{'hujia',10750}","{'demage',10750},{'critrate',430}","{'demage',10750},{'critratedec',430}","{'demage',10750},{'hitrate',430}","{'demage',10750},{'dodge',430}","{'maxhp',48160},{'speed',215}"
216,600,"{'maxhp',74304},{'hujia',2160}","{'demage',11448}","{'demage',648},{'hujia',10800}","{'demage',10800},{'critrate',432}","{'demage',10800},{'critratedec',432}","{'demage',10800},{'hitrate',432}","{'demage',10800},{'dodge',432}","{'maxhp',48384},{'speed',216}"
217,600,"{'maxhp',74648},{'hujia',2170}","{'demage',11501}","{'demage',651},{'hujia',10850}","{'demage',10850},{'critrate',434}","{'demage',10850},{'critratedec',434}","{'demage',10850},{'hitrate',434}","{'demage',10850},{'dodge',434}","{'maxhp',48608},{'speed',217}"
218,600,"{'maxhp',74992},{'hujia',2180}","{'demage',11554}","{'demage',654},{'hujia',10900}","{'demage',10900},{'critrate',436}","{'demage',10900},{'critratedec',436}","{'demage',10900},{'hitrate',436}","{'demage',10900},{'dodge',436}","{'maxhp',48832},{'speed',218}"
219,600,"{'maxhp',75336},{'hujia',2190}","{'demage',11607}","{'demage',657},{'hujia',10950}","{'demage',10950},{'critrate',438}","{'demage',10950},{'critratedec',438}","{'demage',10950},{'hitrate',438}","{'demage',10950},{'dodge',438}","{'maxhp',49056},{'speed',219}"
220,600,"{'maxhp',75680},{'hujia',2200}","{'demage',11660}","{'demage',660},{'hujia',11000}","{'demage',11000},{'critrate',440}","{'demage',11000},{'critratedec',440}","{'demage',11000},{'hitrate',440}","{'demage',11000},{'dodge',440}","{'maxhp',49280},{'speed',220}"
221,600,"{'maxhp',76024},{'hujia',2210}","{'demage',11713}","{'demage',663},{'hujia',11050}","{'demage',11050},{'critrate',442}","{'demage',11050},{'critratedec',442}","{'demage',11050},{'hitrate',442}","{'demage',11050},{'dodge',442}","{'maxhp',49504},{'speed',221}"
222,600,"{'maxhp',76368},{'hujia',2220}","{'demage',11766}","{'demage',666},{'hujia',11100}","{'demage',11100},{'critrate',444}","{'demage',11100},{'critratedec',444}","{'demage',11100},{'hitrate',444}","{'demage',11100},{'dodge',444}","{'maxhp',49728},{'speed',222}"
223,600,"{'maxhp',76712},{'hujia',2230}","{'demage',11819}","{'demage',669},{'hujia',11150}","{'demage',11150},{'critrate',446}","{'demage',11150},{'critratedec',446}","{'demage',11150},{'hitrate',446}","{'demage',11150},{'dodge',446}","{'maxhp',49952},{'speed',223}"
224,600,"{'maxhp',77056},{'hujia',2240}","{'demage',11872}","{'demage',672},{'hujia',11200}","{'demage',11200},{'critrate',448}","{'demage',11200},{'critratedec',448}","{'demage',11200},{'hitrate',448}","{'demage',11200},{'dodge',448}","{'maxhp',50176},{'speed',224}"
225,600,"{'maxhp',77400},{'hujia',2250}","{'demage',11925}","{'demage',675},{'hujia',11250}","{'demage',11250},{'critrate',450}","{'demage',11250},{'critratedec',450}","{'demage',11250},{'hitrate',450}","{'demage',11250},{'dodge',450}","{'maxhp',50400},{'speed',225}"
226,600,"{'maxhp',77744},{'hujia',2260}","{'demage',11978}","{'demage',678},{'hujia',11300}","{'demage',11300},{'critrate',452}","{'demage',11300},{'critratedec',452}","{'demage',11300},{'hitrate',452}","{'demage',11300},{'dodge',452}","{'maxhp',50624},{'speed',226}"
227,600,"{'maxhp',78088},{'hujia',2270}","{'demage',12031}","{'demage',681},{'hujia',11350}","{'demage',11350},{'critrate',454}","{'demage',11350},{'critratedec',454}","{'demage',11350},{'hitrate',454}","{'demage',11350},{'dodge',454}","{'maxhp',50848},{'speed',227}"
228,600,"{'maxhp',78432},{'hujia',2280}","{'demage',12084}","{'demage',684},{'hujia',11400}","{'demage',11400},{'critrate',456}","{'demage',11400},{'critratedec',456}","{'demage',11400},{'hitrate',456}","{'demage',11400},{'dodge',456}","{'maxhp',51072},{'speed',228}"
229,600,"{'maxhp',78776},{'hujia',2290}","{'demage',12137}","{'demage',687},{'hujia',11450}","{'demage',11450},{'critrate',458}","{'demage',11450},{'critratedec',458}","{'demage',11450},{'hitrate',458}","{'demage',11450},{'dodge',458}","{'maxhp',51296},{'speed',229}"
230,600,"{'maxhp',79120},{'hujia',2300}","{'demage',12190}","{'demage',690},{'hujia',11500}","{'demage',11500},{'critrate',460}","{'demage',11500},{'critratedec',460}","{'demage',11500},{'hitrate',460}","{'demage',11500},{'dodge',460}","{'maxhp',51520},{'speed',230}"
231,600,"{'maxhp',79464},{'hujia',2310}","{'demage',12243}","{'demage',693},{'hujia',11550}","{'demage',11550},{'critrate',462}","{'demage',11550},{'critratedec',462}","{'demage',11550},{'hitrate',462}","{'demage',11550},{'dodge',462}","{'maxhp',51744},{'speed',231}"
232,600,"{'maxhp',79808},{'hujia',2320}","{'demage',12296}","{'demage',696},{'hujia',11600}","{'demage',11600},{'critrate',464}","{'demage',11600},{'critratedec',464}","{'demage',11600},{'hitrate',464}","{'demage',11600},{'dodge',464}","{'maxhp',51968},{'speed',232}"
233,600,"{'maxhp',80152},{'hujia',2330}","{'demage',12349}","{'demage',699},{'hujia',11650}","{'demage',11650},{'critrate',466}","{'demage',11650},{'critratedec',466}","{'demage',11650},{'hitrate',466}","{'demage',11650},{'dodge',466}","{'maxhp',52192},{'speed',233}"
234,600,"{'maxhp',80496},{'hujia',2340}","{'demage',12402}","{'demage',702},{'hujia',11700}","{'demage',11700},{'critrate',468}","{'demage',11700},{'critratedec',468}","{'demage',11700},{'hitrate',468}","{'demage',11700},{'dodge',468}","{'maxhp',52416},{'speed',234}"
235,600,"{'maxhp',80840},{'hujia',2350}","{'demage',12455}","{'demage',705},{'hujia',11750}","{'demage',11750},{'critrate',470}","{'demage',11750},{'critratedec',470}","{'demage',11750},{'hitrate',470}","{'demage',11750},{'dodge',470}","{'maxhp',52640},{'speed',235}"
236,600,"{'maxhp',81184},{'hujia',2360}","{'demage',12508}","{'demage',708},{'hujia',11800}","{'demage',11800},{'critrate',472}","{'demage',11800},{'critratedec',472}","{'demage',11800},{'hitrate',472}","{'demage',11800},{'dodge',472}","{'maxhp',52864},{'speed',236}"
237,600,"{'maxhp',81528},{'hujia',2370}","{'demage',12561}","{'demage',711},{'hujia',11850}","{'demage',11850},{'critrate',474}","{'demage',11850},{'critratedec',474}","{'demage',11850},{'hitrate',474}","{'demage',11850},{'dodge',474}","{'maxhp',53088},{'speed',237}"
238,600,"{'maxhp',81872},{'hujia',2380}","{'demage',12614}","{'demage',714},{'hujia',11900}","{'demage',11900},{'critrate',476}","{'demage',11900},{'critratedec',476}","{'demage',11900},{'hitrate',476}","{'demage',11900},{'dodge',476}","{'maxhp',53312},{'speed',238}"
239,600,"{'maxhp',82216},{'hujia',2390}","{'demage',12667}","{'demage',717},{'hujia',11950}","{'demage',11950},{'critrate',478}","{'demage',11950},{'critratedec',478}","{'demage',11950},{'hitrate',478}","{'demage',11950},{'dodge',478}","{'maxhp',53536},{'speed',239}"
240,600,"{'maxhp',82560},{'hujia',2400}","{'demage',12720}","{'demage',720},{'hujia',12000}","{'demage',12000},{'critrate',480}","{'demage',12000},{'critratedec',480}","{'demage',12000},{'hitrate',480}","{'demage',12000},{'dodge',480}","{'maxhp',53760},{'speed',240}"
241,600,"{'maxhp',82904},{'hujia',2410}","{'demage',12773}","{'demage',723},{'hujia',12050}","{'demage',12050},{'critrate',482}","{'demage',12050},{'critratedec',482}","{'demage',12050},{'hitrate',482}","{'demage',12050},{'dodge',482}","{'maxhp',53984},{'speed',241}"
242,600,"{'maxhp',83248},{'hujia',2420}","{'demage',12826}","{'demage',726},{'hujia',12100}","{'demage',12100},{'critrate',484}","{'demage',12100},{'critratedec',484}","{'demage',12100},{'hitrate',484}","{'demage',12100},{'dodge',484}","{'maxhp',54208},{'speed',242}"
243,600,"{'maxhp',83592},{'hujia',2430}","{'demage',12879}","{'demage',729},{'hujia',12150}","{'demage',12150},{'critrate',486}","{'demage',12150},{'critratedec',486}","{'demage',12150},{'hitrate',486}","{'demage',12150},{'dodge',486}","{'maxhp',54432},{'speed',243}"
244,600,"{'maxhp',83936},{'hujia',2440}","{'demage',12932}","{'demage',732},{'hujia',12200}","{'demage',12200},{'critrate',488}","{'demage',12200},{'critratedec',488}","{'demage',12200},{'hitrate',488}","{'demage',12200},{'dodge',488}","{'maxhp',54656},{'speed',244}"
245,600,"{'maxhp',84280},{'hujia',2450}","{'demage',12985}","{'demage',735},{'hujia',12250}","{'demage',12250},{'critrate',490}","{'demage',12250},{'critratedec',490}","{'demage',12250},{'hitrate',490}","{'demage',12250},{'dodge',490}","{'maxhp',54880},{'speed',245}"
246,600,"{'maxhp',84624},{'hujia',2460}","{'demage',13038}","{'demage',738},{'hujia',12300}","{'demage',12300},{'critrate',492}","{'demage',12300},{'critratedec',492}","{'demage',12300},{'hitrate',492}","{'demage',12300},{'dodge',492}","{'maxhp',55104},{'speed',246}"
247,600,"{'maxhp',84968},{'hujia',2470}","{'demage',13091}","{'demage',741},{'hujia',12350}","{'demage',12350},{'critrate',494}","{'demage',12350},{'critratedec',494}","{'demage',12350},{'hitrate',494}","{'demage',12350},{'dodge',494}","{'maxhp',55328},{'speed',247}"
248,600,"{'maxhp',85312},{'hujia',2480}","{'demage',13144}","{'demage',744},{'hujia',12400}","{'demage',12400},{'critrate',496}","{'demage',12400},{'critratedec',496}","{'demage',12400},{'hitrate',496}","{'demage',12400},{'dodge',496}","{'maxhp',55552},{'speed',248}"
249,600,"{'maxhp',85656},{'hujia',2490}","{'demage',13197}","{'demage',747},{'hujia',12450}","{'demage',12450},{'critrate',498}","{'demage',12450},{'critratedec',498}","{'demage',12450},{'hitrate',498}","{'demage',12450},{'dodge',498}","{'maxhp',55776},{'speed',249}"
250,700,"{'maxhp',86000},{'hujia',2500}","{'demage',13250}","{'demage',750},{'hujia',12500}","{'demage',12500},{'critrate',500}","{'demage',12500},{'critratedec',500}","{'demage',12500},{'hitrate',500}","{'demage',12500},{'dodge',500}","{'maxhp',56000},{'speed',250}"
251,700,"{'maxhp',86344},{'hujia',2510}","{'demage',13303}","{'demage',753},{'hujia',12550}","{'demage',12550},{'critrate',502}","{'demage',12550},{'critratedec',502}","{'demage',12550},{'hitrate',502}","{'demage',12550},{'dodge',502}","{'maxhp',56224},{'speed',251}"
252,700,"{'maxhp',86688},{'hujia',2520}","{'demage',13356}","{'demage',756},{'hujia',12600}","{'demage',12600},{'critrate',504}","{'demage',12600},{'critratedec',504}","{'demage',12600},{'hitrate',504}","{'demage',12600},{'dodge',504}","{'maxhp',56448},{'speed',252}"
253,700,"{'maxhp',87032},{'hujia',2530}","{'demage',13409}","{'demage',759},{'hujia',12650}","{'demage',12650},{'critrate',506}","{'demage',12650},{'critratedec',506}","{'demage',12650},{'hitrate',506}","{'demage',12650},{'dodge',506}","{'maxhp',56672},{'speed',253}"
254,700,"{'maxhp',87376},{'hujia',2540}","{'demage',13462}","{'demage',762},{'hujia',12700}","{'demage',12700},{'critrate',508}","{'demage',12700},{'critratedec',508}","{'demage',12700},{'hitrate',508}","{'demage',12700},{'dodge',508}","{'maxhp',56896},{'speed',254}"
255,700,"{'maxhp',87720},{'hujia',2550}","{'demage',13515}","{'demage',765},{'hujia',12750}","{'demage',12750},{'critrate',510}","{'demage',12750},{'critratedec',510}","{'demage',12750},{'hitrate',510}","{'demage',12750},{'dodge',510}","{'maxhp',57120},{'speed',255}"
256,700,"{'maxhp',88064},{'hujia',2560}","{'demage',13568}","{'demage',768},{'hujia',12800}","{'demage',12800},{'critrate',512}","{'demage',12800},{'critratedec',512}","{'demage',12800},{'hitrate',512}","{'demage',12800},{'dodge',512}","{'maxhp',57344},{'speed',256}"
257,700,"{'maxhp',88408},{'hujia',2570}","{'demage',13621}","{'demage',771},{'hujia',12850}","{'demage',12850},{'critrate',514}","{'demage',12850},{'critratedec',514}","{'demage',12850},{'hitrate',514}","{'demage',12850},{'dodge',514}","{'maxhp',57568},{'speed',257}"
258,700,"{'maxhp',88752},{'hujia',2580}","{'demage',13674}","{'demage',774},{'hujia',12900}","{'demage',12900},{'critrate',516}","{'demage',12900},{'critratedec',516}","{'demage',12900},{'hitrate',516}","{'demage',12900},{'dodge',516}","{'maxhp',57792},{'speed',258}"
259,700,"{'maxhp',89096},{'hujia',2590}","{'demage',13727}","{'demage',777},{'hujia',12950}","{'demage',12950},{'critrate',518}","{'demage',12950},{'critratedec',518}","{'demage',12950},{'hitrate',518}","{'demage',12950},{'dodge',518}","{'maxhp',58016},{'speed',259}"
260,700,"{'maxhp',89440},{'hujia',2600}","{'demage',13780}","{'demage',780},{'hujia',13000}","{'demage',13000},{'critrate',520}","{'demage',13000},{'critratedec',520}","{'demage',13000},{'hitrate',520}","{'demage',13000},{'dodge',520}","{'maxhp',58240},{'speed',260}"
261,700,"{'maxhp',89784},{'hujia',2610}","{'demage',13833}","{'demage',783},{'hujia',13050}","{'demage',13050},{'critrate',522}","{'demage',13050},{'critratedec',522}","{'demage',13050},{'hitrate',522}","{'demage',13050},{'dodge',522}","{'maxhp',58464},{'speed',261}"
262,700,"{'maxhp',90128},{'hujia',2620}","{'demage',13886}","{'demage',786},{'hujia',13100}","{'demage',13100},{'critrate',524}","{'demage',13100},{'critratedec',524}","{'demage',13100},{'hitrate',524}","{'demage',13100},{'dodge',524}","{'maxhp',58688},{'speed',262}"
263,700,"{'maxhp',90472},{'hujia',2630}","{'demage',13939}","{'demage',789},{'hujia',13150}","{'demage',13150},{'critrate',526}","{'demage',13150},{'critratedec',526}","{'demage',13150},{'hitrate',526}","{'demage',13150},{'dodge',526}","{'maxhp',58912},{'speed',263}"
264,700,"{'maxhp',90816},{'hujia',2640}","{'demage',13992}","{'demage',792},{'hujia',13200}","{'demage',13200},{'critrate',528}","{'demage',13200},{'critratedec',528}","{'demage',13200},{'hitrate',528}","{'demage',13200},{'dodge',528}","{'maxhp',59136},{'speed',264}"
265,700,"{'maxhp',91160},{'hujia',2650}","{'demage',14045}","{'demage',795},{'hujia',13250}","{'demage',13250},{'critrate',530}","{'demage',13250},{'critratedec',530}","{'demage',13250},{'hitrate',530}","{'demage',13250},{'dodge',530}","{'maxhp',59360},{'speed',265}"
266,700,"{'maxhp',91504},{'hujia',2660}","{'demage',14098}","{'demage',798},{'hujia',13300}","{'demage',13300},{'critrate',532}","{'demage',13300},{'critratedec',532}","{'demage',13300},{'hitrate',532}","{'demage',13300},{'dodge',532}","{'maxhp',59584},{'speed',266}"
267,700,"{'maxhp',91848},{'hujia',2670}","{'demage',14151}","{'demage',801},{'hujia',13350}","{'demage',13350},{'critrate',534}","{'demage',13350},{'critratedec',534}","{'demage',13350},{'hitrate',534}","{'demage',13350},{'dodge',534}","{'maxhp',59808},{'speed',267}"
268,700,"{'maxhp',92192},{'hujia',2680}","{'demage',14204}","{'demage',804},{'hujia',13400}","{'demage',13400},{'critrate',536}","{'demage',13400},{'critratedec',536}","{'demage',13400},{'hitrate',536}","{'demage',13400},{'dodge',536}","{'maxhp',60032},{'speed',268}"
269,700,"{'maxhp',92536},{'hujia',2690}","{'demage',14257}","{'demage',807},{'hujia',13450}","{'demage',13450},{'critrate',538}","{'demage',13450},{'critratedec',538}","{'demage',13450},{'hitrate',538}","{'demage',13450},{'dodge',538}","{'maxhp',60256},{'speed',269}"
270,700,"{'maxhp',92880},{'hujia',2700}","{'demage',14310}","{'demage',810},{'hujia',13500}","{'demage',13500},{'critrate',540}","{'demage',13500},{'critratedec',540}","{'demage',13500},{'hitrate',540}","{'demage',13500},{'dodge',540}","{'maxhp',60480},{'speed',270}"
271,700,"{'maxhp',93224},{'hujia',2710}","{'demage',14363}","{'demage',813},{'hujia',13550}","{'demage',13550},{'critrate',542}","{'demage',13550},{'critratedec',542}","{'demage',13550},{'hitrate',542}","{'demage',13550},{'dodge',542}","{'maxhp',60704},{'speed',271}"
272,700,"{'maxhp',93568},{'hujia',2720}","{'demage',14416}","{'demage',816},{'hujia',13600}","{'demage',13600},{'critrate',544}","{'demage',13600},{'critratedec',544}","{'demage',13600},{'hitrate',544}","{'demage',13600},{'dodge',544}","{'maxhp',60928},{'speed',272}"
273,700,"{'maxhp',93912},{'hujia',2730}","{'demage',14469}","{'demage',819},{'hujia',13650}","{'demage',13650},{'critrate',546}","{'demage',13650},{'critratedec',546}","{'demage',13650},{'hitrate',546}","{'demage',13650},{'dodge',546}","{'maxhp',61152},{'speed',273}"
274,700,"{'maxhp',94256},{'hujia',2740}","{'demage',14522}","{'demage',822},{'hujia',13700}","{'demage',13700},{'critrate',548}","{'demage',13700},{'critratedec',548}","{'demage',13700},{'hitrate',548}","{'demage',13700},{'dodge',548}","{'maxhp',61376},{'speed',274}"
275,700,"{'maxhp',94600},{'hujia',2750}","{'demage',14575}","{'demage',825},{'hujia',13750}","{'demage',13750},{'critrate',550}","{'demage',13750},{'critratedec',550}","{'demage',13750},{'hitrate',550}","{'demage',13750},{'dodge',550}","{'maxhp',61600},{'speed',275}"
276,700,"{'maxhp',94944},{'hujia',2760}","{'demage',14628}","{'demage',828},{'hujia',13800}","{'demage',13800},{'critrate',552}","{'demage',13800},{'critratedec',552}","{'demage',13800},{'hitrate',552}","{'demage',13800},{'dodge',552}","{'maxhp',61824},{'speed',276}"
277,700,"{'maxhp',95288},{'hujia',2770}","{'demage',14681}","{'demage',831},{'hujia',13850}","{'demage',13850},{'critrate',554}","{'demage',13850},{'critratedec',554}","{'demage',13850},{'hitrate',554}","{'demage',13850},{'dodge',554}","{'maxhp',62048},{'speed',277}"
278,700,"{'maxhp',95632},{'hujia',2780}","{'demage',14734}","{'demage',834},{'hujia',13900}","{'demage',13900},{'critrate',556}","{'demage',13900},{'critratedec',556}","{'demage',13900},{'hitrate',556}","{'demage',13900},{'dodge',556}","{'maxhp',62272},{'speed',278}"
279,700,"{'maxhp',95976},{'hujia',2790}","{'demage',14787}","{'demage',837},{'hujia',13950}","{'demage',13950},{'critrate',558}","{'demage',13950},{'critratedec',558}","{'demage',13950},{'hitrate',558}","{'demage',13950},{'dodge',558}","{'maxhp',62496},{'speed',279}"
280,700,"{'maxhp',96320},{'hujia',2800}","{'demage',14840}","{'demage',840},{'hujia',14000}","{'demage',14000},{'critrate',560}","{'demage',14000},{'critratedec',560}","{'demage',14000},{'hitrate',560}","{'demage',14000},{'dodge',560}","{'maxhp',62720},{'speed',280}"
281,700,"{'maxhp',96664},{'hujia',2810}","{'demage',14893}","{'demage',843},{'hujia',14050}","{'demage',14050},{'critrate',562}","{'demage',14050},{'critratedec',562}","{'demage',14050},{'hitrate',562}","{'demage',14050},{'dodge',562}","{'maxhp',62944},{'speed',281}"
282,700,"{'maxhp',97008},{'hujia',2820}","{'demage',14946}","{'demage',846},{'hujia',14100}","{'demage',14100},{'critrate',564}","{'demage',14100},{'critratedec',564}","{'demage',14100},{'hitrate',564}","{'demage',14100},{'dodge',564}","{'maxhp',63168},{'speed',282}"
283,700,"{'maxhp',97352},{'hujia',2830}","{'demage',14999}","{'demage',849},{'hujia',14150}","{'demage',14150},{'critrate',566}","{'demage',14150},{'critratedec',566}","{'demage',14150},{'hitrate',566}","{'demage',14150},{'dodge',566}","{'maxhp',63392},{'speed',283}"
284,700,"{'maxhp',97696},{'hujia',2840}","{'demage',15052}","{'demage',852},{'hujia',14200}","{'demage',14200},{'critrate',568}","{'demage',14200},{'critratedec',568}","{'demage',14200},{'hitrate',568}","{'demage',14200},{'dodge',568}","{'maxhp',63616},{'speed',284}"
285,700,"{'maxhp',98040},{'hujia',2850}","{'demage',15105}","{'demage',855},{'hujia',14250}","{'demage',14250},{'critrate',570}","{'demage',14250},{'critratedec',570}","{'demage',14250},{'hitrate',570}","{'demage',14250},{'dodge',570}","{'maxhp',63840},{'speed',285}"
286,700,"{'maxhp',98384},{'hujia',2860}","{'demage',15158}","{'demage',858},{'hujia',14300}","{'demage',14300},{'critrate',572}","{'demage',14300},{'critratedec',572}","{'demage',14300},{'hitrate',572}","{'demage',14300},{'dodge',572}","{'maxhp',64064},{'speed',286}"
287,700,"{'maxhp',98728},{'hujia',2870}","{'demage',15211}","{'demage',861},{'hujia',14350}","{'demage',14350},{'critrate',574}","{'demage',14350},{'critratedec',574}","{'demage',14350},{'hitrate',574}","{'demage',14350},{'dodge',574}","{'maxhp',64288},{'speed',287}"
288,700,"{'maxhp',99072},{'hujia',2880}","{'demage',15264}","{'demage',864},{'hujia',14400}","{'demage',14400},{'critrate',576}","{'demage',14400},{'critratedec',576}","{'demage',14400},{'hitrate',576}","{'demage',14400},{'dodge',576}","{'maxhp',64512},{'speed',288}"
289,700,"{'maxhp',99416},{'hujia',2890}","{'demage',15317}","{'demage',867},{'hujia',14450}","{'demage',14450},{'critrate',578}","{'demage',14450},{'critratedec',578}","{'demage',14450},{'hitrate',578}","{'demage',14450},{'dodge',578}","{'maxhp',64736},{'speed',289}"
290,700,"{'maxhp',99760},{'hujia',2900}","{'demage',15370}","{'demage',870},{'hujia',14500}","{'demage',14500},{'critrate',580}","{'demage',14500},{'critratedec',580}","{'demage',14500},{'hitrate',580}","{'demage',14500},{'dodge',580}","{'maxhp',64960},{'speed',290}"
291,700,"{'maxhp',100104},{'hujia',2910}","{'demage',15423}","{'demage',873},{'hujia',14550}","{'demage',14550},{'critrate',582}","{'demage',14550},{'critratedec',582}","{'demage',14550},{'hitrate',582}","{'demage',14550},{'dodge',582}","{'maxhp',65184},{'speed',291}"
292,700,"{'maxhp',100448},{'hujia',2920}","{'demage',15476}","{'demage',876},{'hujia',14600}","{'demage',14600},{'critrate',584}","{'demage',14600},{'critratedec',584}","{'demage',14600},{'hitrate',584}","{'demage',14600},{'dodge',584}","{'maxhp',65408},{'speed',292}"
293,700,"{'maxhp',100792},{'hujia',2930}","{'demage',15529}","{'demage',879},{'hujia',14650}","{'demage',14650},{'critrate',586}","{'demage',14650},{'critratedec',586}","{'demage',14650},{'hitrate',586}","{'demage',14650},{'dodge',586}","{'maxhp',65632},{'speed',293}"
294,700,"{'maxhp',101136},{'hujia',2940}","{'demage',15582}","{'demage',882},{'hujia',14700}","{'demage',14700},{'critrate',588}","{'demage',14700},{'critratedec',588}","{'demage',14700},{'hitrate',588}","{'demage',14700},{'dodge',588}","{'maxhp',65856},{'speed',294}"
295,700,"{'maxhp',101480},{'hujia',2950}","{'demage',15635}","{'demage',885},{'hujia',14750}","{'demage',14750},{'critrate',590}","{'demage',14750},{'critratedec',590}","{'demage',14750},{'hitrate',590}","{'demage',14750},{'dodge',590}","{'maxhp',66080},{'speed',295}"
296,700,"{'maxhp',101824},{'hujia',2960}","{'demage',15688}","{'demage',888},{'hujia',14800}","{'demage',14800},{'critrate',592}","{'demage',14800},{'critratedec',592}","{'demage',14800},{'hitrate',592}","{'demage',14800},{'dodge',592}","{'maxhp',66304},{'speed',296}"
297,700,"{'maxhp',102168},{'hujia',2970}","{'demage',15741}","{'demage',891},{'hujia',14850}","{'demage',14850},{'critrate',594}","{'demage',14850},{'critratedec',594}","{'demage',14850},{'hitrate',594}","{'demage',14850},{'dodge',594}","{'maxhp',66528},{'speed',297}"
