#key_ks,msg_s,show_s(1:系统，2:淡入淡出提示，3:确定对话框，4:大喇叭，5:屏幕提示，6:结拜频道，7:世界频道，10。帮会频道，11.IM消息，),"transform_t(用于对接收到的参数进行转换)编写规则{[index1] = op,[index2] = op}1:物品entry => 物品name 2:物品品质 => 颜色 7.物品附加属性id->名称  9:帮会建筑id =》建筑名  10:时间转换，转换成的格式放在100对应的参数 例子参见 RESULT_BIWU_ENTER_ROOM，11。id转竞技组别名字  12。id转比赛名字，13。数字转星期名，14.帮会职位名字"
key_ks,msg_s,show_t,transform_t
ROLE_LEVEL_OPEN,级开放,,
ROLE_PROPERTY,人物属性,,
ROLE_UPGRADE_TIPS,是否升到%d级,,
ROLE_EXP_MAXLIMIT,当前经验存储已达最大值,

FABAO_TITLE_TXT1,法宝,,
FABAO_TITLE_TXT2,升级,,
FABAO_TITLE_TXT3,打造,,
FABAO_TITLE_TXT4,分解,,
FABAO_TXT1,注:双击佩戴或更换法宝，不可佩戴同类型的法宝,,
FABAO_DAZAO_TXT1,#lime法书,,
FABAO_DAZAO_TXT2,#lime神铁,,
FABAO_DAZAO_TXT3,已累计:#lime%d次,,
FABAO_DAZAO_TXT4,来源: ,,
FABAO_DAZAO_TXT5,累计20次#orange完美打造#rf法宝，必定出完美法宝#cyan(完美法宝有特技),,
FABAO_FENJIE_TXT1,注: 锁定的法宝不会被分解,,
FABAO_FENJIE_TXT2,法宝分解可获得法宝升级石,,
FABAO_FENJIE_TXT3,可获得法宝升级石: ,,
FABAO_FENJIE_TXT4,没有可分解法宝,,
FABAO_QUALITY_TXT6,传说,,
FABAO_QUALITY_TXT5,完美,,
FABAO_QUALITY_TXT4,卓越,,
FABAO_QUALITY_TXT3,稀有,,
FABAO_QUALITY_TXT2,精良,,
FABAO_QUALITY_TXT1,普通,,
FABAO_QUALITY_TXT7,级别:,,
FABAO_DAZAO_PUTONG,普通打造,,
FABAO_DAZAO_WANMEI,完美打造,,
FABAO_QUALITY_TITLE,其他,,
FABAO_TIPS_TXT1,打造法宝材料不足,,
FABAO_TIPS_TXT2,其他槽位已装备该类型法宝,,
FABAO_NAME,未穿戴,,
FABAO_JIESUO,%d级或VIP%d,,
FABAO_UPGRADE_TXT1,基础属性加成%d%,,
FABAO_DAZAOZHE,打造者:,,
FABAO_SKILL,技能:,,
FABAO_EFFECT,效果:,,
ROLE_SUIT_TXT1,激活%d件,,
ROLE_SUIT_TXT2,需要集齐4件套装后才能进行幻化,,
ROLE_SUIT_TXT3,需要前往套装界面进行幻化,,
ROLE_SUIT_TXT4,套,,
ROLE_SUIT_TXT5,注意：套装集齐后才能进行幻化,,
FABAO_NEXT_LEVEL_JIHUO,(%d级激活),,
FABAO_NO_COUNT_TXT1,佩戴法宝可大幅度提升战力,,
FABAO_NO_COUNT_TXT2,高品质法宝拥有更牛的技能,,
FABAO_NO_COUNT_TXT3,通过打造可快速获得法宝,,
FABAO_QILINGSHUXING,器灵属性,,

#锻造
FORGE_TXT1,强化,,
FORGE_TXT2,精炼,,
FORGE_TXT3,锻造,,
FORGE_TXT4,宝石,,
FORGE_XIANGQIAN,镶嵌,,
FORGE_TXT5,+%d,,
FORGE_TXT6,全身强化,,
FORGE_TXT7,全身精炼,,
FORGE_TXT8,全身锻造,,
FORGE_TXT9,全身宝石,,
FORGE_TXT10,#BAOSHI#rf攻击宝石#space_10,,
FORGE_BAOSHI_SHENGMING,#BAOSHI#rf生命宝石#space_10,,
FORGE_BAOSHI_GONGJI,#BAOSHI#rf攻击宝石#space_10,,
FORGE_BAOSHI_FANGYU,#BAOSHI#rf防御宝石#space_10,
FORGE_TXT11,获取银两,,
FORGE_TXT12,获取精炼石,,
FORGE_TXT13,获取锻造石,,
FORGE_TXT14,获取宝石精华,,
FORGE_TXT15,强化属性,,
FORGE_TXT16,精炼属性,,
FORGE_TXT17,锻造属性,,
FORGE_TXT18,宝石属性,,
FORGE_TXT19,宝石#space_10未激活,,
FORGE_TXT20,宝石#space_10+%d,,
FORGE_BTN,一键%s,,
FORGE_COST,消耗:%s#space_10%s%d#lime/%d,,
FORGE_SHULIANDU,(%d/%d),,
FORGE_TOTALDES,生命+%d#space_55#green生命+%d#rf#br#br攻击+%d#space_55#green攻击+%d,,
FORGE_LEVEL_DES_TRUE,#yellow%s+%d,,
FORGE_LEVEL_TRUE,#lime已激活,,
FORGE_LEVEL_DES_FALSE,#orange无,,
FORGE_LEVEL_FALSE,未激活,,
FORGE_MANJI,已满级,,
FORGE_SHENGMING,生命+,,
FORGE_GONGJI,攻击+,,
FORGE_FANGYU,防御+,,
FORGE_LEVEL_DES,%s#br#br%s,,
FORGE_LEVEL_EFFECT,当前效果:,,
FORGE_LEVEL_EFFECT_NEXT,下级效果:,,
FASHION_EFFECT_TIPS,全身%d件装备等级大于等于%d级#br#br#space_100且达到金色品质,,
FORGE_LEVEL_EFFECT_SIGLE,%s+%d,,
FORGE_LEVEL_ZHANLI,可提升%d战斗力,,
FORGE_LEVEL_EFFECT_DES,%s#br#br%s#br#br%s,,
FASHION_MAN_TIPS,套装激活属性中:神装等级=装备自身等级+200级,,
FORGE_CANCEL_DOTS,不显示红点,,
#玩家详情
PALYER_DETAILS_TXT1,修改昵称,,
PALYER_DETAILS_TXT2,更改头像,,
PALYER_DETAILS_TXT3,系统设置,,
PALYER_DETAILS_TXT4,#greenyellow复制昵称,,
PALYER_DETAILS_TXT5,昵称:%s#br#br性别:%s#br#br等级:%s#br#br帮会:%s,,
PLAYER_DETAILS_TXT6,玩家详情,,
PLAYER_DETAILS_TXT7,无,,
PLAYER_DETAILS_TXT8,与当前名字一致,,
PLAYER_DETAILS_TXT9,暂未开启,,
PLAYER_DETAILS_TXT11,玩家已下线,,
PLAYER_OFFLINE_TIME,离线时间:,,
#改名
RENAME_TXT1,第一次免费改名,,
RENAME_TXT2,改名,,
RENAME_TXT3,改名:,,
RENAME_TXT4,确定,,
RENAME_TXT5,取消,,
RENAME_TXT6,请输入,,
#获取途径
ACCESS_TXT1,银两兑换,,
ACCESS_TXT2,获取材料,,
ACCESS_TXT3,兑换4小时离线收益银两,,
ACCESS_TXT4,剩余%d次,,
ACCESS_TXT5,VIP%d每天可再购买2次,,
ACCESS_MAX_VIP,已到达最大VIP等级,,
ACCESS_TXT6,兑换,,
ACCESS_TXT7,材料不足，可通过以下方式获得,,
ACCESS_TXT8,其他途径,,
ACCESS_TXT9,#YUANBAO#green%d,,
ACCESS_TXT11,充值,,
ACCESS_TXT10,材料副本,,
ACCESS_TXT12,购买,,
ACCESS_MONEY_GET,银两:#JINBI%d,,
ACCESS_MONEY_COST,消耗:%s/%d,,
ACCESS_SHANGDIAN,商店购买,,
ACCESS_NOT_ENOUGH,银两兑换令不足,,
ACCESS_NOT_TWICE,次数不足,,
ACCESS_ITEM_BUY,物品购买,,
ACCESS_ACTIVTIY_NOT,活动暂未开启,,
ACCESS_ACTIVTIY_GUOQI,当前活动已结束,,
#仙君
XIANLV_TXT1,仙君总战力:#green%d#space#rf已激活:#green%d#space#rf已出战:#green%d/2,,
XIANLV_TXT2,休息,,
XIANLV_TXT3,出战,,
XIANLV_TXT4,%s#redx%d#br#br#rf拥有:%s,,
XIANLV_TXT5,获取材料,,
XIANLV_TXT6,%s#br#br#rf拥有:%s,,
XIANLV_TXT7,%d/%d,,
XIANLV_TXT8,仙君永久加成属性,,
XIANLV_TXT9,#lime%d级,,
XIANLV_TXT10,仙君星级达到#lime%d#rf星,,
XIANLV_CONDITION,升级条件,,
XIANLV_TXT11,法阵,,
XIANLV_TXT12,神位,,
XIANLV_QIYUAN_TXT1,仙君奇缘#space,,
XIANLV_QIYUAN_JI,级,,
XIANLV_QIYUAN_TXT2,#yellow当前效果#rf,,
XIANLV_QIYUAN_TXT3,#yellow下级效果#rf,,
XIANLV_QIYUAN_NEXTlEVEL,仙侣总等级达到#lime%d阶#rf可激活,,
XIANLV_QIYUAN_NOWLEVEL,当前总等级 : ,,
XIANLV_PROPERTY_TXT1,无视防御:#green%d#rf#space减免无视:#green%d,,

#竞技场,,,
JJC_TXT1,竞技场,,
JJC_TXT2,天下第一,,
JJC_TXT3,第,,
JJC_TXT4,名,,
JJC_TXT5,剩余挑战次数:#lime%d,,
JJC_TXT6,每天21点结算,,
JJC_TXT7,不可以挑战自己,,
JJC_TXT8,竞技排行,,
JJC_TXT9,奖励,,
JJC_TXT10,挑战记录,,
JJC_TXT11,#lime你#ublack挑战了#red,,
JJC_TXT12,挑战次数不足,,
JJC_TXT13,是否消耗#orange%d元宝#white购买#lime%d#white次挑战次数#br剩余购买次数:#lime%d#brVIP%d#white每天可多购买#lime%d次,,
JJC_TXT14,是否消耗#orange%d元宝#white购买#lime%d#white次挑战次数#br剩余购买次数:#lime%d,,
JJC_TXT15,不变,,
JJC_TXT16,竞技排名,,
JJC_TXT17,报名,,
JJC_TXT18,是否消耗#yellow%s#rf进行押注,,
JJC_TXT19,押注成功奖励,,
JJC_TXT20,押注失败奖励,,
JJC_TXT21,可获得,,
JJC_TXT22,局,,
JJC_TXT23,对战,,
JJC_TXT24,押,,
JJC_TXT25,低级押注,,
JJC_TXT26,中级押注,,
JJC_TXT27,高级押注,,
JJC_TXT28,查看,,
JJC_TXT29,获胜,,
JJC_TXT30,押注,,
JJC_TXT31,押注时间已结束，请下轮再来,,
JJC_TXT32,已报名,,
JJC_COMBAT_TIPS,战报,,
JJC_ROUND_11,16强,
JJC_ROUND_12,8强,
JJC_ROUND_13,4强,
JJC_ROUND_14,半决赛,
JJC_ROUND_15,决赛,
JJC_ROUND_JINSHENG,晋升,,
JJC_ROUND_TIME,周%s晚上21:00,,
JJC_ROUBD_DES_TIPS,当前赛程,,
JJC_ROUND_TIPS_TXT1,押注成功可获得对应的奖励（注：只可押注一种）,,
JJC_ROUND_TIPS_TXT2,注： 押注的本金不会退还,,

JJC_COMBAT_AREA_TXT1,人榜（120～149级）,,
JJC_COMBAT_AREA_TXT2,天榜（150～179级）,,
JJC_COMBAT_AREA_TXT3,佛榜（180～209级）,,
JJC_COMBAT_AREA_TXT4,仙榜（210～239级）,,
JJC_COMBAT_AREA_TXT5,神榜（240～269级）,,
JJC_COMBAT_AREA_TXT6,帝榜（270～300级）,,


#帮会,,,
CLUB_TXT1,帮会,,
CLUB_TXT2,帮会列表,,
CLUB_TXT3,创建帮会,,
CLUB_TXT4,帮会大厅,,
CLUB_TXT5,帮会上香,,
CLUB_TXT6,帮会副本,,
CLUB_TXT7,帮会技能,,
CLUB_TXT8,帮会活跃,,
CLUB_TXT9,帮会商店,,
CLUB_TXT10,帮会地图,,
CLUB_TXT11,帮会战,,
CLUB_TXT12,公告,,
CLUB_TXT13,名字,,
CLUB_TXT14,帮主:%s,,
CLUB_TXT15,人数,,
CLUB_TXT16,资金:%s/%s,,
CLUB_TXT17,等级:%s,,
CLUB_TXT18,查看申请,,
CLUB_TXT19,帮会捐献,,
CLUB_TXT20,成员信息,,
CLUB_TXT21,帮会列表,,
CLUB_TXT22,修改公告,,
CLUB_TXT23,创建帮会,,
CLUB_TXT24,请输入帮会名字,,
CLUB_TXT25,帮会成员,,
CLUB_TXT26,退出,,
CLUB_TXT27,帮会活跃,,
CLUB_TXT28,每日奖励,,
CLUB_TXT29,帮会活跃#space_10Lv.%d,,
CLUB_TXT30,当前属性:,,
CLUB_TXT31,下级属性,,
CLUB_TXT32,帮会采集(%d/%d),,
CLUB_TXT33,帮会小怪(%d/%d),,
CLUB_TXT34,消耗:#saddlebrown%s,,
CLUB_TXT37,今日香火值进度:#green%s#rf,,
CLUB_TXT38,今日香火值次数:#green%s#rf,,
CLUB_TXT39,%s#space#green%s#rf#space上了一柱#space_10%s%s#rf,,
CLUB_TXT40,等级上限:%s,,
CLUB_TXT41,消耗:#HONGDIAN%d,,
CLUB_TXT42,只有帮主或副帮主才可以进行此操作,,
CLUB_TXT43,同意,,
CLUB_TXT44,拒绝,,
CLUB_TXT45,捐献,,
CLUB_TXT46,在线,,
CLUB_TXT47,离线%s,,
CLUB_TXT48,我的职位:,,
CLUB_TXT49,我的贡献:,,
CLUB_TXT50,领取,,
CLUB_TXT51,未达成,,
CLUB_TXT52,活跃%d级,,
CLUB_TXT53,请填写帮会名字,,
CLUB_TXT54,帮会名字不能超过6个字,,
CLUB_TXT55,申请,,
CLUB_TXT56,创建消耗:#YUANBAO#saddlebrown%d#rf,,
CLUB_TXT57,敬请期待,,
CLUB_TXT58,%s(Lv.%d),,
CLUB_TXT59,帮主:%s,,
CLUB_TXT60,帮贡:%s,,
CLUB_TXT61,战力:%s,,
CLUB_TXT62,%s【%s】#rf#ublack%s#br帮贡:%s#br战力:%s,,
CLUB_TXT63,是否退出公会?,,
CLUB_TXT64,您是帮主，退出帮会前请先转让您的职务,,
CLUB_TXT65,未知,,
CLUB_TXT66,任命%s担任%s,,
CLUB_TXT67,是否将%s移除出帮会,,
CLUB_TXT68,今日活跃值达到%d点#green(%d/%d),,
CLUB_TXT69,活跃等级已达到上限,,
CLUB_TXT70,帮会活跃经验不足,,



CLUB_TXT71,檀木香,,
CLUB_TXT72,紫沉香,,
CLUB_TXT73,龙头香,,

CLUB_TXT74,需战力:,,
CLUB_TXT75,需审核,,
CLUB_TXT76,%d级帮会#br#green（VIP%d可创建）#br#ublack可容纳#green%d#ublack帮会成员,,
CLUB_TXT77,长度限制50字以内,,
CLUB_TXT78,帮会申请,,
CLUB_TXT79,改,,
CLUB_TXT80,招,,
CLUB_TXT81,上香,,
CLUB_TXT82,+%s#rf帮会资金#br+%s#rf帮贡#br+%s#rf香火值,,
CLUB_TXT83,创建队伍,,
CLUB_TXT84,快速加入,,
CLUB_TXT85,队长,,
CLUB_TXT86,踢,,
CLUB_TXT87,几率掉落,,
CLUB_TXT88,任命,,
CLUB_TXT89,踢出,,

CLUB_TXT90,帮会改名,,
CLUB_TXT91,当前经验不足,,
CLUB_TXT92,奖励预览,,
CLUB_TXT93,任务,,
CLUB_TXT94,次数,,
CLUB_TXT95,单次经验,,
CLUB_TXT96,活跃%s级,,
CLUB_TXT97,自动,,
CLUB_TXT98,一键完成,,
CLUB_TXT99,人数:#green(%s),,
CLUB_TXT100,【%s】帮会正在招兵买马，老大带领兄弟姐妹们吃香喝辣%s13;%d;%d;点击申请%s,,
CLUB_TXT101,消耗:#BANG_GONG#little_space,,

CLUB_TXT102,是否花费%s元宝一键完成帮会任务,,
CLUB_TXT103,时间:每天#lime12-13点#white开启帮会召集#br#br说明:在帮会期间进行#lime帮会采集#white和#lime帮会小怪#white任务能获得多倍进度,,
CLUB_TXT104,帮会召集,,
CLUB_TXT105,重置,,

CLUB_TXT106,帮会兑换,,
CLUB_TXT107,刷新商店,,
CLUB_TXT108,刷新倒计时：%s#br可刷新次数：#green%d,,
CLUB_TXT109,是否花费180元宝刷新兑换列表,,

CLUB_TXT110,加入帮会,,
CLUB_TXT111,香火值可领取,,

CLUB_TXT112,帮会记录,,
CLUB_TXT113,帮会%s级开启,,
CLUB_TXT114,协助他人通关副本收益次数，可获得协助奖励。每天协助次数#green（%d/%d）,,
CLUB_TXT115,#red帮会%s级可参加,,
CLUB_TXT116,剩余收益次数#br#green（%d/%d）,,

CLUB_TXT117,帮贡不足,,
CLUB_TXT118,需要VIP%s才能创建%s级帮会,,
CLUB_TXT119,未达到帮会需求战力,,
CLUB_TXT120,限制战力最低%s,,
CLUB_TXT121,限制战力最高%s,,
CLUB_TXT122,您已在帮会地图中,,
CLUB_TXT123,兑换材料不足,,
CLUB_TXT124,申请成功,,

CLUB_TXT125,帮会采集任务重置#br#BIND_YUANBAO%s%d#br#white剩余#lime%d#white次#br#limeVIP%d#white每天可再购买#lime%d#white次,,
CLUB_TXT126,帮会采集任务重置#br#BIND_YUANBAO%s%d#br#white剩余#lime%d#white次,,
CLUB_TXT127,帮会小怪任务重置#br#BIND_YUANBAO%s%d#br#white剩余#lime%d#white次#br#limeVIP%d#white每天可再购买#lime%d#white次,,
CLUB_TXT128,帮会小怪任务重置#br#BIND_YUANBAO%s%d#br#white剩余#lime%d#white次,,
CLUB_TXT129,开启%s副本%s。%s14;%d;%d;%d;点击加入%s,,
CLUB_TXT130,你尚未加入公会,,
CLUB_TXT131,等级不足，不能申请加入公会,,

CLUB_STORE_TXT1,帮会仓库,,
CLUB_STORE_TXT2,分配记录,,
CLUB_STORE_TXT3,1.只有帮主、副帮主才有许可权分配物品#br2.帮会仓库最多可容纳%d件物品，超过后无法存入,,
CLUB_STORE_TXT4,#darkgoldenrod%s#br#ublack入库时间：%s#br#darkviolet来源：%s,,
CLUB_STORE_TXT5,分配,,
CLUB_STORE_TXT6,%s【%s】#rf#ublack%s#br#space_10帮贡:%s#br#space_10战力:%s#br#space_10最近在线:%s,,
CLUB_STORE_TXT7,物品分配,,
CLUB_STORE_TXT8,该物品入库时间早于该成员入会时间，不可分配,,
CLUB_STORE_TXT9,%s#br#green%s#ublack分配了#green%d个#darkgoldenrod%s#ublack给#green%s,,
CLUB_STORE_TXT10,只有帮主和副帮主才能分配,,

CLUB_POS_1,帮主,,
CLUB_POS_2,副帮主,,
CLUB_POS_3,成员,,
LEGIONHINT56,创建公会名不能是纯数字,2,
LEGIONHINT57,创建公会名不能包含非法字符,2,

EXCHANGE_TXT1,兑换,,
EXCHANGE_TXT2,已兑换,,

OUT_LINE_MON,%d分钟,,
OUT_LINE_HOUR,%d小时,,
OUT_LINE_DAY,%d天,,

#天仙
TIANXIAN_TXT1,天仙,,
TIANXIAN_TXT2,神兵,,
TIANXIAN_TXT3,丹药,,
TIANXIAN_TXT4,经脉,,
TIANXIAN_MAXLEVEL,已达最大等级,,
TIANXIAN_ZHANLI,战力+,,
TIANXIAN_SHUXING,属性加成,,
TIANXIAN_MAX_JINGMAI,恭喜经脉到达满级,,

#boss
BOSS_TXT1,个人BOSS,,
BOSS_TXT2,全民BOSS,,
BOSS_TXT3,野外BOSS,,
BOSS_TXT4,生死劫,,
BOSS_TXT5,剩余次数:,,
BOSS_TXT6,几率掉落:,,
BOSS_TXT7,前往击杀,,
BOSS_TXT8,挑战次数:#green%s,,
BOSS_TXT9,恢复计时 %s,,
BOSS_TXT10,BOSS提醒设置,,
BOSS_TXT11,争夺人数:%s人,,
BOSS_TXT12,查看击杀记录,,
BOSS_TXT13,%s后重生,,
BOSS_TXT14,复活并挑战,,
BOSS_TXT15,下次刷新%s,,
BOSS_TXT16,野外BOSS,,
BOSS_TXT17,进入,,
BOSS_TXT18,主角%s级可进入,,
BOSS_TXT19,查看记录,,
BOSS_TXT20,上章未通关,,
BOSS_TXT21,已通关,,
BOSS_TXT22,BOSS提醒,,
BOSS_TXT23,BOSS,,
BOSS_TXT24,等级,,
BOSS_TXT25,提醒状态,,
BOSS_TXT26,复活时提醒,,
BOSS_TXT27,挑战,,
BOSS_TXT28,挑战等级:%s,,
BOSS_TXT29,进入条件:%s,,
BOSS_TXT30,逃跑时间:%s,,
BOSS_TXT31,BOSS当前归属:%s105;%d;%d;%s%s%s,,
BOSS_TXT32,1.击杀BOSS后，掉落属于拥有归属权的玩家#br2.要抢占BOSS，必须击败当前BOSS归属的玩家#br3.玩家拥有BOSS归属权3分钟后即算击杀BOSS#br4.重复挑战BOSS不需要再消耗挑战令,,
BOSS_TXT33,第%s劫(%s),,
BOSS_TXT34,开启宝箱,,
BOSS_TXT35,%s秒后开启副本,,
BOSS_TXT36,%s秒后自动快速加入,,
BOSS_TXT37,等级:,,
BOSS_TXT38,战力:,,
BOSS_TXT39,%s级开启,,
BOSS_TXT40,刷新时间:,,
BOSS_TXT41,逃跑时间:BOSS刷出25分钟后,,
BOSS_TXT42,逃跑时间:,,
BOSS_TXT43,未满足,,
BOSS_TXT44,已满足,,
BOSS_TXT45,已击杀,,
BOSS_TXT46,已逃跑,,
BOSS_TXT47,通过上一关开启,,
BOSS_TXT48,一键扫荡,,
BOSS_TXT49,通关奖励,,
BOSS_TXT50,助力他人首通生死劫，可获协助奖励#br每天助攻奖次数#darkgreen(%s/%s),,
BOSS_TXT51,先通关前置关,,
BOSS_TXT52,等级达到%s级才能挑战,,
BOSS_TXT53,伤害排行,,
BOSS_TXT54,伤害,,
BOSS_TXT55,击杀记录,,
BOSS_TXT56,序号,,
BOSS_TXT57,击杀者,,
BOSS_TXT58,击杀时间,,
BOSS_TXT59,(%s级),,
BOSS_TXT60,VIP%s或以上才可操作,,
BOSS_TXT61,%s数量不足,,
BOSS_TXT62,首通12关开启一键扫荡,,
BOSS_TXT63,挑战次数不足,,
BOSS_TXT64,花费#red%s元宝#rf购买#lime%s次#rf挑战次数#br剩余#lime%s#rf次#br#limeVIP%s#rf每天可购买#lime%s#rf次,,
BOSS_TXT65,当天购买次数不足,,
BOSS_TXT66,冷却中,,
BOSS_TXT67,挑战冷却中，是否消耗#red%s元宝#rf清除时间#br冷却时间：#lime%s#rf#br,,
BOSS_TXT68,%s分%s秒,,
BOSS_TXT69,无,,
BOSS_TXT70,最少回合记录,,
BOSS_TXT71,本服首杀记录,,
BOSS_TXT72,队伍：,,
BOSS_TXT73,回合：,,
BOSS_TXT74,时间：,,
BOSS_TXT75,%s回合,,
BOSS_TXT76,查看记录,,
BOSS_TXT77,归属：%s,,
COPY_TXT1,材料副本,,
COPY_TXT2,秘境宝藏,,
COPY_TXT3,皇城天塔,,
COPY_TXT4,三界试炼,,
COPY_TXT5,今天可购买扫荡次数:%s,,
COPY_TXT6,挑战,,
COPY_TXT7,扫荡,,
COPY_TXT8,星级排名,,
COPY_TXT9,排名,,
COPY_TXT10,名字,,
COPY_TXT11,战力,,
COPY_TXT12,总星级,,
COPY_TXT13,免费扫荡,,
COPY_TXT14,达到VIP%s可增加%s次购买扫荡,,
COPY_TXT15,今天扫荡的购买次数已用完,,
COPY_TXT16,元宝不足,,
COPY_TXT17,第%s关,,
COPY_TXT18,先通关第%s关,,
COPY_TXT19,%s#space%s关,,
COPY_TXT20,通关,,
COPY_TXT21,天塔排行,,
COPY_TXT22,秘境宝藏%s,,
COPY_TXT23,三界试炼,,
COPY_TXT24,%s层,,
COPY_TXT25,天庭排行,,
COPY_TXT26,层数,,
COPY_TXT27,我的关卡:,,
COPY_TXT28,查看排行,,
COPY_TXT29,我的星级:,,
COPY_TXT30,我的层数:,,
COPY_TXT31,奖励预览,,
COPY_TXT32,%s星宝箱奖励,,
COPY_TXT33,点击自动挑战,,
COPY_TXT34,%s秒后自动挑战,,
COPY_TXT35,点击自动挖宝,,
COPY_TXT36,%s秒后自动挖宝,,
COPY_TXT37,需要等级达到70级或者VIP5,,
COPY_TXT38,三星通关才可一键挖宝，当天不可重复操作,,
COPY_TXT39,全部通关,,
COPY_TXT40,挑战,,
COPY_TXT41,先领取前面层数宝箱,,
COPY_TXT42,已全部通过,,
COPY_TXT43,该藏宝图%s级开启,,
COPY_TXT44,%s宝箱奖励,,
COPY_TXT45,当前没有层数可扫荡,,
COPY_TXT46,点击自动挑战,,
COPY_TXT47,%s秒后自动挑战,,
COPY_TXT48,#orange首通#rf第%s关#br送%s,,
#日常
DAILY_TXT1,东海降妖,,
DAILY_TXT2,组队历练,,
DAILY_TXT3,每日300,,
DAILY_TXT4,西游历练,,
DAILY_TXT5,生命#space#yellow%d,,
DAILY_TXT6,攻击#space#yellow%d,,
DAILY_TXT7,防御#space#yellow%d,,
DAILY_TXT8,地图剩余妖魔:#lime%d/5,,
DAILY_TXT9,一键完成,,
DAILY_TXT10,前往击杀,,
DAILY_TXT11,已领取,,
DAILY_TXT12,下一次刷新时间:#lime%s,,
DAILY_TXT13,领取,,
DAILY_TXT14,VIP%d开启一键完成,,
DAILY_TXT15,组队副本剩余收益次数:,,
DAILY_TXT16,#yellow11:00~13:00和23:00~1:00银币和经验双倍收益,,
DAILY_PRIZE_TXT1,100奖励,,
DAILY_PRIZE_TXT2,200奖励,,
DAILY_PRIZE_TXT3,300奖励,,
DAILY_BOSS_TXT1,日常BOSS%d#space_10%s,,
DAILY_BOSS_TXT3,目标:#green5回合内击败妖魔,,
DAILY_BOSS_TXT2,%s星奖励:#green%s奖励#space#space#rf,,
DAILY_LILIAN_TXT1,点,,
DAILY_PRIZE_TIPS_TITLE,奖励展示,,
DAILY_FIND,找回,,
DAILY_ONEKEY_FIND,一键找回,,
DAILY_NAME,名称,,
DAILY_TWICE,次数,,
DAILY_EXP,单次经验,,
DAILY_OPTION,操作,,
DAILY_JIHUO,%d级激活,,
DAILY_FIND_NUM,可找回%d点,,
DAILY_TWICE_NUM,%d点/次,,
DAILY_TIPS,不再提示,,
DAILY_TIPS_COST,是否花费%d元宝找回%d点历练经验,,
DAILY_DES_TIPS_TXT1,消灭10次经验妖魔可获得以下额外奖励,,
DAILY_DES_TIPS_TXT2,完成10次组队副本可获得以下奖励,,
DAILY_DES_TIPS_TXT3,每天消灭300波怪，每100波就可以获取奖励,,
DAILY_PRIZE_TIPS,完成%d环任务的奖励:,,
DAILY_UNLOCK_TODAY,预计今日解锁,,
DAILY_UNLOCK_TOMORROW,预计明日解锁,,
DAILY_UNLOCK_DAYS,预计%d天解锁,,
DAILY_UPSTAR,已满星，无法提升星级,,
DAILY_NO_MOSTER,当前地图没有怪物没有怪物,,
DAILY_UPSTAR_TIPS,是否花费50绑定元宝升到满星,,
DAILY_ONEKEY_VIP,是否花费%d元宝完成所有任务,,
DAILY_NO_FINDBACK,没有可找回的经验,,

#活动列表
ACTIVITY_TXT1,活动还没开始,,
ACTIVITY_TXT2,开启倒计时,,
ACTIVITY_TXT3,活动正在进行,,
ACTIVITY_TXT4,活动已经结束,,
ACTIVITY_TXT5,活动,,
ACTIVITY_TXT6,每天,,
ACTIVITY_TXT7,活动已经结束，是否退出？,,
ACTIVITY_TXT10,#yellow%s#rf正在进行，是否前往参与？,,
ACTIVITY_TXT11,入侵时间:#rf%s#brBOSS气血:,,
ACTIVITY_TXT12,押镖时间:全天，%s双倍#br押镖次数:#lime%s,,
ACTIVITY_TXT13,活动时间:#rf12:00~12:10,,
ACTIVITY_TXT14,活动时间:#rf10:00~11:30#br每周一，三，五开启,,
ACTIVITY_TXT15,活动时间:#rf10:00~11:30#br每周二，四，六开启,,
ACTIVITY_TXT16,不在活动时间,,
ACTIVITY_TXT17,请退出活动再操作,,
ACTIVITY_TXT18,帮会达到1级开启,,
ACTIVITY_TXT19,坐骑直升丹,,
ACTIVITY_TXT20,天仙直升丹,,
ACTIVITY_TXT21,神兵直升丹,,
ACTIVITY_TXT22,翅膀直升丹,,
ACTIVITY_TXT23,法阵直升丹,,
ACTIVITY_TXT24,仙位直升丹,,
ACTIVITY_TXT25,通灵直升丹,,
ACTIVITY_TXT26,元神直升丹,,
ACTIVITY_TXT27,活动时间:#rf12:00~12:10#br上届冠军:#lime暂无,,
ACTIVITY_TXT28,活动时间:#rf周一、三、五、日20:00,,
ACTIVITY_TXT29,规则,,
ACTIVITY_TXT30,活动时间:#rf周二、四、六20:00,,
ACTIVITY_TXT31,当前%s活动中,,
ACTIVITY_TXT32,活动时间:每天12:30开启,,
ACTIVITY_TXT33,等级不足25级，无法前往,,
ACTIVITY_NAME1,帮会副本,,
ACTIVITY_NAME2,跨服副本,,
ACTIVITY_NAME3,生死劫,,
ACTIVITY_NAME4,科举考试,,
ACTIVITY_NAME5,跨服争霸,,
ACTIVITY_NAME6,武林大会,,
ACTIVITY_NAME7,天宫,,
ACTIVITY_NOT_REFRESH,未刷新,,
ACTIVITY_GO,马上前往,,
ACTIVITY_QUESTION_TXT1,开始答题,,
ACTIVITY_QUESTION_TXT2,我的分数:#yellow%d
ACTIVITY_QUESTION_TXT3,双倍积分,,
ACTIVITY_QUESTION_TXT4,帮我选择,,
ACTIVITY_QUESTION_TXT5,回答正确,,
