引导Index,动作Index,监听动作的条件，防止加载没用的引导,监听事件,监听参数,执行动作,动作参数,描述
21109,2,,,,ClearAction,"[""index""]={21105,4}",
21109,3,,,,ClearAction,"[""index""]={11102,1}",
21109,4,,,,ClearAction,"[""index""]={11102,2}",
21109,5,,,,Record,"[""key""]=""30012"",[""value""]=""1""",
21109,6,,,,AddListen,["listen"]=21201,
21109,7,,,,ClearAction,"[""index""]={21101,1}",
21109,8,,,,ClearAction,"[""index""]={21101,2}",
21109,9,,,,ClearAction,"[""index""]={21108,1}",
21109,10,,,,ClearAction,"[""index""]={21108,2}",
21109,11,,,,AddListen,["listen"]=21207,
#,,,,,,,
#世界频道发言,,,,,,,
11201,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30012"", ""1""},{""30013"", ""NULL""}},[""finishTask""]={1025,false}",MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""MainFrame/new_chat_wnd_group/btn_send"",[""moveTime""]=300,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
11201,2,,,,AnimTips,"[""window""]=""MainFrame/new_chat_wnd_group/btn_send"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=60,[""chat""]=true",
11201,3,,,,AddListen,["listen"]=21203,
11202,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30012"", ""1""},{""30013"", ""NULL""}},[""finishTask""]={1025,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
11202,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
11202,3,,,,AddListen,["listen"]=21209,
21201,1,,AcceptTask,["taskId"]=1025,MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""MainFrame/new_chat_wnd_group/btn_send"",[""moveTime""]=300,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
21201,2,,,,AnimTips,"[""window""]=""MainFrame/new_chat_wnd_group/btn_send"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=60,[""chat""]=true",
21201,3,,,,AddListen,["listen"]=21205,
21205,1,,FinishTask,"[""finishTask""]={1025,true}",ClearAction,"[""index""]={11201,1}",
21205,2,,,,ClearAction,"[""index""]={11201,2}",
21205,3,,,,ClearAction,"[""index""]={21201,1}",
21205,4,,,,ClearAction,"[""index""]={21201,2}",
21205,5,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
21205,6,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21205,7,,,,AddListen,["listen"]=21209,
21207,1,,FinishTask,"[""finishTask""]={1025,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
21207,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21207,3,,,,AddListen,["listen"]=21209,
21209,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={21207,1}",
21209,2,,,,ClearAction,"[""index""]={21207,2}",
21209,3,,,,ClearAction,"[""index""]={11202,1}",
21209,4,,,,ClearAction,"[""index""]={11202,2}",
21209,5,,,,ClearAction,"[""index""]={21205,5}",
21209,6,,,,ClearAction,"[""index""]={21205,6}",
21209,7,,,,Record,"[""key""]=""30013"",[""value""]=""1""",
21209,8,,,,AddListen,["listen"]=21301,
21209,9,,,,AddListen,["listen"]=21308,
#,,,,,,,
#坐骑进阶3次,,,,,,,
11301,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30013"", ""1""},{""30014"", ""NULL""}},[""finishTask""]={1027,false}",MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""RoleFrame/group_mounts/group_M_upgrade/btn_auto_upgrade"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
11301,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
11301,3,,,,AddListen,["listen"]=21303,
11302,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30013"", ""1""},{""30014"", ""NULL""}},[""finishTask""]={1027,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
11302,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
11302,3,,,,AddListen,["listen"]=21309,
21301,1,,AcceptTask,["taskId"]=1027,MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""RoleFrame/group_mounts/group_M_upgrade/btn_auto_upgrade"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
21301,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21301,3,,,,AddListen,["listen"]=21303,
21303,1,,UIShow,["windowName"] = "RoleFrame",AnimTips,"[""window""]=""RoleFrame/group_mounts/group_M_upgrade/btn_auto_upgrade"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
21303,2,,,,AddListen,["listen"]=21305,
21305,1,,FinishTask,"[""finishTask""]={1027,true}",ClearAction,"[""index""]={21303,1}",
21305,2,,,,ClearAction,"[""index""]={21303,2}",
21305,3,,,,ClearAction,"[""index""]={11301,1}",
21305,4,,,,ClearAction,"[""index""]={11301,2}",
21305,5,,,,ClearAction,"[""index""]={21301,1}",
21305,6,,,,ClearAction,"[""index""]={21301,2}",
21305,7,,,,MovableAnimTips,"[""window""]=""RoleFrame/group_mounts/group_M_upgrade/btn_auto_upgrade"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=0,[""offsetY""]=-20,[""moveTarget""]=""RoleFrame/group_bottom/btn_back"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
21305,8,,,,AnimTips,"[""window""]=""RoleFrame/group_bottom/btn_back"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
21305,9,,,,AddListen,["listen"]=21307,
21307,1,,BeforeWindowClose,["window"] = "RoleFrame",ClearAction,"[""index""]={21305,7}",
21307,2,,,,ClearAction,"[""index""]={21305,8}",
21307,3,,,,MovableAnimTips,"[""window""]=""RoleFrame/group_bottom/btn_back"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=0,[""offsetY""]=-20,[""moveTarget""]=""MainContentFrame/task_wnd"",[""moveTime""]=500,[""targetOffsetX""]=180,[""targetOffsetY""]=-20",
21307,4,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21307,5,,,,AddListen,["listen"]=21309,
21307,6,,,,ClearAction,"[""index""]={21308,1}",
21307,7,,,,ClearAction,"[""index""]={21308,2}",
21308,1,,FinishTask,"[""finishTask""]={1027,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
21308,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21308,3,,,,AddListen,["listen"]=21309,
21308,4,,,,ClearAction,"[""index""]={21301,1}",
21308,5,,,,ClearAction,"[""index""]={21301,2}",
21308,6,,,,DeleteListen,["listen"]=21303,
21309,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={21307,3}",
21309,2,,,,ClearAction,"[""index""]={21307,4}",
21309,3,,,,ClearAction,"[""index""]={11302,1}",
21309,4,,,,ClearAction,"[""index""]={11302,2}",
21309,5,,,,Record,"[""key""]=""30014"",[""value""]=""1""",
21309,6,,,,AddListen,["listen"]=21401,
21309,7,,,,ClearAction,"[""index""]={21308,1}",
21309,8,,,,ClearAction,"[""index""]={21308,2}",
21309,9,,,,AddListen,["listen"]=21408,
#,,,,,,,
#东海龙宫1~5,,,,,,,
11401,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30014"", ""1""},{""30015"", ""NULL""}},[""finishTask""]={1029,false}",MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""CampaignBossFrame/bottom_wnd/fight_btn"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
11401,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
11401,3,,,,AddListen,["listen"]=21403,
11402,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30014"", ""1""},{""30015"", ""NULL""}},[""finishTask""]={1029,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
11402,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
11402,3,,,,AddListen,["listen"]=21409,
21401,1,,AcceptTask,["taskId"]=1029,MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""CampaignBossFrame/bottom_wnd/fight_btn"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
21401,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21401,3,,,,AddListen,["listen"]=21403,
21403,1,,UIShow,["windowName"] = "CampaignBossFrame",AnimTips,"[""window""]=""CampaignBossFrame/bottom_wnd/fight_btn"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
21403,2,,,,AddListen,["listen"]=21405,
21405,1,,FinishTask,"[""finishTask""]={1029,true}",ClearAction,"[""index""]={21403,1}",
21405,2,,,,ClearAction,"[""index""]={21403,2}",
21405,3,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
21405,4,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21405,5,,,,AddListen,["listen"]=21409,
21405,6,,,,ClearAction,"[""index""]={11401,1}",
21405,7,,,,ClearAction,"[""index""]={11401,2}",
21408,1,,FinishTask,"[""finishTask""]={1029,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
21408,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21408,3,,,,AddListen,["listen"]=21409,
21408,4,,,,DeleteListen,["listen"]=21403,
21409,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={21405,3}",
21409,2,,,,ClearAction,"[""index""]={21405,4}",
21409,3,,,,ClearAction,"[""index""]={11402,1}",
21409,4,,,,ClearAction,"[""index""]={11402,2}",
21409,5,,,,Record,"[""key""]=""30015"",[""value""]=""1""",
21409,6,,,,AddListen,["listen"]=21501,
21409,7,,,,ClearAction,"[""index""]={21401,1}",
21409,8,,,,ClearAction,"[""index""]={21401,2}",
21409,9,,,,AddListen,["listen"]=21508,
21409,10,,,,ClearAction,"[""index""]={21408,1}",
21409,11,,,,ClearAction,"[""index""]={21408,2}",
#,,,,,,,
#宠物升级8次,,,,,,,
11501,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30015"", ""1""},{""30016"", ""NULL""}},[""finishTask""]={1031,false}",MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""PetFrame/upgrade_group/active_exp_wnd/auto_upgrade_btn"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
11501,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
11501,3,,,,AddListen,["listen"]=21503,
11502,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30015"", ""1""},{""30016"", ""NULL""}},[""finishTask""]={1031,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
11502,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
11502,3,,,,AddListen,["listen"]=21509,
21501,1,,AcceptTask,["taskId"]=1031,MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""PetFrame/upgrade_group/active_exp_wnd/auto_upgrade_btn"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
21501,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21501,3,,,,AddListen,["listen"]=21503,
21503,1,,UIShow,["windowName"] = "PetFrame",AnimTips,"[""window""]=""PetFrame/upgrade_group/active_exp_wnd/auto_upgrade_btn"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
21503,2,,,,AddListen,["listen"]=21505,
21505,1,,FinishTask,"[""finishTask""]={1031,true}",ClearAction,"[""index""]={21503,1}",
21505,2,,,,ClearAction,"[""index""]={21503,2}",
21505,3,,,,ClearAction,"[""index""]={11501,1}",
21505,4,,,,ClearAction,"[""index""]={11501,2}",
21505,5,,,,ClearAction,"[""index""]={21501,1}",
21505,6,,,,ClearAction,"[""index""]={21501,2}",
21505,7,,,,MovableAnimTips,"[""window""]=""PetFrame/upgrade_group/active_exp_wnd/auto_upgrade_btn"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=0,[""offsetY""]=-20,[""moveTarget""]=""PetFrame/btn_close"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
21505,8,,,,AnimTips,"[""window""]=""PetFrame/btn_close"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
21505,9,,,,AddListen,["listen"]=21507,
21507,1,,BeforeWindowClose,["window"] = "PetFrame",ClearAction,"[""index""]={21505,7}",
21507,2,,,,ClearAction,"[""index""]={21505,8}",
21507,3,,,,MovableAnimTips,"[""window""]=""PetFrame/btn_close"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=0,[""offsetY""]=-20,[""moveTarget""]=""MainContentFrame/task_wnd"",[""moveTime""]=500,[""targetOffsetX""]=180,[""targetOffsetY""]=-20",
21507,4,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21507,5,,,,AddListen,["listen"]=21509,
21507,6,,,,ClearAction,"[""index""]={21508,1}",
21507,7,,,,ClearAction,"[""index""]={21508,2}",
21508,1,,FinishTask,"[""finishTask""]={1031,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
21508,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21508,3,,,,AddListen,["listen"]=21509,
21508,4,,,,ClearAction,"[""index""]={21501,1}",
21508,5,,,,ClearAction,"[""index""]={21501,2}",
21508,6,,,,DeleteListen,["listen"]=21503,
21509,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={21507,3}",
21509,2,,,,ClearAction,"[""index""]={21507,4}",
21509,3,,,,ClearAction,"[""index""]={11502,1}",
21509,4,,,,ClearAction,"[""index""]={11502,2}",
21509,5,,,,Record,"[""key""]=""30016"",[""value""]=""1""",
21509,6,,,,AddListen,["listen"]=21601,
21509,7,,,,AddListen,["listen"]=21608,
21509,8,,,,ClearAction,"[""index""]={21508,1}",
21509,9,,,,ClearAction,"[""index""]={21508,2}",
#,,,,,,,
#穿戴装备8件,,,,,,,
11601,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30016"", ""1""},{""30017"", ""NULL""}},[""finishTask""]={1033,false}",MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""RoleFrame/group_equips/btn_Echange"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
11601,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
11601,3,,,,AddListen,["listen"]=21603,
11602,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30016"", ""1""},{""30017"", ""NULL""}},[""finishTask""]={1033,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
11602,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
11602,3,,,,AddListen,["listen"]=21609,
21601,1,,AcceptTask,["taskId"]=1033,MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""RoleFrame/group_equips/btn_Echange"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
21601,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21601,3,,,,AddListen,["listen"]=21603,
21603,1,,UIShow,["windowName"] = "RoleFrame",AnimTips,"[""window""]=""RoleFrame/group_equips/btn_Echange"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
21603,2,,,,AddListen,["listen"]=21605,
21605,1,,FinishTask,"[""finishTask""]={1033,true}",ClearAction,"[""index""]={21603,1}",
21605,2,,,,ClearAction,"[""index""]={21603,2}",
21605,3,,,,ClearAction,"[""index""]={11601,1}",
21605,4,,,,ClearAction,"[""index""]={11601,2}",
21605,5,,,,ClearAction,"[""index""]={21601,1}",
21605,6,,,,ClearAction,"[""index""]={21601,2}",
21605,7,,,,MovableAnimTips,"[""window""]=""RoleFrame/group_equips/btn_Echange"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=0,[""offsetY""]=-20,[""moveTarget""]=""RoleFrame/group_bottom/btn_back"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
21605,8,,,,AnimTips,"[""window""]=""RoleFrame/group_bottom/btn_back"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
21605,9,,,,AddListen,["listen"]=21607,
21607,1,,BeforeWindowClose,["window"] = "RoleFrame",ClearAction,"[""index""]={21605,7}",
21607,2,,,,ClearAction,"[""index""]={21605,8}",
21607,3,,,,MovableAnimTips,"[""window""]=""RoleFrame/group_bottom/btn_back"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=0,[""offsetY""]=-20,[""moveTarget""]=""MainContentFrame/task_wnd"",[""moveTime""]=500,[""targetOffsetX""]=180,[""targetOffsetY""]=-20",
21607,4,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21607,5,,,,AddListen,["listen"]=21609,
21607,6,,,,ClearAction,"[""index""]={21608,1}",
21607,7,,,,ClearAction,"[""index""]={21608,2}",
21608,1,,FinishTask,"[""finishTask""]={1033,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
21608,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21608,3,,,,AddListen,["listen"]=21609,
21608,4,,,,ClearAction,"[""index""]={21601,1}",
21608,5,,,,ClearAction,"[""index""]={21601,2}",
21608,6,,,,DeleteListen,["listen"]=21603,
21609,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={21607,3}",
21609,2,,,,ClearAction,"[""index""]={21607,4}",
21609,3,,,,ClearAction,"[""index""]={11602,1}",
21609,4,,,,ClearAction,"[""index""]={11602,2}",
21609,5,,,,Record,"[""key""]=""30017"",[""value""]=""1""",
21609,6,,,,AddListen,["listen"]=21701,
21609,7,,,,AddListen,["listen"]=21708,
21609,8,,,,ClearAction,"[""index""]={21608,1}",
21609,9,,,,ClearAction,"[""index""]={21608,2}",
#,,,,,,,
#东海龙宫1~6,,,,,,,
11701,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30017"", ""1""},{""30018"", ""NULL""}},[""finishTask""]={1035,false}",MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""CampaignBossFrame/bottom_wnd/fight_btn"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
11701,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
11701,3,,,,AddListen,["listen"]=21703,
11702,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30017"", ""1""},{""30018"", ""NULL""}},[""finishTask""]={1035,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
11702,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
11702,3,,,,AddListen,["listen"]=21709,
21701,1,,AcceptTask,["taskId"]=1035,MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""CampaignBossFrame/bottom_wnd/fight_btn"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
21701,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
21701,3,,,,AddListen,["listen"]=21703,
21703,1,,UIShow,["windowName"] = "CampaignBossFrame",AnimTips,"[""window""]=""CampaignBossFrame/bottom_wnd/fight_btn"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
21703,2,,,,AddListen,["listen"]=21705,
21705,1,,FinishTask,"[""finishTask""]={1035,true}",ClearAction,"[""index""]={21703,1}",
21705,2,,,,ClearAction,"[""index""]={21703,2}",
21705,3,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
