##关卡ID,名称,boss图,xml提示,索引名称,关卡等级,关卡集合序号,章节名称,章节索引名称,背景地图,地图,X坐标,Y坐标,战斗地图,战斗地图X,战斗地图Y,"引导性检查（{""appointLevel"", 20}/{""equipCheck""}/{""awakeCheck"", 20}）",标题（用于文字简介）,"偏移（{x, y, x1, x2, w}）",品质基数 100白色101蓝色102金色105传奇,"三星奖励（{物品entryId, 数量, 品质}",基础奖励,"可能奖励（1为金钱,2为元宝,3为装备,若为普通物品则直接以字符串格式填写物品的id：""10001""）",关卡礼包npcEntryId,消耗体力,地图名,遇多少次怪,关联任务ID,关联开启功能信息索引,战斗中表演的电影的索引（文件名）,怪物库,敌营战力,下一关卡,战败提示,轨迹点,显示条件
Id_kn,name_s,bossImage_n,namexml_s,indexName_s,camLevel,chapterId_n,chapterName_s,chapterIndexName_s,bgImage_s,mapId_n,x_n,y_n,fightMap_n,fightMapX_n,fightMapY_n,guideCheck_t,title_s,offset_t,base_t,starItem_t,basePrize_t,prize_t,gift_t,consume_n,map_c,autoFightNum_n,taskId_n,funcIndex_s,movieName_s,enemy_t,fighting_n,next_n,lostTips_s,spot_t,open_c
2847,狮驼岭11-7,20022,,11-7,0,1185,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=284709,[3]=284709,[4]=284709,[5]=284709,[6]=284709,[8]=284709,[9]=284709,[10]=284710,[11]=284709,[12]=284709",,1848,,,
2848,狮驼岭11-8,20033,,11-8,0,1185,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=284809,[3]=284809,[4]=284809,[5]=284809,[6]=284809,[8]=284809,[9]=284809,[10]=284810,[11]=284809,[12]=284809",,1849,,,
2849,狮驼岭11-9,20025,,11-9,0,1185,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=284909,[3]=284909,[4]=284909,[5]=284909,[6]=284909,[8]=284909,[9]=284909,[10]=284910,[11]=284909,[12]=284909",,1850,,,
2850,狮驼岭11-10,20032,,11-10,0,1185,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,","{""item"",60012,15}",0,狮驼岭,3,,,,"[2]=285009,[3]=285009,[4]=285009,[5]=285009,[6]=285009,[8]=285009,[9]=285009,[10]=285010,[11]=285009,[12]=285009",,1851,,,
2851,狮驼岭12-1,20007,,12-1,0,1186,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=285109,[3]=285109,[4]=285109,[5]=285109,[6]=285109,[8]=285109,[9]=285109,[10]=285110,[11]=285109,[12]=285109",,1852,,,
2852,狮驼岭12-2,110010,,12-2,0,1186,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=285209,[3]=285209,[4]=285209,[5]=285209,[6]=285209,[8]=285209,[9]=285209,[10]=285210,[11]=285209,[12]=285209",,1853,,,
2853,狮驼岭12-3,20012,,12-3,0,1186,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=285309,[3]=285309,[4]=285309,[5]=285309,[6]=285309,[8]=285309,[9]=285309,[10]=285310,[11]=285309,[12]=285309",,1854,,,
2854,狮驼岭12-4,20046,,12-4,0,1186,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=285409,[3]=285409,[4]=285409,[5]=285409,[6]=285409,[8]=285409,[9]=285409,[10]=285410,[11]=285409,[12]=285409",,1855,,,
2855,狮驼岭12-5,20015,,12-5,0,1186,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=285509,[3]=285509,[4]=285509,[5]=285509,[6]=285509,[8]=285509,[9]=285509,[10]=285510,[11]=285509,[12]=285509",,1856,,,
2856,狮驼岭12-6,20008,,12-6,0,1186,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=285609,[3]=285609,[4]=285609,[5]=285609,[6]=285609,[8]=285609,[9]=285609,[10]=285610,[11]=285609,[12]=285609",,1857,,,
2857,狮驼岭12-7,17009,,12-7,0,1186,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=285709,[3]=285709,[4]=285709,[5]=285709,[6]=285709,[8]=285709,[9]=285709,[10]=285710,[11]=285709,[12]=285709",,1858,,,
2858,狮驼岭12-8,20024,,12-8,0,1186,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=285809,[3]=285809,[4]=285809,[5]=285809,[6]=285809,[8]=285809,[9]=285809,[10]=285810,[11]=285809,[12]=285809",,1859,,,
2859,狮驼岭12-9,20005,,12-9,0,1186,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=285909,[3]=285909,[4]=285909,[5]=285909,[6]=285909,[8]=285909,[9]=285909,[10]=285910,[11]=285909,[12]=285909",,1860,,,
2860,狮驼岭12-10,20030,,12-10,0,1186,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,","{""item"",60012,15}",0,狮驼岭,3,,,,"[2]=286009,[3]=286009,[4]=286009,[5]=286009,[6]=286009,[8]=286009,[9]=286009,[10]=286010,[11]=286009,[12]=286009",,1861,,,
2861,狮驼岭13-1,20009,,13-1,0,1187,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=286109,[3]=286109,[4]=286109,[5]=286109,[6]=286109,[8]=286109,[9]=286109,[10]=286110,[11]=286109,[12]=286109",,1862,,,
2862,狮驼岭13-2,20004,,13-2,0,1187,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=286209,[3]=286209,[4]=286209,[5]=286209,[6]=286209,[8]=286209,[9]=286209,[10]=286210,[11]=286209,[12]=286209",,1863,,,
2863,狮驼岭13-3,100034,,13-3,0,1187,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=286309,[3]=286309,[4]=286309,[5]=286309,[6]=286309,[8]=286309,[9]=286309,[10]=286310,[11]=286309,[12]=286309",,1864,,,
2864,狮驼岭13-4,20010,,13-4,0,1187,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=286409,[3]=286409,[4]=286409,[5]=286409,[6]=286409,[8]=286409,[9]=286409,[10]=286410,[11]=286409,[12]=286409",,1865,,,
2865,狮驼岭13-5,20010,,13-5,0,1187,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=286509,[3]=286509,[4]=286509,[5]=286509,[6]=286509,[8]=286509,[9]=286509,[10]=286510,[11]=286509,[12]=286509",,1866,,,
2866,狮驼岭13-6,20033,,13-6,0,1187,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=286609,[3]=286609,[4]=286609,[5]=286609,[6]=286609,[8]=286609,[9]=286609,[10]=286610,[11]=286609,[12]=286609",,1867,,,
2867,狮驼岭13-7,110008,,13-7,0,1187,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=286709,[3]=286709,[4]=286709,[5]=286709,[6]=286709,[8]=286709,[9]=286709,[10]=286710,[11]=286709,[12]=286709",,1868,,,
2868,狮驼岭13-8,17008,,13-8,0,1187,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=286809,[3]=286809,[4]=286809,[5]=286809,[6]=286809,[8]=286809,[9]=286809,[10]=286810,[11]=286809,[12]=286809",,1869,,,
2869,狮驼岭13-9,17004,,13-9,0,1187,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=286909,[3]=286909,[4]=286909,[5]=286909,[6]=286909,[8]=286909,[9]=286909,[10]=286910,[11]=286909,[12]=286909",,1870,,,
2870,狮驼岭13-10,17006,,13-10,0,1187,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,","{""item"",60012,15}",0,狮驼岭,3,,,,"[2]=287009,[3]=287009,[4]=287009,[5]=287009,[6]=287009,[8]=287009,[9]=287009,[10]=287010,[11]=287009,[12]=287009",,1871,,,
2871,狮驼岭14-1,20035,,14-1,0,1188,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=287109,[3]=287109,[4]=287109,[5]=287109,[6]=287109,[8]=287109,[9]=287109,[10]=287110,[11]=287109,[12]=287109",,1872,,,
2872,狮驼岭14-2,20002,,14-2,0,1188,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=287209,[3]=287209,[4]=287209,[5]=287209,[6]=287209,[8]=287209,[9]=287209,[10]=287210,[11]=287209,[12]=287209",,1873,,,
2873,狮驼岭14-3,20025,,14-3,0,1188,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=287309,[3]=287309,[4]=287309,[5]=287309,[6]=287309,[8]=287309,[9]=287309,[10]=287310,[11]=287309,[12]=287309",,1874,,,
2874,狮驼岭14-4,20004,,14-4,0,1188,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=287409,[3]=287409,[4]=287409,[5]=287409,[6]=287409,[8]=287409,[9]=287409,[10]=287410,[11]=287409,[12]=287409",,1875,,,
2875,狮驼岭14-5,17005,,14-5,0,1188,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=287509,[3]=287509,[4]=287509,[5]=287509,[6]=287509,[8]=287509,[9]=287509,[10]=287510,[11]=287509,[12]=287509",,1876,,,
2876,狮驼岭14-6,20005,,14-6,0,1188,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=287609,[3]=287609,[4]=287609,[5]=287609,[6]=287609,[8]=287609,[9]=287609,[10]=287610,[11]=287609,[12]=287609",,1877,,,
2877,狮驼岭14-7,20035,,14-7,0,1188,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=287709,[3]=287709,[4]=287709,[5]=287709,[6]=287709,[8]=287709,[9]=287709,[10]=287710,[11]=287709,[12]=287709",,1878,,,
2878,狮驼岭14-8,20006,,14-8,0,1188,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=287809,[3]=287809,[4]=287809,[5]=287809,[6]=287809,[8]=287809,[9]=287809,[10]=287810,[11]=287809,[12]=287809",,1879,,,
2879,狮驼岭14-9,20040,,14-9,0,1188,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=287909,[3]=287909,[4]=287909,[5]=287909,[6]=287909,[8]=287909,[9]=287909,[10]=287910,[11]=287909,[12]=287909",,1880,,,
2880,狮驼岭14-10,20016,,14-10,0,1188,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,","{""item"",60012,15}",0,狮驼岭,3,,,,"[2]=288009,[3]=288009,[4]=288009,[5]=288009,[6]=288009,[8]=288009,[9]=288009,[10]=288010,[11]=288009,[12]=288009",,1881,,,
2881,狮驼岭15-1,20011,,15-1,0,1189,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=288109,[3]=288109,[4]=288109,[5]=288109,[6]=288109,[8]=288109,[9]=288109,[10]=288110,[11]=288109,[12]=288109",,1882,,,
2882,狮驼岭15-2,20036,,15-2,0,1189,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=288209,[3]=288209,[4]=288209,[5]=288209,[6]=288209,[8]=288209,[9]=288209,[10]=288210,[11]=288209,[12]=288209",,1883,,,
2883,狮驼岭15-3,20018,,15-3,0,1189,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=288309,[3]=288309,[4]=288309,[5]=288309,[6]=288309,[8]=288309,[9]=288309,[10]=288310,[11]=288309,[12]=288309",,1884,,,
2884,狮驼岭15-4,20038,,15-4,0,1189,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=288409,[3]=288409,[4]=288409,[5]=288409,[6]=288409,[8]=288409,[9]=288409,[10]=288410,[11]=288409,[12]=288409",,1885,,,
2885,狮驼岭15-5,20007,,15-5,0,1189,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=288509,[3]=288509,[4]=288509,[5]=288509,[6]=288509,[8]=288509,[9]=288509,[10]=288510,[11]=288509,[12]=288509",,1886,,,
2886,狮驼岭15-6,17002,,15-6,0,1189,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=288609,[3]=288609,[4]=288609,[5]=288609,[6]=288609,[8]=288609,[9]=288609,[10]=288610,[11]=288609,[12]=288609",,1887,,,
2887,狮驼岭15-7,17002,,15-7,0,1189,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=288709,[3]=288709,[4]=288709,[5]=288709,[6]=288709,[8]=288709,[9]=288709,[10]=288710,[11]=288709,[12]=288709",,1888,,,
2888,狮驼岭15-8,20032,,15-8,0,1189,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=288809,[3]=288809,[4]=288809,[5]=288809,[6]=288809,[8]=288809,[9]=288809,[10]=288810,[11]=288809,[12]=288809",,1889,,,
2889,狮驼岭15-9,20028,,15-9,0,1189,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=288909,[3]=288909,[4]=288909,[5]=288909,[6]=288909,[8]=288909,[9]=288909,[10]=288910,[11]=288909,[12]=288909",,1890,,,
2890,狮驼岭15-10,17006,,15-10,0,1189,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,","{""item"",60012,15}",0,狮驼岭,3,,,,"[2]=289009,[3]=289009,[4]=289009,[5]=289009,[6]=289009,[8]=289009,[9]=289009,[10]=289010,[11]=289009,[12]=289009",,1891,,,
2891,狮驼岭16-1,20047,,16-1,0,1190,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=289109,[3]=289109,[4]=289109,[5]=289109,[6]=289109,[8]=289109,[9]=289109,[10]=289110,[11]=289109,[12]=289109",,1892,,,
2892,狮驼岭16-2,20009,,16-2,0,1190,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=289209,[3]=289209,[4]=289209,[5]=289209,[6]=289209,[8]=289209,[9]=289209,[10]=289210,[11]=289209,[12]=289209",,1893,,,
2893,狮驼岭16-3,20026,,16-3,0,1190,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=289309,[3]=289309,[4]=289309,[5]=289309,[6]=289309,[8]=289309,[9]=289309,[10]=289310,[11]=289309,[12]=289309",,1894,,,
2894,狮驼岭16-4,20032,,16-4,0,1190,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=289409,[3]=289409,[4]=289409,[5]=289409,[6]=289409,[8]=289409,[9]=289409,[10]=289410,[11]=289409,[12]=289409",,1895,,,
2895,狮驼岭16-5,20002,,16-5,0,1190,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=289509,[3]=289509,[4]=289509,[5]=289509,[6]=289509,[8]=289509,[9]=289509,[10]=289510,[11]=289509,[12]=289509",,1896,,,
2896,狮驼岭16-6,20041,,16-6,0,1190,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=289609,[3]=289609,[4]=289609,[5]=289609,[6]=289609,[8]=289609,[9]=289609,[10]=289610,[11]=289609,[12]=289609",,1897,,,
2897,狮驼岭16-7,110008,,16-7,0,1190,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=289709,[3]=289709,[4]=289709,[5]=289709,[6]=289709,[8]=289709,[9]=289709,[10]=289710,[11]=289709,[12]=289709",,1898,,,
2898,狮驼岭16-8,17006,,16-8,0,1190,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=289809,[3]=289809,[4]=289809,[5]=289809,[6]=289809,[8]=289809,[9]=289809,[10]=289810,[11]=289809,[12]=289809",,1899,,,
2899,狮驼岭16-9,17008,,16-9,0,1190,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=289909,[3]=289909,[4]=289909,[5]=289909,[6]=289909,[8]=289909,[9]=289909,[10]=289910,[11]=289909,[12]=289909",,1900,,,
2900,狮驼岭16-10,20006,,16-10,0,1190,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,","{""item"",60012,15}",0,狮驼岭,3,,,,"[2]=290009,[3]=290009,[4]=290009,[5]=290009,[6]=290009,[8]=290009,[9]=290009,[10]=290010,[11]=290009,[12]=290009",,1901,,,
2901,狮驼岭17-1,20026,,17-1,0,1191,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=290109,[3]=290109,[4]=290109,[5]=290109,[6]=290109,[8]=290109,[9]=290109,[10]=290110,[11]=290109,[12]=290109",,1902,,,
2902,狮驼岭17-2,20025,,17-2,0,1191,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=290209,[3]=290209,[4]=290209,[5]=290209,[6]=290209,[8]=290209,[9]=290209,[10]=290210,[11]=290209,[12]=290209",,1903,,,
2903,狮驼岭17-3,20047,,17-3,0,1191,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=290309,[3]=290309,[4]=290309,[5]=290309,[6]=290309,[8]=290309,[9]=290309,[10]=290310,[11]=290309,[12]=290309",,1904,,,
2904,狮驼岭17-4,20007,,17-4,0,1191,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=290409,[3]=290409,[4]=290409,[5]=290409,[6]=290409,[8]=290409,[9]=290409,[10]=290410,[11]=290409,[12]=290409",,1905,,,
2905,狮驼岭17-5,20004,,17-5,0,1191,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=290509,[3]=290509,[4]=290509,[5]=290509,[6]=290509,[8]=290509,[9]=290509,[10]=290510,[11]=290509,[12]=290509",,1906,,,
2906,狮驼岭17-6,110009,,17-6,0,1191,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=290609,[3]=290609,[4]=290609,[5]=290609,[6]=290609,[8]=290609,[9]=290609,[10]=290610,[11]=290609,[12]=290609",,1907,,,
2907,狮驼岭17-7,20035,,17-7,0,1191,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=290709,[3]=290709,[4]=290709,[5]=290709,[6]=290709,[8]=290709,[9]=290709,[10]=290710,[11]=290709,[12]=290709",,1908,,,
2908,狮驼岭17-8,20006,,17-8,0,1191,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=290809,[3]=290809,[4]=290809,[5]=290809,[6]=290809,[8]=290809,[9]=290809,[10]=290810,[11]=290809,[12]=290809",,1909,,,
2909,狮驼岭17-9,20019,,17-9,0,1191,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,狮驼岭,3,,,,"[2]=290909,[3]=290909,[4]=290909,[5]=290909,[6]=290909,[8]=290909,[9]=290909,[10]=290910,[11]=290909,[12]=290909",,1910,,,
2910,狮驼岭17-10,20027,,17-10,0,1191,狮驼岭,,,50014,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,","{""item"",60012,15}",0,狮驼岭,3,,,,"[2]=291009,[3]=291009,[4]=291009,[5]=291009,[6]=291009,[8]=291009,[9]=291009,[10]=291010,[11]=291009,[12]=291009",,1911,,,
2911,天竺1-1,20045,,1-1,0,1192,天竺,,,50015,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,天竺,3,,,,"[2]=291109,[3]=291109,[4]=291109,[5]=291109,[6]=291109,[8]=291109,[9]=291109,[10]=291110,[11]=291109,[12]=291109",,1912,,,
2912,天竺1-2,20035,,1-2,0,1192,天竺,,,50015,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,天竺,3,,,,"[2]=291209,[3]=291209,[4]=291209,[5]=291209,[6]=291209,[8]=291209,[9]=291209,[10]=291210,[11]=291209,[12]=291209",,1913,,,
2913,天竺1-3,17008,,1-3,0,1192,天竺,,,50015,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,天竺,3,,,,"[2]=291309,[3]=291309,[4]=291309,[5]=291309,[6]=291309,[8]=291309,[9]=291309,[10]=291310,[11]=291309,[12]=291309",,1914,,,
2914,天竺1-4,17002,,1-4,0,1192,天竺,,,50015,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",,0,天竺,3,,,,"[2]=291409,[3]=291409,[4]=291409,[5]=291409,[6]=291409,[8]=291409,[9]=291409,[10]=291410,[11]=291409,[12]=291409",,1915,,,
